species,fit_status,tail_start_r,M_ADM_fit,Q_eff_fit,Q_sq_fit,fit_rmse,tail_point_count
scalar,success,9.010999999999852,0.08396759860443653,1.1267522196207713,1.269570564420335,0.0006558895199244389,300
rich,success,9.010999999999852,0.08396759860443653,1.1267522196207713,1.269570564420335,0.0006558895199244389,300
phi_offsheet,success,9.010999999999852,0.08396759860443653,1.1267522196207713,1.269570564420335,0.0006558895199244389,300
