phi,rho,success,final_mass,compactness_90,boundary_qnorm
-6.283185307179586,-6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-6.283185307179586,-3.141592653589793,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-6.283185307179586,0.0,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-6.283185307179586,3.141592653589793,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-6.283185307179586,6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-3.141592653589793,-6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-3.141592653589793,-3.141592653589793,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-3.141592653589793,0.0,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-3.141592653589793,3.141592653589793,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-3.141592653589793,6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
0.0,-6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
0.0,-3.141592653589793,True,0.032534129324309234,11.530999999999798,0.02558574041377004
0.0,0.0,True,0.032534129324309234,11.530999999999798,0.02558574041377004
0.0,3.141592653589793,True,0.032534129324309234,11.530999999999798,0.02558574041377004
0.0,6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
3.141592653589793,-6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
3.141592653589793,-3.141592653589793,True,0.032534129324309234,11.530999999999798,0.02558574041377004
3.141592653589793,0.0,True,0.032534129324309234,11.530999999999798,0.02558574041377004
3.141592653589793,3.141592653589793,True,0.032534129324309234,11.530999999999798,0.02558574041377004
3.141592653589793,6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
6.283185307179586,-6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
6.283185307179586,-3.141592653589793,True,0.032534129324309234,11.530999999999798,0.02558574041377004
6.283185307179586,0.0,True,0.032534129324309234,11.530999999999798,0.02558574041377004
6.283185307179586,3.141592653589793,True,0.032534129324309234,11.530999999999798,0.02558574041377004
6.283185307179586,6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
