phi,success,final_mass,compactness_90,boundary_qnorm
-6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-5.026548245743669,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-3.7699111843077517,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-2.5132741228718345,True,0.032534129324309234,11.530999999999798,0.02558574041377004
-1.2566370614359172,True,0.032534129324309234,11.530999999999798,0.02558574041377004
0.0,True,0.032534129324309234,11.530999999999798,0.02558574041377004
1.2566370614359172,True,0.032534129324309234,11.530999999999798,0.02558574041377004
2.5132741228718345,True,0.032534129324309234,11.530999999999798,0.02558574041377004
3.7699111843077517,True,0.032534129324309234,11.530999999999798,0.02558574041377004
5.026548245743669,True,0.032534129324309234,11.530999999999798,0.02558574041377004
6.283185307179586,True,0.032534129324309234,11.530999999999798,0.02558574041377004
