theta,rho,e_flux
-2.708269528956718,2.9249310912732556,2.8888230947651907
-2.708269528956718,3.141592653589793,3.1277803965478364
-2.4916079666401805,-3.141592653589793,2.9229598521627116
-2.4916079666401805,-2.9249310912732556,2.6840025503800664
-2.4916079666401805,-2.708269528956718,2.4621136272961817
-2.4916079666401805,-2.4916079666401805,2.2572930829110573
-2.4916079666401805,-2.2749464043236434,2.0695409172246935
-2.4916079666401805,-2.058284842007106,1.8988571302370898
-2.4916079666401805,-1.8416232796905683,1.7452417219482466
-2.4916079666401805,-1.624961717374031,1.6086946923581638
-2.4916079666401805,-1.4083001550574934,1.4892160414668412
-2.4916079666401805,-1.1916385927409558,1.386805769274279
-2.4916079666401805,-0.9749770304244185,1.3014638757804773
-2.4916079666401805,-0.758315468107881,1.2331903609854358
-2.4916079666401805,-0.5416539057913434,1.1819852248891547
-2.4916079666401805,-0.3249923434748059,1.147848467491634
-2.4916079666401805,-0.10833078115826877,1.1307800887928736
-2.4916079666401805,0.10833078115826877,1.1307800887928736
-2.4916079666401805,0.3249923434748063,1.147848467491634
-2.4916079666401805,0.5416539057913439,1.1819852248891547
-2.4916079666401805,0.7583154681078814,1.233190360985436
-2.4916079666401805,0.9749770304244185,1.3014638757804773
-2.4916079666401805,1.191638592740956,1.3868057692742792
-2.4916079666401805,1.4083001550574936,1.4892160414668412
-2.4916079666401805,1.6249617173740312,1.6086946923581638
-2.4916079666401805,1.8416232796905687,1.745241721948247
-2.4916079666401805,2.0582848420071063,1.8988571302370902
-2.4916079666401805,2.274946404323644,2.0695409172246944
-2.4916079666401805,2.4916079666401814,2.2572930829110582
-2.4916079666401805,2.708269528956718,2.4621136272961817
-2.4916079666401805,2.9249310912732556,2.6840025503800664
-2.4916079666401805,3.141592653589793,2.9229598521627116
-2.2749464043236434,-3.141592653589793,2.735207686476348
-2.2749464043236434,-2.9249310912732556,2.496250384693703
-2.2749464043236434,-2.708269528956718,2.2743614616098182
-2.2749464043236434,-2.4916079666401805,2.0695409172246935
-2.2749464043236434,-2.2749464043236434,1.88178875153833
-2.2749464043236434,-2.058284842007106,1.7111049645507261
-2.2749464043236434,-1.8416232796905683,1.557489556261883
-2.2749464043236434,-1.624961717374031,1.4209425266718003
-2.2749464043236434,-1.4083001550574934,1.3014638757804777
-2.2749464043236434,-1.1916385927409558,1.1990536035879156
-2.2749464043236434,-0.9749770304244185,1.1137117100941136
-2.2749464043236434,-0.758315468107881,1.0454381952990721
-2.2749464043236434,-0.5416539057913434,0.9942330592027911
-2.2749464043236434,-0.3249923434748059,0.9600963018052704
-2.2749464043236434,-0.10833078115826877,0.9430279231065102
-2.2749464043236434,0.10833078115826877,0.9430279231065102
-2.2749464043236434,0.3249923434748063,0.9600963018052705
-2.2749464043236434,0.5416539057913439,0.9942330592027911
-2.2749464043236434,0.7583154681078814,1.0454381952990723
-2.2749464043236434,0.9749770304244185,1.1137117100941136
-2.2749464043236434,1.191638592740956,1.1990536035879156
-2.2749464043236434,1.4083001550574936,1.301463875780478
-2.2749464043236434,1.6249617173740312,1.4209425266718003
-2.2749464043236434,1.8416232796905687,1.5574895562618836
-2.2749464043236434,2.0582848420071063,1.7111049645507268
-2.2749464043236434,2.274946404323644,1.8817887515383305
-2.2749464043236434,2.4916079666401814,2.0695409172246944
-2.2749464043236434,2.708269528956718,2.2743614616098182
-2.2749464043236434,2.9249310912732556,2.496250384693703
-2.2749464043236434,3.141592653589793,2.735207686476348
-2.058284842007106,-3.141592653589793,2.5645238994887443
-2.058284842007106,-2.9249310912732556,2.325566597706099
-2.058284842007106,-2.708269528956718,2.1036776746222143
-2.058284842007106,-2.4916079666401805,1.8988571302370898
-2.058284842007106,-2.2749464043236434,1.7111049645507261
-2.058284842007106,-2.058284842007106,1.5404211775631225
-2.058284842007106,-1.8416232796905683,1.3868057692742792
-2.058284842007106,-1.624961717374031,1.2502587396841964
-2.058284842007106,-1.4083001550574934,1.1307800887928738
-2.058284842007106,-1.1916385927409558,1.0283698166003117
-2.058284842007106,-0.9749770304244185,0.9430279231065098
-2.058284842007106,-0.758315468107881,0.8747544083114683
-2.058284842007106,-0.5416539057913434,0.8235492722151874
-2.058284842007106,-0.3249923434748059,0.7894125148176666
-2.058284842007106,-0.10833078115826877,0.7723441361189063
-2.058284842007106,0.10833078115826877,0.7723441361189063
-2.058284842007106,0.3249923434748063,0.7894125148176667
-2.058284842007106,0.5416539057913439,0.8235492722151874
-2.058284842007106,0.7583154681078814,0.8747544083114686
-2.058284842007106,0.9749770304244185,0.9430279231065098
-2.058284842007106,1.191638592740956,1.028369816600312
-2.058284842007106,1.4083001550574936,1.1307800887928738
-2.058284842007106,1.6249617173740312,1.2502587396841964
-2.058284842007106,1.8416232796905687,1.3868057692742795
-2.058284842007106,2.0582848420071063,1.5404211775631227
-2.058284842007106,2.274946404323644,1.7111049645507268
-2.058284842007106,2.4916079666401814,1.898857130237091
-2.058284842007106,2.708269528956718,2.1036776746222143
-2.058284842007106,2.9249310912732556,2.325566597706099
-2.058284842007106,3.141592653589793,2.5645238994887443
-1.8416232796905683,-3.141592653589793,2.410908491199901
-1.8416232796905683,-2.9249310912732556,2.171951189417256
-1.8416232796905683,-2.708269528956718,1.950062266333371
-1.8416232796905683,-2.4916079666401805,1.7452417219482466
-1.8416232796905683,-2.2749464043236434,1.557489556261883
-1.8416232796905683,-2.058284842007106,1.3868057692742792
-1.8416232796905683,-1.8416232796905683,1.233190360985436
-1.8416232796905683,-1.624961717374031,1.096643331395353
-1.8416232796905683,-1.4083001550574934,0.9771646805040306
-1.8416232796905683,-1.1916385927409558,0.8747544083114683
-1.8416232796905683,-0.9749770304244185,0.7894125148176666
-1.8416232796905683,-0.758315468107881,0.7211390000226251
-1.8416232796905683,-0.5416539057913434,0.6699338639263441
-1.8416232796905683,-0.3249923434748059,0.6357971065288234
-1.8416232796905683,-0.10833078115826877,0.6187287278300629
-1.8416232796905683,0.10833078115826877,0.6187287278300629
-1.8416232796905683,0.3249923434748063,0.6357971065288234
-1.8416232796905683,0.5416539057913439,0.6699338639263441
-1.8416232796905683,0.7583154681078814,0.7211390000226253
-1.8416232796905683,0.9749770304244185,0.7894125148176666
-1.8416232796905683,1.191638592740956,0.8747544083114686
-1.8416232796905683,1.4083001550574936,0.9771646805040306
-1.8416232796905683,1.6249617173740312,1.0966433313953532
-1.8416232796905683,1.8416232796905687,1.2331903609854362
-1.8416232796905683,2.0582848420071063,1.3868057692742795
-1.8416232796905683,2.274946404323644,1.5574895562618836
-1.8416232796905683,2.4916079666401814,1.7452417219482477
-1.8416232796905683,2.708269528956718,1.950062266333371
-1.8416232796905683,2.9249310912732556,2.171951189417256
-1.8416232796905683,3.141592653589793,2.410908491199901
-1.624961717374031,-3.141592653589793,2.2743614616098182
-1.624961717374031,-2.9249310912732556,2.035404159827173
-1.624961717374031,-2.708269528956718,1.8135152367432883
-1.624961717374031,-2.4916079666401805,1.6086946923581638
-1.624961717374031,-2.2749464043236434,1.4209425266718003
-1.624961717374031,-2.058284842007106,1.2502587396841964
-1.624961717374031,-1.8416232796905683,1.096643331395353
-1.624961717374031,-1.624961717374031,0.9600963018052704
-1.624961717374031,-1.4083001550574934,0.8406176509139478
-1.624961717374031,-1.1916385927409558,0.7382073787213856
-1.624961717374031,-0.9749770304244185,0.6528654852275838
-1.624961717374031,-0.758315468107881,0.5845919704325423
-1.624961717374031,-0.5416539057913434,0.5333868343362612
-1.624961717374031,-0.3249923434748059,0.4992500769387406
-1.624961717374031,-0.10833078115826877,0.4821816982399802
-1.624961717374031,0.10833078115826877,0.4821816982399802
-1.624961717374031,0.3249923434748063,0.4992500769387406
-1.624961717374031,0.5416539057913439,0.5333868343362614
-1.624961717374031,0.7583154681078814,0.5845919704325425
-1.624961717374031,0.9749770304244185,0.6528654852275838
-1.624961717374031,1.191638592740956,0.7382073787213856
-1.624961717374031,1.4083001550574936,0.8406176509139479
-1.624961717374031,1.6249617173740312,0.9600963018052705
-1.624961717374031,1.8416232796905687,1.0966433313953534
-1.624961717374031,2.0582848420071063,1.2502587396841967
-1.624961717374031,2.274946404323644,1.4209425266718005
-1.624961717374031,2.4916079666401814,1.6086946923581646
-1.624961717374031,2.708269528956718,1.8135152367432883
-1.624961717374031,2.9249310912732556,2.035404159827173
-1.624961717374031,3.141592653589793,2.2743614616098182
-1.4083001550574934,-3.141592653589793,2.1548828107184956
-1.4083001550574934,-2.9249310912732556,1.9159255089358502
-1.4083001550574934,-2.708269528956718,1.6940365858519657
-1.4083001550574934,-2.4916079666401805,1.4892160414668412
-1.4083001550574934,-2.2749464043236434,1.3014638757804777
-1.4083001550574934,-2.058284842007106,1.1307800887928738
-1.4083001550574934,-1.8416232796905683,0.9771646805040306
-1.4083001550574934,-1.624961717374031,0.8406176509139478
-1.4083001550574934,-1.4083001550574934,0.7211390000226252
-1.4083001550574934,-1.1916385927409558,0.618728727830063
-1.4083001550574934,-0.9749770304244185,0.5333868343362612
-1.4083001550574934,-0.758315468107881,0.4651133195412198
-1.4083001550574934,-0.5416539057913434,0.4139081834449387
-1.4083001550574934,-0.3249923434748059,0.379771426047418
-1.4083001550574934,-0.10833078115826877,0.36270304734865766
-1.4083001550574934,0.10833078115826877,0.36270304734865766
-1.4083001550574934,0.3249923434748063,0.37977142604741804
-1.4083001550574934,0.5416539057913439,0.4139081834449388
-1.4083001550574934,0.7583154681078814,0.46511331954121987
-1.4083001550574934,0.9749770304244185,0.5333868343362612
-1.4083001550574934,1.191638592740956,0.618728727830063
-1.4083001550574934,1.4083001550574936,0.7211390000226253
-1.4083001550574934,1.6249617173740312,0.8406176509139479
-1.4083001550574934,1.8416232796905687,0.9771646805040309
-1.4083001550574934,2.0582848420071063,1.1307800887928743
-1.4083001550574934,2.274946404323644,1.301463875780478
-1.4083001550574934,2.4916079666401814,1.4892160414668418
-1.4083001550574934,2.708269528956718,1.6940365858519657
-1.4083001550574934,2.9249310912732556,1.9159255089358502
-1.4083001550574934,3.141592653589793,2.1548828107184956
-1.1916385927409558,-3.141592653589793,2.0524725385259335
-1.1916385927409558,-2.9249310912732556,1.8135152367432883
-1.1916385927409558,-2.708269528956718,1.5916263136594038
-1.1916385927409558,-2.4916079666401805,1.386805769274279
-1.1916385927409558,-2.2749464043236434,1.1990536035879156
-1.1916385927409558,-2.058284842007106,1.0283698166003117
-1.1916385927409558,-1.8416232796905683,0.8747544083114683
-1.1916385927409558,-1.624961717374031,0.7382073787213856
-1.1916385927409558,-1.4083001550574934,0.618728727830063
-1.1916385927409558,-1.1916385927409558,0.5163184556375008
-1.1916385927409558,-0.9749770304244185,0.43097656214369906
-1.1916385927409558,-0.758315468107881,0.36270304734865755
-1.1916385927409558,-0.5416539057913434,0.3114979112523765
-1.1916385927409558,-0.3249923434748059,0.27736115385485577
-1.1916385927409558,-0.10833078115826877,0.26029277515609545
-1.1916385927409558,0.10833078115826877,0.26029277515609545
-1.1916385927409558,0.3249923434748063,0.2773611538548558
-1.1916385927409558,0.5416539057913439,0.3114979112523766
-1.1916385927409558,0.7583154681078814,0.3627030473486577
-1.1916385927409558,0.9749770304244185,0.43097656214369906
-1.1916385927409558,1.191638592740956,0.5163184556375009
-1.1916385927409558,1.4083001550574936,0.6187287278300632
-1.1916385927409558,1.6249617173740312,0.7382073787213856
-1.1916385927409558,1.8416232796905687,0.8747544083114687
-1.1916385927409558,2.0582848420071063,1.028369816600312
-1.1916385927409558,2.274946404323644,1.1990536035879158
-1.1916385927409558,2.4916079666401814,1.38680576927428
-1.1916385927409558,2.708269528956718,1.5916263136594038
-1.1916385927409558,2.9249310912732556,1.8135152367432883
-1.1916385927409558,3.141592653589793,2.0524725385259335
-0.9749770304244185,-3.141592653589793,1.9671306450321318
-0.9749770304244185,-2.9249310912732556,1.7281733432494866
-0.9749770304244185,-2.708269528956718,1.5062844201656016
-0.9749770304244185,-2.4916079666401805,1.3014638757804773
-0.9749770304244185,-2.2749464043236434,1.1137117100941136
-0.9749770304244185,-2.058284842007106,0.9430279231065098
-0.9749770304244185,-1.8416232796905683,0.7894125148176666
-0.9749770304244185,-1.624961717374031,0.6528654852275838
-0.9749770304244185,-1.4083001550574934,0.5333868343362612
-0.9749770304244185,-1.1916385927409558,0.43097656214369906
-0.9749770304244185,-0.9749770304244185,0.3456346686498973
-0.9749770304244185,-0.758315468107881,0.2773611538548558
-0.9749770304244185,-0.5416539057913434,0.22615601775857472
-0.9749770304244185,-0.3249923434748059,0.19201926036105404
-0.9749770304244185,-0.10833078115826877,0.1749508816622937
-0.9749770304244185,0.10833078115826877,0.1749508816622937
-0.9749770304244185,0.3249923434748063,0.19201926036105407
-0.9749770304244185,0.5416539057913439,0.22615601775857483
-0.9749770304244185,0.7583154681078814,0.27736115385485594
-0.9749770304244185,0.9749770304244185,0.3456346686498973
-0.9749770304244185,1.191638592740956,0.43097656214369917
-0.9749770304244185,1.4083001550574936,0.5333868343362614
-0.9749770304244185,1.6249617173740312,0.6528654852275839
-0.9749770304244185,1.8416232796905687,0.7894125148176668
-0.9749770304244185,2.0582848420071063,0.9430279231065102
-0.9749770304244185,2.274946404323644,1.113711710094114
-0.9749770304244185,2.4916079666401814,1.301463875780478
-0.9749770304244185,2.708269528956718,1.5062844201656016
-0.9749770304244185,2.9249310912732556,1.7281733432494866
-0.9749770304244185,3.141592653589793,1.9671306450321318
-0.758315468107881,-3.141592653589793,1.8988571302370902
-0.758315468107881,-2.9249310912732556,1.6598998284544448
-0.758315468107881,-2.708269528956718,1.4380109053705603
-0.758315468107881,-2.4916079666401805,1.2331903609854358
-0.758315468107881,-2.2749464043236434,1.0454381952990721
-0.758315468107881,-2.058284842007106,0.8747544083114683
-0.758315468107881,-1.8416232796905683,0.7211390000226251
-0.758315468107881,-1.624961717374031,0.5845919704325423
-0.758315468107881,-1.4083001550574934,0.4651133195412198
-0.758315468107881,-1.1916385927409558,0.36270304734865755
-0.758315468107881,-0.9749770304244185,0.2773611538548558
-0.758315468107881,-0.758315468107881,0.20908763905981434
-0.758315468107881,-0.5416539057913434,0.15788250296353326
-0.758315468107881,-0.3249923434748059,0.12374574556601255
-0.758315468107881,-0.10833078115826877,0.10667736686725222
-0.758315468107881,0.10833078115826877,0.10667736686725222
-0.758315468107881,0.3249923434748063,0.1237457455660126
-0.758315468107881,0.5416539057913439,0.15788250296353337
-0.758315468107881,0.7583154681078814,0.20908763905981448
-0.758315468107881,0.9749770304244185,0.2773611538548558
-0.758315468107881,1.191638592740956,0.36270304734865766
-0.758315468107881,1.4083001550574936,0.46511331954121987
-0.758315468107881,1.6249617173740312,0.5845919704325424
-0.758315468107881,1.8416232796905687,0.7211390000226254
-0.758315468107881,2.0582848420071063,0.8747544083114687
-0.758315468107881,2.274946404323644,1.0454381952990726
-0.758315468107881,2.4916079666401814,1.2331903609854367
-0.758315468107881,2.708269528956718,1.4380109053705603
-0.758315468107881,2.9249310912732556,1.6598998284544448
-0.758315468107881,3.141592653589793,1.8988571302370902
-0.5416539057913434,-3.141592653589793,1.847651994140809
-0.5416539057913434,-2.9249310912732556,1.6086946923581638
-0.5416539057913434,-2.708269528956718,1.3868057692742792
-0.5416539057913434,-2.4916079666401805,1.1819852248891547
-0.5416539057913434,-2.2749464043236434,0.9942330592027911
-0.5416539057913434,-2.058284842007106,0.8235492722151874
-0.5416539057913434,-1.8416232796905683,0.6699338639263441
-0.5416539057913434,-1.624961717374031,0.5333868343362612
-0.5416539057913434,-1.4083001550574934,0.4139081834449387
-0.5416539057913434,-1.1916385927409558,0.3114979112523765
-0.5416539057913434,-0.9749770304244185,0.22615601775857472
-0.5416539057913434,-0.758315468107881,0.15788250296353326
-0.5416539057913434,-0.5416539057913434,0.10667736686725217
-0.5416539057913434,-0.3249923434748059,0.07254060946973145
-0.5416539057913434,-0.10833078115826877,0.05547223077097113
-0.5416539057913434,0.10833078115826877,0.05547223077097113
-0.5416539057913434,0.3249923434748063,0.07254060946973151
-0.5416539057913434,0.5416539057913439,0.10667736686725225
-0.5416539057913434,0.7583154681078814,0.15788250296353337
-0.5416539057913434,0.9749770304244185,0.22615601775857472
-0.5416539057913434,1.191638592740956,0.3114979112523766
-0.5416539057913434,1.4083001550574936,0.4139081834449388
-0.5416539057913434,1.6249617173740312,0.5333868343362614
-0.5416539057913434,1.8416232796905687,0.6699338639263445
-0.5416539057913434,2.0582848420071063,0.8235492722151877
-0.5416539057913434,2.274946404323644,0.9942330592027915
-0.5416539057913434,2.4916079666401814,1.1819852248891556
-0.5416539057913434,2.708269528956718,1.3868057692742792
-0.5416539057913434,2.9249310912732556,1.6086946923581638
-0.5416539057913434,3.141592653589793,1.847651994140809
-0.3249923434748059,-3.141592653589793,1.8135152367432885
-0.3249923434748059,-2.9249310912732556,1.5745579349606433
-0.3249923434748059,-2.708269528956718,1.3526690118767584
-0.3249923434748059,-2.4916079666401805,1.147848467491634
-0.3249923434748059,-2.2749464043236434,0.9600963018052704
-0.3249923434748059,-2.058284842007106,0.7894125148176666
-0.3249923434748059,-1.8416232796905683,0.6357971065288234
-0.3249923434748059,-1.624961717374031,0.4992500769387406
-0.3249923434748059,-1.4083001550574934,0.379771426047418
-0.3249923434748059,-1.1916385927409558,0.27736115385485577
-0.3249923434748059,-0.9749770304244185,0.19201926036105404
-0.3249923434748059,-0.758315468107881,0.12374574556601255
-0.3249923434748059,-0.5416539057913434,0.07254060946973145
-0.3249923434748059,-0.3249923434748059,0.03840385207221074
-0.3249923434748059,-0.10833078115826877,0.021335473373450417
-0.3249923434748059,0.10833078115826877,0.021335473373450417
-0.3249923434748059,0.3249923434748063,0.038403852072210795
-0.3249923434748059,0.5416539057913439,0.07254060946973154
-0.3249923434748059,0.7583154681078814,0.12374574556601267
-0.3249923434748059,0.9749770304244185,0.19201926036105404
-0.3249923434748059,1.191638592740956,0.2773611538548559
-0.3249923434748059,1.4083001550574936,0.37977142604741815
-0.3249923434748059,1.6249617173740312,0.4992500769387407
-0.3249923434748059,1.8416232796905687,0.6357971065288237
-0.3249923434748059,2.0582848420071063,0.7894125148176668
-0.3249923434748059,2.274946404323644,0.9600963018052707
-0.3249923434748059,2.4916079666401814,1.1478484674916347
-0.3249923434748059,2.708269528956718,1.3526690118767584
-0.3249923434748059,2.9249310912732556,1.5745579349606433
-0.3249923434748059,3.141592653589793,1.8135152367432885
-0.10833078115826877,-3.141592653589793,1.796446858044528
-0.10833078115826877,-2.9249310912732556,1.557489556261883
-0.10833078115826877,-2.708269528956718,1.3356006331779982
-0.10833078115826877,-2.4916079666401805,1.1307800887928736
-0.10833078115826877,-2.2749464043236434,0.9430279231065102
-0.10833078115826877,-2.058284842007106,0.7723441361189063
-0.10833078115826877,-1.8416232796905683,0.6187287278300629
-0.10833078115826877,-1.624961717374031,0.4821816982399802
-0.10833078115826877,-1.4083001550574934,0.36270304734865766
-0.10833078115826877,-1.1916385927409558,0.26029277515609545
-0.10833078115826877,-0.9749770304244185,0.1749508816622937
-0.10833078115826877,-0.758315468107881,0.10667736686725222
-0.10833078115826877,-0.5416539057913434,0.05547223077097113
-0.10833078115826877,-0.3249923434748059,0.021335473373450417
-0.10833078115826877,-0.10833078115826877,0.004267094674690094
-0.10833078115826877,0.10833078115826877,0.004267094674690094
-0.10833078115826877,0.3249923434748063,0.02133547337345047
-0.10833078115826877,0.5416539057913439,0.05547223077097122
-0.10833078115826877,0.7583154681078814,0.10667736686725235
-0.10833078115826877,0.9749770304244185,0.1749508816622937
-0.10833078115826877,1.191638592740956,0.26029277515609556
-0.10833078115826877,1.4083001550574936,0.36270304734865777
-0.10833078115826877,1.6249617173740312,0.4821816982399803
-0.10833078115826877,1.8416232796905687,0.6187287278300633
-0.10833078115826877,2.0582848420071063,0.7723441361189066
-0.10833078115826877,2.274946404323644,0.9430279231065105
-0.10833078115826877,2.4916079666401814,1.1307800887928745
-0.10833078115826877,2.708269528956718,1.3356006331779982
-0.10833078115826877,2.9249310912732556,1.557489556261883
-0.10833078115826877,3.141592653589793,1.796446858044528
0.10833078115826877,-3.141592653589793,1.796446858044528
0.10833078115826877,-2.9249310912732556,1.557489556261883
0.10833078115826877,-2.708269528956718,1.3356006331779982
0.10833078115826877,-2.4916079666401805,1.1307800887928736
0.10833078115826877,-2.2749464043236434,0.9430279231065102
0.10833078115826877,-2.058284842007106,0.7723441361189063
0.10833078115826877,-1.8416232796905683,0.6187287278300629
0.10833078115826877,-1.624961717374031,0.4821816982399802
0.10833078115826877,-1.4083001550574934,0.36270304734865766
0.10833078115826877,-1.1916385927409558,0.26029277515609545
0.10833078115826877,-0.9749770304244185,0.1749508816622937
0.10833078115826877,-0.758315468107881,0.10667736686725222
0.10833078115826877,-0.5416539057913434,0.05547223077097113
0.10833078115826877,-0.3249923434748059,0.021335473373450417
0.10833078115826877,-0.10833078115826877,0.004267094674690094
0.10833078115826877,0.10833078115826877,0.004267094674690094
0.10833078115826877,0.3249923434748063,0.02133547337345047
0.10833078115826877,0.5416539057913439,0.05547223077097122
0.10833078115826877,0.7583154681078814,0.10667736686725235
0.10833078115826877,0.9749770304244185,0.1749508816622937
0.10833078115826877,1.191638592740956,0.26029277515609556
0.10833078115826877,1.4083001550574936,0.36270304734865777
0.10833078115826877,1.6249617173740312,0.4821816982399803
0.10833078115826877,1.8416232796905687,0.6187287278300633
0.10833078115826877,2.0582848420071063,0.7723441361189066
0.10833078115826877,2.274946404323644,0.9430279231065105
0.10833078115826877,2.4916079666401814,1.1307800887928745
0.10833078115826877,2.708269528956718,1.3356006331779982
0.10833078115826877,2.9249310912732556,1.557489556261883
0.10833078115826877,3.141592653589793,1.796446858044528
0.3249923434748063,-3.141592653589793,1.8135152367432885
0.3249923434748063,-2.9249310912732556,1.5745579349606433
0.3249923434748063,-2.708269528956718,1.3526690118767586
0.3249923434748063,-2.4916079666401805,1.147848467491634
0.3249923434748063,-2.2749464043236434,0.9600963018052705
0.3249923434748063,-2.058284842007106,0.7894125148176667
0.3249923434748063,-1.8416232796905683,0.6357971065288234
0.3249923434748063,-1.624961717374031,0.4992500769387406
0.3249923434748063,-1.4083001550574934,0.37977142604741804
0.3249923434748063,-1.1916385927409558,0.2773611538548558
0.3249923434748063,-0.9749770304244185,0.19201926036105407
0.3249923434748063,-0.758315468107881,0.1237457455660126
0.3249923434748063,-0.5416539057913434,0.07254060946973151
0.3249923434748063,-0.3249923434748059,0.038403852072210795
0.3249923434748063,-0.10833078115826877,0.02133547337345047
0.3249923434748063,0.10833078115826877,0.02133547337345047
0.3249923434748063,0.3249923434748063,0.038403852072210844
0.3249923434748063,0.5416539057913439,0.07254060946973159
0.3249923434748063,0.7583154681078814,0.12374574556601273
0.3249923434748063,0.9749770304244185,0.19201926036105407
0.3249923434748063,1.191638592740956,0.2773611538548559
0.3249923434748063,1.4083001550574936,0.37977142604741815
0.3249923434748063,1.6249617173740312,0.4992500769387407
0.3249923434748063,1.8416232796905687,0.6357971065288237
0.3249923434748063,2.0582848420071063,0.789412514817667
