theta,phi,rho,e_flux
3.141592653589793,-0.39269908169872414,-6.283185307179586,8.971566553535915
3.141592653589793,-0.39269908169872414,-6.156252270670907,8.684505715744988
3.141592653589793,-0.39269908169872414,-6.029319234162229,8.403303262398776
3.141592653589793,-0.39269908169872414,-5.90238619765355,8.127959193497276
3.141592653589793,-0.39269908169872414,-5.775453161144872,7.858473509040489
3.141592653589793,-0.39269908169872414,-5.648520124636193,7.594846209028414
3.141592653589793,-0.39269908169872414,-5.521587088127515,7.337077293461053
3.141592653589793,-0.39269908169872414,-5.394654051618836,7.085166762338402
3.141592653589793,-0.39269908169872414,-5.267721015110158,6.839114615660467
3.141592653589793,-0.39269908169872414,-5.140787978601479,6.598920853427243
3.141592653589793,-0.39269908169872414,-5.013854942092801,6.364585475638733
3.141592653589793,-0.39269908169872414,-4.886921905584122,6.136108482294935
3.141592653589793,-0.39269908169872414,-4.759988869075444,5.913489873395849
3.141592653589793,-0.39269908169872414,-4.6330558325667655,5.696729648941476
3.141592653589793,-0.39269908169872414,-4.5061227960580865,5.485827808931816
3.141592653589793,-0.39269908169872414,-4.3791897595494085,5.28078435336687
3.141592653589793,-0.39269908169872414,-4.25225672304073,5.0815992822466365
3.141592653589793,-0.39269908169872414,-4.1253236865320515,4.888272595571114
3.141592653589793,-0.39269908169872414,-3.998390650023373,4.700804293340306
3.141592653589793,-0.39269908169872414,-3.8714576135146945,4.5191943755542106
3.141592653589793,-0.39269908169872414,-3.744524577006016,4.343442842212827
3.141592653589793,-0.39269908169872414,-3.6175915404973376,4.173549693316157
3.141592653589793,-0.39269908169872414,-3.490658503988659,4.009514928864199
3.141592653589793,-0.39269908169872414,-3.3637254674799806,3.8513385488569547
3.141592653589793,-0.39269908169872414,-3.2367924309713016,3.699020553294422
3.141592653589793,-0.39269908169872414,-3.109859394462623,3.5525609421766027
3.141592653589793,-0.39269908169872414,-2.9829263579539447,3.4119597155034964
3.141592653589793,-0.39269908169872414,-2.855993321445266,3.2772168732751026
3.141592653589793,-0.39269908169872414,-2.7290602849365877,3.148332415491422
3.141592653589793,-0.39269908169872414,-2.602127248427909,3.025306342152453
3.141592653589793,-0.39269908169872414,-2.4751942119192307,2.9081386532581983
3.141592653589793,-0.39269908169872414,-2.3482611754105522,2.7968293488086555
3.141592653589793,-0.39269908169872414,-2.2213281389018737,2.6913784288038256
3.141592653589793,-0.39269908169872414,-2.094395102393195,2.5917858932437086
3.141592653589793,-0.39269908169872414,-1.9674620658845168,2.4980517421283044
3.141592653589793,-0.39269908169872414,-1.8405290293758378,2.410175975457612
3.141592653589793,-0.39269908169872414,-1.7135959928671598,2.328158593231634
3.141592653589793,-0.39269908169872414,-1.5866629563584809,2.2519995954503678
3.141592653589793,-0.39269908169872414,-1.4597299198498028,2.1816989821138146
3.141592653589793,-0.39269908169872414,-1.332796883341124,2.117256753221974
3.141592653589793,-0.39269908169872414,-1.2058638468324459,2.058672908774847
3.141592653589793,-0.39269908169872414,-1.078930810323767,2.0059474487724316
3.141592653589793,-0.39269908169872414,-0.9519977738150889,1.9590803732147297
3.141592653589793,-0.39269908169872414,-0.82506473730641,1.91807168210174
3.141592653589793,-0.39269908169872414,-0.6981317007977319,1.8829213754334637
3.141592653589793,-0.39269908169872414,-0.571198664289053,1.8536294532098998
3.141592653589793,-0.39269908169872414,-0.4442656277803749,1.8301959154310488
3.141592653589793,-0.39269908169872414,-0.317332591271696,1.8126207620969104
3.141592653589793,-0.39269908169872414,-0.19039955476301706,1.8009039932074848
3.141592653589793,-0.39269908169872414,-0.06346651825433902,1.7950456087627722
3.141592653589793,-0.39269908169872414,0.06346651825433991,1.7950456087627722
3.141592653589793,-0.39269908169872414,0.19039955476301795,1.8009039932074848
3.141592653589793,-0.39269908169872414,0.3173325912716969,1.8126207620969104
3.141592653589793,-0.39269908169872414,0.4442656277803749,1.8301959154310488
3.141592653589793,-0.39269908169872414,0.5711986642890539,1.8536294532099
3.141592653589793,-0.39269908169872414,0.6981317007977319,1.8829213754334637
3.141592653589793,-0.39269908169872414,0.8250647373064108,1.9180716821017403
3.141592653589793,-0.39269908169872414,0.9519977738150889,1.9590803732147297
3.141592653589793,-0.39269908169872414,1.0789308103237678,2.005947448772432
3.141592653589793,-0.39269908169872414,1.2058638468324459,2.058672908774847
3.141592653589793,-0.39269908169872414,1.3327968833411248,2.117256753221975
3.141592653589793,-0.39269908169872414,1.4597299198498028,2.1816989821138146
3.141592653589793,-0.39269908169872414,1.5866629563584818,2.2519995954503687
3.141592653589793,-0.39269908169872414,1.7135959928671598,2.328158593231634
3.141592653589793,-0.39269908169872414,1.8405290293758387,2.410175975457613
3.141592653589793,-0.39269908169872414,1.9674620658845168,2.4980517421283044
3.141592653589793,-0.39269908169872414,2.0943951023931966,2.59178589324371
3.141592653589793,-0.39269908169872414,2.2213281389018746,2.6913784288038265
3.141592653589793,-0.39269908169872414,2.3482611754105527,2.796829348808656
3.141592653589793,-0.39269908169872414,2.4751942119192307,2.9081386532581983
3.141592653589793,-0.39269908169872414,2.6021272484279105,3.0253063421524544
3.141592653589793,-0.39269908169872414,2.7290602849365886,3.1483324154914225
3.141592653589793,-0.39269908169872414,2.8559933214452666,3.277216873275103
3.141592653589793,-0.39269908169872414,2.9829263579539447,3.4119597155034964
3.141592653589793,-0.39269908169872414,3.1098593944626245,3.552560942176604
3.141592653589793,-0.39269908169872414,3.2367924309713025,3.699020553294423
3.141592653589793,-0.39269908169872414,3.3637254674799806,3.8513385488569547
3.141592653589793,-0.39269908169872414,3.4906585039886586,4.009514928864198
3.141592653589793,-0.39269908169872414,3.6175915404973384,4.173549693316158
3.141592653589793,-0.39269908169872414,3.7445245770060165,4.343442842212828
3.141592653589793,-0.39269908169872414,3.8714576135146945,4.5191943755542106
3.141592653589793,-0.39269908169872414,3.9983906500233743,4.700804293340308
3.141592653589793,-0.39269908169872414,4.125323686532052,4.888272595571116
3.141592653589793,-0.39269908169872414,4.25225672304073,5.0815992822466365
3.141592653589793,-0.39269908169872414,4.3791897595494085,5.28078435336687
3.141592653589793,-0.39269908169872414,4.506122796058088,5.485827808931819
3.141592653589793,-0.39269908169872414,4.633055832566766,5.696729648941478
3.141592653589793,-0.39269908169872414,4.759988869075444,5.913489873395849
3.141592653589793,-0.39269908169872414,4.886921905584122,6.136108482294935
3.141592653589793,-0.39269908169872414,5.013854942092802,6.364585475638735
3.141592653589793,-0.39269908169872414,5.14078797860148,6.598920853427243
3.141592653589793,-0.39269908169872414,5.267721015110158,6.839114615660467
3.141592653589793,-0.39269908169872414,5.394654051618836,7.085166762338402
3.141592653589793,-0.39269908169872414,5.521587088127516,7.3370772934610535
3.141592653589793,-0.39269908169872414,5.648520124636194,7.5948462090284155
3.141592653589793,-0.39269908169872414,5.775453161144872,7.858473509040489
3.141592653589793,-0.39269908169872414,5.902386197653552,8.12795919349728
3.141592653589793,-0.39269908169872414,6.02931923416223,8.403303262398778
3.141592653589793,-0.39269908169872414,6.156252270670908,8.68450571574499
3.141592653589793,-0.39269908169872414,6.283185307179586,8.971566553535915
