phi_2,rho_2,dm
0.4960409453036516,0.8267349088394189,2.115522798480012
0.4960409453036516,1.1574288723751867,2.218813376542275
0.4960409453036516,1.4881228359109544,2.3221039546045383
0.4960409453036516,1.8188167994467221,2.4253945326668016
0.4960409453036516,2.14951076298249,2.5286851107290627
0.4960409453036516,2.4802047265182576,2.631975688791327
0.4960409453036516,2.8108986900540254,2.735266266853589
0.4960409453036516,3.141592653589793,2.8385568449158516
0.8267349088394189,-3.141592653589793,0.7727452836705959
0.8267349088394189,-2.8108986900540254,0.8760358617328592
0.8267349088394189,-2.4802047265182576,0.9793264397951214
0.8267349088394189,-2.14951076298249,1.0826170178573842
0.8267349088394189,-1.8188167994467224,1.185907595919648
0.8267349088394189,-1.4881228359109546,1.2891981739819098
0.8267349088394189,-1.157428872375187,1.3924887520441724
0.8267349088394189,-0.8267349088394194,1.4957793301064366
0.8267349088394189,-0.4960409453036516,1.5990699081686988
0.8267349088394189,-0.16534698176788387,1.7023604862309611
0.8267349088394189,0.16534698176788387,1.8056510642932246
0.8267349088394189,0.4960409453036516,1.908941642355486
0.8267349088394189,0.8267349088394189,2.01223222041775
0.8267349088394189,1.1574288723751867,2.1155227984800122
0.8267349088394189,1.4881228359109544,2.218813376542275
0.8267349088394189,1.8188167994467221,2.3221039546045383
0.8267349088394189,2.14951076298249,2.4253945326668016
0.8267349088394189,2.4802047265182576,2.5286851107290627
0.8267349088394189,2.8108986900540254,2.631975688791327
0.8267349088394189,3.141592653589793,2.735266266853589
1.1574288723751867,-3.141592653589793,0.6694547056083335
1.1574288723751867,-2.8108986900540254,0.7727452836705961
1.1574288723751867,-2.4802047265182576,0.8760358617328592
1.1574288723751867,-2.14951076298249,0.9793264397951217
1.1574288723751867,-1.8188167994467224,1.0826170178573842
1.1574288723751867,-1.4881228359109546,1.1859075959196481
1.1574288723751867,-1.157428872375187,1.2891981739819096
1.1574288723751867,-0.8267349088394194,1.3924887520441724
1.1574288723751867,-0.4960409453036516,1.4957793301064366
1.1574288723751867,-0.16534698176788387,1.5990699081686992
1.1574288723751867,0.16534698176788387,1.702360486230961
1.1574288723751867,0.4960409453036516,1.8056510642932246
1.1574288723751867,0.8267349088394189,1.908941642355486
1.1574288723751867,1.1574288723751867,2.01223222041775
1.1574288723751867,1.4881228359109544,2.115522798480012
1.1574288723751867,1.8188167994467221,2.218813376542275
1.1574288723751867,2.14951076298249,2.3221039546045383
1.1574288723751867,2.4802047265182576,2.4253945326668016
1.1574288723751867,2.8108986900540254,2.5286851107290627
1.1574288723751867,3.141592653589793,2.631975688791327
1.4881228359109544,-3.141592653589793,0.5661641275460704
1.4881228359109544,-2.8108986900540254,0.6694547056083334
1.4881228359109544,-2.4802047265182576,0.7727452836705959
1.4881228359109544,-2.14951076298249,0.8760358617328594
1.4881228359109544,-1.8188167994467224,0.9793264397951217
1.4881228359109544,-1.4881228359109546,1.0826170178573842
1.4881228359109544,-1.157428872375187,1.1859075959196481
1.4881228359109544,-0.8267349088394194,1.2891981739819103
1.4881228359109544,-0.4960409453036516,1.3924887520441724
1.4881228359109544,-0.16534698176788387,1.4957793301064366
1.4881228359109544,0.16534698176788387,1.5990699081686985
1.4881228359109544,0.4960409453036516,1.702360486230961
1.4881228359109544,0.8267349088394189,1.8056510642932246
1.4881228359109544,1.1574288723751867,1.908941642355486
1.4881228359109544,1.4881228359109544,2.01223222041775
1.4881228359109544,1.8188167994467221,2.115522798480012
1.4881228359109544,2.14951076298249,2.218813376542275
1.4881228359109544,2.4802047265182576,2.3221039546045383
1.4881228359109544,2.8108986900540254,2.4253945326668016
1.4881228359109544,3.141592653589793,2.5286851107290627
1.8188167994467221,-3.141592653589793,0.46287354948380743
1.8188167994467221,-2.8108986900540254,0.5661641275460704
1.8188167994467221,-2.4802047265182576,0.6694547056083334
1.8188167994467221,-2.14951076298249,0.7727452836705959
1.8188167994467221,-1.8188167994467224,0.8760358617328591
1.8188167994467221,-1.4881228359109546,0.9793264397951217
1.8188167994467221,-1.157428872375187,1.082617017857384
1.8188167994467221,-0.8267349088394194,1.1859075959196481
1.8188167994467221,-0.4960409453036516,1.28919817398191
1.8188167994467221,-0.16534698176788387,1.3924887520441724
1.8188167994467221,0.16534698176788387,1.4957793301064366
1.8188167994467221,0.4960409453036516,1.5990699081686988
