pair,seed,dm_at_fixed_distance,force_at_fixed_distance,dm_power_exponent,dm_power_r2_linear_space,dm_exp_exponent,dm_exp_r2_linear_space,force_power_exponent,force_power_r2_linear_space,force_exp_exponent,force_exp_r2_linear_space
scalar_pair,scalar,0.0003588990815955155,1.706888957393526e-05,-0.15667705432096335,0.9015649323952762,-0.059067453027857826,0.9735668613901374,0.8301296117826079,0.9910489533515593,0.2999569842664707,0.9673762664064315
rich_pair,rich,0.0003588990815955155,1.706888957393526e-05,-0.15667705432096335,0.9015649323952762,-0.059067453027857826,0.9735668613901374,0.8301296117826079,0.9910489533515593,0.2999569842664707,0.9673762664064315
phi_offsheet_pair,phi_offsheet,0.0003588990815955155,1.706888957393526e-05,-0.15667705432096335,0.9015649323952762,-0.059067453027857826,0.9735668613901374,0.8301296117826079,0.9910489533515593,0.2999569842664707,0.9673762664064315
