theta,rho,omega0,theta0,phi0,rho0,A0,xp0,r_max,status,status_message,terminated_early,horizon_event_radii,r_final,final_mass,mass_half_radius,compactness,final_2m_over_r
2.094395102393195,-2.0943951023931957,0.5,2.094395102393195,0.39269908169872414,-2.0943951023931957,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.14664469374142594,2.7165952214032574,0.053981061508926835,0.05865787749657038
2.094395102393195,-0.6981317007977319,0.5,2.094395102393195,0.39269908169872414,-0.6981317007977319,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.1334801460735712,2.7145804021957836,0.049171557403715545,0.05339205842942848
2.094395102393195,0.6981317007977319,0.5,2.094395102393195,0.39269908169872414,0.6981317007977319,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.13348014607358463,2.7145803799663764,0.0491715578063811,0.053392058429433856
2.094395102393195,2.094395102393195,0.5,2.094395102393195,0.39269908169872414,2.094395102393195,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.146644693741942,2.7165949081424676,0.053981067733876294,0.0586578774967768
2.094395102393195,3.4906585039886586,0.5,2.094395102393195,0.39269908169872414,3.4906585039886586,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.17324222418780374,2.6445079746065177,0.06551019163161376,0.0692968896751215
2.094395102393195,4.886921905584122,0.5,2.094395102393195,0.39269908169872414,4.886921905584122,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.21354086302171385,2.6635274708560295,0.08017220222364896,0.08541634520868555
2.094395102393195,6.283185307179586,0.5,2.094395102393195,0.39269908169872414,6.283185307179586,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.2406807011953346,2.5947203928201437,0.09275785624583006,0.09627228047813384
3.4906585039886586,-6.283185307179586,0.5,3.4906585039886586,0.39269908169872414,-6.283185307179586,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.2406807011952452,2.594720882286342,0.09275783874802328,0.09627228047809808
3.4906585039886586,-4.886921905584122,0.5,3.4906585039886586,0.39269908169872414,-4.886921905584122,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.213540863018164,2.6635334781125293,0.08017202140424619,0.0854163452072656
3.4906585039886586,-3.490658503988659,0.5,3.4906585039886586,0.39269908169872414,-3.490658503988659,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.17324222418412516,2.6445145225401627,0.06551002942412244,0.06929688967365007
3.4906585039886586,-2.0943951023931957,0.5,3.4906585039886586,0.39269908169872414,-2.0943951023931957,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.1466446937398317,2.7165976690463816,0.0539810128716296,0.058657877495932674
3.4906585039886586,-0.6981317007977319,0.5,3.4906585039886586,0.39269908169872414,-0.6981317007977319,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.1334801460735662,2.7145810723730337,0.04917154526421289,0.05339205842942648
3.4906585039886586,0.6981317007977319,0.5,3.4906585039886586,0.39269908169872414,0.6981317007977319,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.13348014607356906,2.714581067541594,0.049171545351729976,0.053392058429427625
3.4906585039886586,2.094395102393195,0.5,3.4906585039886586,0.39269908169872414,2.094395102393195,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.1466446937399436,2.7165976009091763,0.05398101422561271,0.05865787749597744
3.4906585039886586,3.4906585039886586,0.5,3.4906585039886586,0.39269908169872414,3.4906585039886586,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.17324222418441007,2.6445142903495396,0.06551003517606695,0.06929688967376403
3.4906585039886586,4.886921905584122,0.5,3.4906585039886586,0.39269908169872414,4.886921905584122,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.21354086301842626,2.663533292963718,0.08017202697730089,0.0854163452073705
3.4906585039886586,6.283185307179586,0.5,3.4906585039886586,0.39269908169872414,6.283185307179586,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.2406807011952452,2.594720882286342,0.09275783874802328,0.09627228047809808
4.886921905584122,-6.283185307179586,0.5,4.886921905584122,0.39269908169872414,-6.283185307179586,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.2406807011952068,2.594721092805052,0.09275783122224372,0.09627228047808271
4.886921905584122,-4.886921905584122,0.5,4.886921905584122,0.39269908169872414,-4.886921905584122,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.2135408630174855,2.663534995106601,0.08017197574268743,0.0854163452069942
4.886921905584122,-3.490658503988659,0.5,4.886921905584122,0.39269908169872414,-3.490658503988659,0.02,"[0.0, 0.0, 0.0, 0.0]",5.0,0,The solver successfully reached the end of the integration interval.,False,[],5.0,0.17324222418343105,2.644516119595493,0.06550998986155936,0.06929688967337241
