configuration,test_type,parameter,omega0,theta0,phi0,rho0,A0,xp0,r_max,status,status_message,terminated_early,horizon_event_radii,r_final,final_mass,mass_half_radius,compactness,final_2m_over_r
scalar_anchor,amplitude_sensitivity,0.01,0.5,0.0,0.0,0.0,0.01,"[0.0, 0.0, 0.0, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.027643479141357258,17.83518391468143,0.0015499407953176144,0.0027643479141357258
scalar_anchor,amplitude_sensitivity,0.02,0.5,0.0,0.0,0.0,0.02,"[0.0, 0.0, 0.0, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.1081453845055517,15.821130281147463,0.006835503063546494,0.01081453845055517
scalar_anchor,amplitude_sensitivity,0.04,0.5,0.0,0.0,0.0,0.04,"[0.0, 0.0, 0.0, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.43000782356100903,15.574933774897946,0.027608966418467266,0.0430007823561009
phi_sheet_anchor,amplitude_sensitivity,0.01,0.5,0.0,0.7853981633974483,0.0,0.01,"[0.0, 0.0, 0.01, 0.0]",20.0,1,A termination event occurred.,True,[3.384911316718863],3.384911316718863,1.6247574320250544,2.7187127376542444,0.5976201198170444,0.9600000000000001
phi_sheet_anchor,amplitude_sensitivity,0.02,0.5,0.0,0.7853981633974483,0.0,0.02,"[0.0, 0.0, 0.01, 0.0]",20.0,1,A termination event occurred.,True,[3.3842251993597814],3.3842251993597814,1.624428095692695,2.906202013336613,0.5589522298306056,0.96
phi_sheet_anchor,amplitude_sensitivity,0.04,0.5,0.0,0.7853981633974483,0.0,0.04,"[0.0, 0.0, 0.01, 0.0]",20.0,1,A termination event occurred.,True,[3.381468920479311],3.381468920479311,1.623105081830069,2.7803094479911823,0.5837857663659662,0.9599999999999999
phi_offsheet_anchor,amplitude_sensitivity,0.01,0.5,0.0,0.6853981633974483,0.0,0.01,"[0.0, 0.0, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,3.298437414992291,7.871738775113088,0.41902272283481673,0.3298437414992291
phi_offsheet_anchor,amplitude_sensitivity,0.02,0.5,0.0,0.6853981633974483,0.0,0.02,"[0.0, 0.0, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,3.546781283731745,8.389567268493296,0.4227609327422105,0.3546781283731745
phi_offsheet_anchor,amplitude_sensitivity,0.04,0.5,0.0,0.6853981633974483,0.0,0.04,"[0.0, 0.0, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,4.411386960981549,10.011506844527972,0.44063166808827564,0.44113869609815487
