phi,rho,creation_prob,chi
-2.14951076298249,-2.14951076298249,1.9932412193946452,0.0
-2.14951076298249,-1.8188167994467224,1.9932412193946452,0.0
-2.14951076298249,-1.4881228359109546,1.9932412193946452,0.0
-2.14951076298249,-1.157428872375187,1.9932412193946452,0.0
-2.14951076298249,-0.8267349088394194,1.9932412193946452,0.0
-2.14951076298249,-0.4960409453036516,1.9932412193946452,0.0
-2.14951076298249,-0.16534698176788387,1.9932412193946452,0.0
-2.14951076298249,0.16534698176788387,1.9932412193946452,0.0
-2.14951076298249,0.4960409453036516,1.9932412193946452,0.0
-2.14951076298249,0.8267349088394189,1.9932412193946452,0.0
-2.14951076298249,1.1574288723751867,1.9932412193946452,0.0
-2.14951076298249,1.4881228359109544,1.9932412193946452,0.0
-2.14951076298249,1.8188167994467221,1.9932412193946452,0.0
-2.14951076298249,2.14951076298249,1.9932412193946452,0.0
-2.14951076298249,2.4802047265182576,1.9932412193946452,0.0
-2.14951076298249,2.8108986900540254,1.9932412193946452,0.0
-2.14951076298249,3.141592653589793,1.9932412193946452,0.0
-1.8188167994467224,-3.141592653589793,1.0209564051800544,0.0
-1.8188167994467224,-2.8108986900540254,1.0209564051800544,0.0
-1.8188167994467224,-2.4802047265182576,1.0209564051800544,0.0
-1.8188167994467224,-2.14951076298249,1.0209564051800544,0.0
-1.8188167994467224,-1.8188167994467224,1.0209564051800544,0.0
-1.8188167994467224,-1.4881228359109546,1.0209564051800544,0.0
-1.8188167994467224,-1.157428872375187,1.0209564051800544,0.0
-1.8188167994467224,-0.8267349088394194,1.0209564051800544,0.0
-1.8188167994467224,-0.4960409453036516,1.0209564051800544,0.0
-1.8188167994467224,-0.16534698176788387,1.0209564051800544,0.0
-1.8188167994467224,0.16534698176788387,1.0209564051800544,0.0
-1.8188167994467224,0.4960409453036516,1.0209564051800544,0.0
-1.8188167994467224,0.8267349088394189,1.0209564051800544,0.0
-1.8188167994467224,1.1574288723751867,1.0209564051800544,0.0
-1.8188167994467224,1.4881228359109544,1.0209564051800544,0.0
-1.8188167994467224,1.8188167994467221,1.0209564051800544,0.0
-1.8188167994467224,2.14951076298249,1.0209564051800544,0.0
-1.8188167994467224,2.4802047265182576,1.0209564051800544,0.0
-1.8188167994467224,2.8108986900540254,1.0209564051800544,0.0
-1.8188167994467224,3.141592653589793,1.0209564051800544,0.0
-1.4881228359109546,-3.141592653589793,0.9205040688284645,-0.0
-1.4881228359109546,-2.8108986900540254,0.9205040688284645,-0.0
-1.4881228359109546,-2.4802047265182576,0.9205040688284645,-0.0
-1.4881228359109546,-2.14951076298249,0.9205040688284645,-0.0
-1.4881228359109546,-1.8188167994467224,0.9205040688284645,-0.0
-1.4881228359109546,-1.4881228359109546,0.9205040688284645,-0.0
-1.4881228359109546,-1.157428872375187,0.9205040688284645,-0.0
-1.4881228359109546,-0.8267349088394194,0.9205040688284645,-0.0
-1.4881228359109546,-0.4960409453036516,0.9205040688284645,-0.0
-1.4881228359109546,-0.16534698176788387,0.9205040688284645,-0.0
-1.4881228359109546,0.16534698176788387,0.9205040688284645,-0.0
-1.4881228359109546,0.4960409453036516,0.9205040688284645,-0.0
-1.4881228359109546,0.8267349088394189,0.9205040688284645,-0.0
-1.4881228359109546,1.1574288723751867,0.9205040688284645,-0.0
-1.4881228359109546,1.4881228359109544,0.9205040688284645,-0.0
-1.4881228359109546,1.8188167994467221,0.9205040688284645,-0.0
-1.4881228359109546,2.14951076298249,0.9205040688284645,-0.0
-1.4881228359109546,2.4802047265182576,0.9205040688284645,-0.0
-1.4881228359109546,2.8108986900540254,0.9205040688284645,-0.0
-1.4881228359109546,3.141592653589793,0.9205040688284645,-0.0
-1.157428872375187,-3.141592653589793,1.286535068506033,-0.0
-1.157428872375187,-2.8108986900540254,1.286535068506033,-0.0
-1.157428872375187,-2.4802047265182576,1.286535068506033,-0.0
-1.157428872375187,-2.14951076298249,1.286535068506033,-0.0
-1.157428872375187,-1.8188167994467224,1.286535068506033,-0.0
-1.157428872375187,-1.4881228359109546,1.286535068506033,-0.0
-1.157428872375187,-1.157428872375187,1.286535068506033,-0.0
-1.157428872375187,-0.8267349088394194,1.286535068506033,-0.0
-1.157428872375187,-0.4960409453036516,1.286535068506033,-0.0
-1.157428872375187,-0.16534698176788387,1.286535068506033,-0.0
-1.157428872375187,0.16534698176788387,1.286535068506033,-0.0
-1.157428872375187,0.4960409453036516,1.286535068506033,-0.0
-1.157428872375187,0.8267349088394189,1.286535068506033,-0.0
-1.157428872375187,1.1574288723751867,1.286535068506033,-0.0
-1.157428872375187,1.4881228359109544,1.286535068506033,-0.0
-1.157428872375187,1.8188167994467221,1.286535068506033,-0.0
-1.157428872375187,2.14951076298249,1.286535068506033,-0.0
-1.157428872375187,2.4802047265182576,1.286535068506033,-0.0
-1.157428872375187,2.8108986900540254,1.286535068506033,-0.0
-1.157428872375187,3.141592653589793,1.286535068506033,-0.0
-0.8267349088394194,-3.141592653589793,5.477070790307641,-0.0
-0.8267349088394194,-2.8108986900540254,5.477070790307641,-0.0
-0.8267349088394194,-2.4802047265182576,5.477070790307641,-0.0
-0.8267349088394194,-2.14951076298249,5.477070790307641,-0.0
-0.8267349088394194,-1.8188167994467224,5.477070790307641,-0.0
-0.8267349088394194,-1.4881228359109546,5.477070790307641,-0.0
-0.8267349088394194,-1.157428872375187,5.477070790307641,-0.0
-0.8267349088394194,-0.8267349088394194,5.477070790307641,-0.0
-0.8267349088394194,-0.4960409453036516,5.477070790307641,-0.0
-0.8267349088394194,-0.16534698176788387,5.477070790307641,-0.0
-0.8267349088394194,0.16534698176788387,5.477070790307641,-0.0
-0.8267349088394194,0.4960409453036516,5.477070790307641,-0.0
-0.8267349088394194,0.8267349088394189,5.477070790307641,-0.0
-0.8267349088394194,1.1574288723751867,5.477070790307641,-0.0
-0.8267349088394194,1.4881228359109544,5.477070790307641,-0.0
-0.8267349088394194,1.8188167994467221,5.477070790307641,-0.0
-0.8267349088394194,2.14951076298249,5.477070790307641,-0.0
-0.8267349088394194,2.4802047265182576,5.477070790307641,-0.0
-0.8267349088394194,2.8108986900540254,5.477070790307641,-0.0
-0.8267349088394194,3.141592653589793,5.477070790307641,-0.0
-0.4960409453036516,-3.141592653589793,1.5457189072184707,-0.0
-0.4960409453036516,-2.8108986900540254,1.5457189072184707,-0.0
-0.4960409453036516,-2.4802047265182576,1.5457189072184707,-0.0
-0.4960409453036516,-2.14951076298249,1.5457189072184707,-0.0
-0.4960409453036516,-1.8188167994467224,1.5457189072184707,-0.0
-0.4960409453036516,-1.4881228359109546,1.5457189072184707,-0.0
-0.4960409453036516,-1.157428872375187,1.5457189072184707,-0.0
-0.4960409453036516,-0.8267349088394194,1.5457189072184707,-0.0
-0.4960409453036516,-0.4960409453036516,1.5457189072184707,-0.0
-0.4960409453036516,-0.16534698176788387,1.5457189072184707,-0.0
-0.4960409453036516,0.16534698176788387,1.5457189072184707,-0.0
-0.4960409453036516,0.4960409453036516,1.5457189072184707,-0.0
-0.4960409453036516,0.8267349088394189,1.5457189072184707,-0.0
-0.4960409453036516,1.1574288723751867,1.5457189072184707,-0.0
-0.4960409453036516,1.4881228359109544,1.5457189072184707,-0.0
-0.4960409453036516,1.8188167994467221,1.5457189072184707,-0.0
-0.4960409453036516,2.14951076298249,1.5457189072184707,-0.0
-0.4960409453036516,2.4802047265182576,1.5457189072184707,-0.0
-0.4960409453036516,2.8108986900540254,1.5457189072184707,-0.0
-0.4960409453036516,3.141592653589793,1.5457189072184707,-0.0
-0.16534698176788387,-3.141592653589793,0.9561900111475214,-0.0
-0.16534698176788387,-2.8108986900540254,0.9561900111475214,-0.0
-0.16534698176788387,-2.4802047265182576,0.9561900111475214,-0.0
-0.16534698176788387,-2.14951076298249,0.9561900111475214,-0.0
-0.16534698176788387,-1.8188167994467224,0.9561900111475214,-0.0
-0.16534698176788387,-1.4881228359109546,0.9561900111475214,-0.0
-0.16534698176788387,-1.157428872375187,0.9561900111475214,-0.0
-0.16534698176788387,-0.8267349088394194,0.9561900111475214,-0.0
-0.16534698176788387,-0.4960409453036516,0.9561900111475214,-0.0
-0.16534698176788387,-0.16534698176788387,0.9561900111475214,-0.0
-0.16534698176788387,0.16534698176788387,0.9561900111475214,-0.0
-0.16534698176788387,0.4960409453036516,0.9561900111475214,-0.0
-0.16534698176788387,0.8267349088394189,0.9561900111475214,-0.0
-0.16534698176788387,1.1574288723751867,0.9561900111475214,-0.0
-0.16534698176788387,1.4881228359109544,0.9561900111475214,-0.0
-0.16534698176788387,1.8188167994467221,0.9561900111475214,-0.0
-0.16534698176788387,2.14951076298249,0.9561900111475214,-0.0
-0.16534698176788387,2.4802047265182576,0.9561900111475214,-0.0
-0.16534698176788387,2.8108986900540254,0.9561900111475214,-0.0
-0.16534698176788387,3.141592653589793,0.9561900111475214,-0.0
0.16534698176788387,-3.141592653589793,0.9561900111475214,0.0
0.16534698176788387,-2.8108986900540254,0.9561900111475214,0.0
0.16534698176788387,-2.4802047265182576,0.9561900111475214,0.0
0.16534698176788387,-2.14951076298249,0.9561900111475214,0.0
0.16534698176788387,-1.8188167994467224,0.9561900111475214,0.0
0.16534698176788387,-1.4881228359109546,0.9561900111475214,0.0
0.16534698176788387,-1.157428872375187,0.9561900111475214,0.0
0.16534698176788387,-0.8267349088394194,0.9561900111475214,0.0
0.16534698176788387,-0.4960409453036516,0.9561900111475214,0.0
0.16534698176788387,-0.16534698176788387,0.9561900111475214,0.0
0.16534698176788387,0.16534698176788387,0.9561900111475214,0.0
0.16534698176788387,0.4960409453036516,0.9561900111475214,0.0
0.16534698176788387,0.8267349088394189,0.9561900111475214,0.0
0.16534698176788387,1.1574288723751867,0.9561900111475214,0.0
0.16534698176788387,1.4881228359109544,0.9561900111475214,0.0
0.16534698176788387,1.8188167994467221,0.9561900111475214,0.0
0.16534698176788387,2.14951076298249,0.9561900111475214,0.0
0.16534698176788387,2.4802047265182576,0.9561900111475214,0.0
0.16534698176788387,2.8108986900540254,0.9561900111475214,0.0
0.16534698176788387,3.141592653589793,0.9561900111475214,0.0
0.4960409453036516,-3.141592653589793,1.5457189072184707,0.0
0.4960409453036516,-2.8108986900540254,1.5457189072184707,0.0
0.4960409453036516,-2.4802047265182576,1.5457189072184707,0.0
0.4960409453036516,-2.14951076298249,1.5457189072184707,0.0
0.4960409453036516,-1.8188167994467224,1.5457189072184707,0.0
0.4960409453036516,-1.4881228359109546,1.5457189072184707,0.0
0.4960409453036516,-1.157428872375187,1.5457189072184707,0.0
0.4960409453036516,-0.8267349088394194,1.5457189072184707,0.0
0.4960409453036516,-0.4960409453036516,1.5457189072184707,0.0
0.4960409453036516,-0.16534698176788387,1.5457189072184707,0.0
0.4960409453036516,0.16534698176788387,1.5457189072184707,0.0
0.4960409453036516,0.4960409453036516,1.5457189072184707,0.0
0.4960409453036516,0.8267349088394189,1.5457189072184707,0.0
0.4960409453036516,1.1574288723751867,1.5457189072184707,0.0
0.4960409453036516,1.4881228359109544,1.5457189072184707,0.0
0.4960409453036516,1.8188167994467221,1.5457189072184707,0.0
0.4960409453036516,2.14951076298249,1.5457189072184707,0.0
0.4960409453036516,2.4802047265182576,1.5457189072184707,0.0
0.4960409453036516,2.8108986900540254,1.5457189072184707,0.0
0.4960409453036516,3.141592653589793,1.5457189072184707,0.0
0.8267349088394189,-3.141592653589793,5.477070790307668,0.0
0.8267349088394189,-2.8108986900540254,5.477070790307668,0.0
0.8267349088394189,-2.4802047265182576,5.477070790307668,0.0
0.8267349088394189,-2.14951076298249,5.477070790307668,0.0
0.8267349088394189,-1.8188167994467224,5.477070790307668,0.0
0.8267349088394189,-1.4881228359109546,5.477070790307668,0.0
0.8267349088394189,-1.157428872375187,5.477070790307668,0.0
0.8267349088394189,-0.8267349088394194,5.477070790307668,0.0
0.8267349088394189,-0.4960409453036516,5.477070790307668,0.0
0.8267349088394189,-0.16534698176788387,5.477070790307668,0.0
0.8267349088394189,0.16534698176788387,5.477070790307668,0.0
0.8267349088394189,0.4960409453036516,5.477070790307668,0.0
0.8267349088394189,0.8267349088394189,5.477070790307668,0.0
0.8267349088394189,1.1574288723751867,5.477070790307668,0.0
0.8267349088394189,1.4881228359109544,5.477070790307668,0.0
0.8267349088394189,1.8188167994467221,5.477070790307668,0.0
0.8267349088394189,2.14951076298249,5.477070790307668,0.0
0.8267349088394189,2.4802047265182576,5.477070790307668,0.0
0.8267349088394189,2.8108986900540254,5.477070790307668,0.0
0.8267349088394189,3.141592653589793,5.477070790307668,0.0
1.1574288723751867,-3.141592653589793,1.2865350685060342,0.0
1.1574288723751867,-2.8108986900540254,1.2865350685060342,0.0
1.1574288723751867,-2.4802047265182576,1.2865350685060342,0.0
1.1574288723751867,-2.14951076298249,1.2865350685060342,0.0
1.1574288723751867,-1.8188167994467224,1.2865350685060342,0.0
1.1574288723751867,-1.4881228359109546,1.2865350685060342,0.0
1.1574288723751867,-1.157428872375187,1.2865350685060342,0.0
1.1574288723751867,-0.8267349088394194,1.2865350685060342,0.0
1.1574288723751867,-0.4960409453036516,1.2865350685060342,0.0
1.1574288723751867,-0.16534698176788387,1.2865350685060342,0.0
1.1574288723751867,0.16534698176788387,1.2865350685060342,0.0
1.1574288723751867,0.4960409453036516,1.2865350685060342,0.0
1.1574288723751867,0.8267349088394189,1.2865350685060342,0.0
1.1574288723751867,1.1574288723751867,1.2865350685060342,0.0
1.1574288723751867,1.4881228359109544,1.2865350685060342,0.0
1.1574288723751867,1.8188167994467221,1.2865350685060342,0.0
1.1574288723751867,2.14951076298249,1.2865350685060342,0.0
1.1574288723751867,2.4802047265182576,1.2865350685060342,0.0
1.1574288723751867,2.8108986900540254,1.2865350685060342,0.0
1.1574288723751867,3.141592653589793,1.2865350685060342,0.0
1.4881228359109544,-3.141592653589793,0.9205040688284645,0.0
1.4881228359109544,-2.8108986900540254,0.9205040688284645,0.0
1.4881228359109544,-2.4802047265182576,0.9205040688284645,0.0
1.4881228359109544,-2.14951076298249,0.9205040688284645,0.0
1.4881228359109544,-1.8188167994467224,0.9205040688284645,0.0
1.4881228359109544,-1.4881228359109546,0.9205040688284645,0.0
1.4881228359109544,-1.157428872375187,0.9205040688284645,0.0
1.4881228359109544,-0.8267349088394194,0.9205040688284645,0.0
1.4881228359109544,-0.4960409453036516,0.9205040688284645,0.0
1.4881228359109544,-0.16534698176788387,0.9205040688284645,0.0
1.4881228359109544,0.16534698176788387,0.9205040688284645,0.0
1.4881228359109544,0.4960409453036516,0.9205040688284645,0.0
1.4881228359109544,0.8267349088394189,0.9205040688284645,0.0
1.4881228359109544,1.1574288723751867,0.9205040688284645,0.0
1.4881228359109544,1.4881228359109544,0.9205040688284645,0.0
1.4881228359109544,1.8188167994467221,0.9205040688284645,0.0
1.4881228359109544,2.14951076298249,0.9205040688284645,0.0
1.4881228359109544,2.4802047265182576,0.9205040688284645,0.0
1.4881228359109544,2.8108986900540254,0.9205040688284645,0.0
1.4881228359109544,3.141592653589793,0.9205040688284645,0.0
1.8188167994467221,-3.141592653589793,1.0209564051800541,-0.0
1.8188167994467221,-2.8108986900540254,1.0209564051800541,-0.0
1.8188167994467221,-2.4802047265182576,1.0209564051800541,-0.0
1.8188167994467221,-2.14951076298249,1.0209564051800541,-0.0
1.8188167994467221,-1.8188167994467224,1.0209564051800541,-0.0
1.8188167994467221,-1.4881228359109546,1.0209564051800541,-0.0
1.8188167994467221,-1.157428872375187,1.0209564051800541,-0.0
1.8188167994467221,-0.8267349088394194,1.0209564051800541,-0.0
1.8188167994467221,-0.4960409453036516,1.0209564051800541,-0.0
1.8188167994467221,-0.16534698176788387,1.0209564051800541,-0.0
1.8188167994467221,0.16534698176788387,1.0209564051800541,-0.0
1.8188167994467221,0.4960409453036516,1.0209564051800541,-0.0
1.8188167994467221,0.8267349088394189,1.0209564051800541,-0.0
1.8188167994467221,1.1574288723751867,1.0209564051800541,-0.0
1.8188167994467221,1.4881228359109544,1.0209564051800541,-0.0
1.8188167994467221,1.8188167994467221,1.0209564051800541,-0.0
1.8188167994467221,2.14951076298249,1.0209564051800541,-0.0
1.8188167994467221,2.4802047265182576,1.0209564051800541,-0.0
1.8188167994467221,2.8108986900540254,1.0209564051800541,-0.0
1.8188167994467221,3.141592653589793,1.0209564051800541,-0.0
2.14951076298249,-3.141592653589793,1.9932412193946452,-0.0
2.14951076298249,-2.8108986900540254,1.9932412193946452,-0.0
2.14951076298249,-2.4802047265182576,1.9932412193946452,-0.0
2.14951076298249,-2.14951076298249,1.9932412193946452,-0.0
2.14951076298249,-1.8188167994467224,1.9932412193946452,-0.0
2.14951076298249,-1.4881228359109546,1.9932412193946452,-0.0
2.14951076298249,-1.157428872375187,1.9932412193946452,-0.0
2.14951076298249,-0.8267349088394194,1.9932412193946452,-0.0
2.14951076298249,-0.4960409453036516,1.9932412193946452,-0.0
2.14951076298249,-0.16534698176788387,1.9932412193946452,-0.0
2.14951076298249,0.16534698176788387,1.9932412193946452,-0.0
2.14951076298249,0.4960409453036516,1.9932412193946452,-0.0
2.14951076298249,0.8267349088394189,1.9932412193946452,-0.0
2.14951076298249,1.1574288723751867,1.9932412193946452,-0.0
2.14951076298249,1.4881228359109544,1.9932412193946452,-0.0
2.14951076298249,1.8188167994467221,1.9932412193946452,-0.0
2.14951076298249,2.14951076298249,1.9932412193946452,-0.0
2.14951076298249,2.4802047265182576,1.9932412193946452,-0.0
2.14951076298249,2.8108986900540254,1.9932412193946452,-0.0
2.14951076298249,3.141592653589793,1.9932412193946452,-0.0
2.4802047265182576,-3.141592653589793,2.894477589423202,-0.0
2.4802047265182576,-2.8108986900540254,2.894477589423202,-0.0
2.4802047265182576,-2.4802047265182576,2.894477589423202,-0.0
2.4802047265182576,-2.14951076298249,2.894477589423202,-0.0
2.4802047265182576,-1.8188167994467224,2.894477589423202,-0.0
2.4802047265182576,-1.4881228359109546,2.894477589423202,-0.0
2.4802047265182576,-1.157428872375187,2.894477589423202,-0.0
2.4802047265182576,-0.8267349088394194,2.894477589423202,-0.0
2.4802047265182576,-0.4960409453036516,2.894477589423202,-0.0
2.4802047265182576,-0.16534698176788387,2.894477589423202,-0.0
2.4802047265182576,0.16534698176788387,2.894477589423202,-0.0
2.4802047265182576,0.4960409453036516,2.894477589423202,-0.0
2.4802047265182576,0.8267349088394189,2.894477589423202,-0.0
2.4802047265182576,1.1574288723751867,2.894477589423202,-0.0
2.4802047265182576,1.4881228359109544,2.894477589423202,-0.0
2.4802047265182576,1.8188167994467221,2.894477589423202,-0.0
2.4802047265182576,2.14951076298249,2.894477589423202,-0.0
2.4802047265182576,2.4802047265182576,2.894477589423202,-0.0
2.4802047265182576,2.8108986900540254,2.894477589423202,-0.0
2.4802047265182576,3.141592653589793,2.894477589423202,-0.0
2.8108986900540254,-3.141592653589793,1.1246816329163378,-0.0
2.8108986900540254,-2.8108986900540254,1.1246816329163378,-0.0
2.8108986900540254,-2.4802047265182576,1.1246816329163378,-0.0
2.8108986900540254,-2.14951076298249,1.1246816329163378,-0.0
2.8108986900540254,-1.8188167994467224,1.1246816329163378,-0.0
2.8108986900540254,-1.4881228359109546,1.1246816329163378,-0.0
2.8108986900540254,-1.157428872375187,1.1246816329163378,-0.0
2.8108986900540254,-0.8267349088394194,1.1246816329163378,-0.0
2.8108986900540254,-0.4960409453036516,1.1246816329163378,-0.0
2.8108986900540254,-0.16534698176788387,1.1246816329163378,-0.0
2.8108986900540254,0.16534698176788387,1.1246816329163378,-0.0
2.8108986900540254,0.4960409453036516,1.1246816329163378,-0.0
2.8108986900540254,0.8267349088394189,1.1246816329163378,-0.0
2.8108986900540254,1.1574288723751867,1.1246816329163378,-0.0
2.8108986900540254,1.4881228359109544,1.1246816329163378,-0.0
2.8108986900540254,1.8188167994467221,1.1246816329163378,-0.0
2.8108986900540254,2.14951076298249,1.1246816329163378,-0.0
2.8108986900540254,2.4802047265182576,1.1246816329163378,-0.0
2.8108986900540254,2.8108986900540254,1.1246816329163378,-0.0
2.8108986900540254,3.141592653589793,1.1246816329163378,-0.0
3.141592653589793,-3.141592653589793,0.9090909090909091,-0.0
3.141592653589793,-2.8108986900540254,0.9090909090909091,-0.0
3.141592653589793,-2.4802047265182576,0.9090909090909091,-0.0
3.141592653589793,-2.14951076298249,0.9090909090909091,-0.0
3.141592653589793,-1.8188167994467224,0.9090909090909091,-0.0
3.141592653589793,-1.4881228359109546,0.9090909090909091,-0.0
3.141592653589793,-1.157428872375187,0.9090909090909091,-0.0
3.141592653589793,-0.8267349088394194,0.9090909090909091,-0.0
3.141592653589793,-0.4960409453036516,0.9090909090909091,-0.0
3.141592653589793,-0.16534698176788387,0.9090909090909091,-0.0
3.141592653589793,0.16534698176788387,0.9090909090909091,-0.0
3.141592653589793,0.4960409453036516,0.9090909090909091,-0.0
3.141592653589793,0.8267349088394189,0.9090909090909091,-0.0
3.141592653589793,1.1574288723751867,0.9090909090909091,-0.0
3.141592653589793,1.4881228359109544,0.9090909090909091,-0.0
3.141592653589793,1.8188167994467221,0.9090909090909091,-0.0
3.141592653589793,2.14951076298249,0.9090909090909091,-0.0
3.141592653589793,2.4802047265182576,0.9090909090909091,-0.0
3.141592653589793,2.8108986900540254,0.9090909090909091,-0.0
3.141592653589793,3.141592653589793,0.9090909090909091,-0.0
