label,theta,phi,rho,status,chi_left,chi_right,chi_gap,expected_partner_phi,phi_gap,theta_gap,rho_gap,pair_score,released_energy_proxy
exact_enantiomer,1.5707963267948966,0.39269908169872414,0.0,Vacuum,-0.7071067811865477,0.7071067811865476,1.1102230246251565e-16,0.3926990816987242,5.551115123125783e-17,0.0,0.0,1.249000902703301e-16,1.0
parity_partner,1.5707963267948966,-0.39269908169872414,0.0,Residual Dipole,-0.7071067811865477,0.7071067811865476,1.1102230246251565e-16,0.3926990816987242,0.7853981633974483,0.0,0.0,0.19634954084936218,0.8036504591506378
same_handed_copy,1.5707963267948966,1.9634954084936207,0.0,Residual Dipole,-0.7071067811865477,-0.7071067811865477,1.4142135623730954,0.3926990816987242,1.5707963267948966,0.0,0.0,1.8069126440718195,0.0
