pair,run_a,run_b,relation,chi_a,chi_b,same_chirality_sign,e0_a,e0_b,e0_abs_diff
parity_pair,Right-Handed Base,Parity Partner,parity_preserves_chi,0.7071067811865476,0.7071067811865476,True,0.9093699942084978,0.9093699942084978,0.0
chiral_flip_pair,Right-Handed Base,Left-Handed Flip,phi_shift_pi_over_2,0.7071067811865476,-0.7071067811865477,False,0.9093699942084978,0.869622394058611,0.039747600149886875
scalar_vs_right_handed,Scalar Anchor,Right-Handed Base,scalar_vs_chiral,1.0,0.7071067811865476,True,0.9173867490363242,0.9093699942084978,0.008016754827826378
