theta,phi,lambda_phi,lambda_plus,lambda_minus,detJ,gap_active_scale,anisotropy_ratio
3.9269908169872423,3.9269908169872423,2.718281828459045,5.43656365691809,0.0,-1.0863354362978683e-14,5.43656365691809,inf
4.71238898038469,3.9269908169872423,2.718281828459045,5.43656365691809,0.0,-1.0863354362978683e-14,5.43656365691809,inf
5.497787143782137,3.9269908169872423,2.718281828459045,5.43656365691809,0.0,-1.0863354362978683e-14,5.43656365691809,inf
6.283185307179586,3.9269908169872423,2.718281828459045,5.43656365691809,0.0,-1.0863354362978683e-14,5.43656365691809,inf
-6.283185307179586,4.71238898038469,2.718281828459045,2.7182818284590464,2.718281828459044,-7.38905609893065,2.220446049250313e-15,1.0000000000000009
-5.497787143782138,4.71238898038469,2.718281828459045,2.7182818284590464,2.718281828459044,-7.38905609893065,2.220446049250313e-15,1.0000000000000009
-4.71238898038469,4.71238898038469,2.718281828459045,2.7182818284590464,2.718281828459044,-7.38905609893065,2.220446049250313e-15,1.0000000000000009
-3.9269908169872414,4.71238898038469,2.718281828459045,2.7182818284590464,2.718281828459044,-7.38905609893065,2.220446049250313e-15,1.0000000000000009
-3.141592653589793,4.71238898038469,2.718281828459045,2.7182818284590464,2.718281828459044,-7.38905609893065,2.220446049250313e-15,1.0000000000000009
-2.356194490192345,4.71238898038469,2.718281828459045,2.7182818284590464,2.718281828459044,-7.38905609893065,2.220446049250313e-15,1.0000000000000009
