phi,rho,l_plus,l_minus
-6.026728764029399,1.9234240736264034,4.052190432977257,1.3843732239408337
-6.026728764029399,2.1798806167765914,4.052190432977257,1.3843732239408337
-6.026728764029399,2.4363371599267776,4.052190432977257,1.3843732239408337
-6.026728764029399,2.6927937030769655,4.052190432977257,1.3843732239408337
-6.026728764029399,2.9492502462271517,4.052190432977257,1.3843732239408337
-6.026728764029399,3.2057067893773397,4.052190432977257,1.3843732239408337
-6.026728764029399,3.462163332527526,4.052190432977257,1.3843732239408337
-6.026728764029399,3.718619875677714,4.052190432977257,1.3843732239408337
-6.026728764029399,3.9750764188279,4.052190432977257,1.3843732239408337
-6.026728764029399,4.231532961978088,4.052190432977257,1.3843732239408337
-6.026728764029399,4.487989505128276,4.052190432977257,1.3843732239408337
-6.026728764029399,4.744446048278462,4.052190432977257,1.3843732239408337
-6.026728764029399,5.00090259142865,4.052190432977257,1.3843732239408337
-6.026728764029399,5.257359134578836,4.052190432977257,1.3843732239408337
-6.026728764029399,5.513815677729024,4.052190432977257,1.3843732239408337
-6.026728764029399,5.77027222087921,4.052190432977257,1.3843732239408337
-6.026728764029399,6.026728764029398,4.052190432977257,1.3843732239408337
-6.026728764029399,6.283185307179586,4.052190432977257,1.3843732239408337
-5.770272220879212,-6.283185307179586,5.0428008618747375,0.3937627950433531
-5.770272220879212,-6.026728764029399,5.0428008618747375,0.3937627950433531
-5.770272220879212,-5.770272220879212,5.0428008618747375,0.3937627950433531
-5.770272220879212,-5.513815677729025,5.0428008618747375,0.3937627950433531
-5.770272220879212,-5.257359134578838,5.0428008618747375,0.3937627950433531
-5.770272220879212,-5.00090259142865,5.0428008618747375,0.3937627950433531
-5.770272220879212,-4.744446048278463,5.0428008618747375,0.3937627950433531
-5.770272220879212,-4.487989505128276,5.0428008618747375,0.3937627950433531
-5.770272220879212,-4.231532961978089,5.0428008618747375,0.3937627950433531
-5.770272220879212,-3.9750764188279017,5.0428008618747375,0.3937627950433531
-5.770272220879212,-3.7186198756777147,5.0428008618747375,0.3937627950433531
-5.770272220879212,-3.462163332527527,5.0428008618747375,0.3937627950433531
-5.770272220879212,-3.20570678937734,5.0428008618747375,0.3937627950433531
-5.770272220879212,-2.949250246227153,5.0428008618747375,0.3937627950433531
-5.770272220879212,-2.6927937030769655,5.0428008618747375,0.3937627950433531
-5.770272220879212,-2.4363371599267785,5.0428008618747375,0.3937627950433531
-5.770272220879212,-2.1798806167765914,5.0428008618747375,0.3937627950433531
-5.770272220879212,-1.9234240736264043,5.0428008618747375,0.3937627950433531
-5.770272220879212,-1.6669675304762173,5.0428008618747375,0.3937627950433531
-5.770272220879212,-1.4105109873260302,5.0428008618747375,0.3937627950433531
-5.770272220879212,-1.1540544441758431,5.0428008618747375,0.3937627950433531
-5.770272220879212,-0.8975979010256552,5.0428008618747375,0.3937627950433531
-5.770272220879212,-0.6411413578754681,5.0428008618747375,0.3937627950433531
-5.770272220879212,-0.38468481472528104,5.0428008618747375,0.3937627950433531
-5.770272220879212,-0.12822827157509398,5.0428008618747375,0.3937627950433531
-5.770272220879212,0.1282282715750931,5.0428008618747375,0.3937627950433531
-5.770272220879212,0.38468481472528016,5.0428008618747375,0.3937627950433531
-5.770272220879212,0.6411413578754672,5.0428008618747375,0.3937627950433531
-5.770272220879212,0.8975979010256552,5.0428008618747375,0.3937627950433531
-5.770272220879212,1.1540544441758422,5.0428008618747375,0.3937627950433531
-5.770272220879212,1.4105109873260293,5.0428008618747375,0.3937627950433531
-5.770272220879212,1.6669675304762164,5.0428008618747375,0.3937627950433531
-5.770272220879212,1.9234240736264034,5.0428008618747375,0.3937627950433531
-5.770272220879212,2.1798806167765914,5.0428008618747375,0.3937627950433531
-5.770272220879212,2.4363371599267776,5.0428008618747375,0.3937627950433531
-5.770272220879212,2.6927937030769655,5.0428008618747375,0.3937627950433531
-5.770272220879212,2.9492502462271517,5.0428008618747375,0.3937627950433531
-5.770272220879212,3.2057067893773397,5.0428008618747375,0.3937627950433531
-5.770272220879212,3.462163332527526,5.0428008618747375,0.3937627950433531
-5.770272220879212,3.718619875677714,5.0428008618747375,0.3937627950433531
-5.770272220879212,3.9750764188279,5.0428008618747375,0.3937627950433531
-5.770272220879212,4.231532961978088,5.0428008618747375,0.3937627950433531
-5.770272220879212,4.487989505128276,5.0428008618747375,0.3937627950433531
-5.770272220879212,4.744446048278462,5.0428008618747375,0.3937627950433531
-5.770272220879212,5.00090259142865,5.0428008618747375,0.3937627950433531
-5.770272220879212,5.257359134578836,5.0428008618747375,0.3937627950433531
-5.770272220879212,5.513815677729024,5.0428008618747375,0.3937627950433531
-5.770272220879212,5.77027222087921,5.0428008618747375,0.3937627950433531
-5.770272220879212,6.026728764029398,5.0428008618747375,0.3937627950433531
-5.770272220879212,6.283185307179586,5.0428008618747375,0.3937627950433531
-5.513815677729025,-6.283185307179586,5.435167047752663,0.0013966091654267476
-5.513815677729025,-6.026728764029399,5.435167047752663,0.0013966091654267476
-5.513815677729025,-5.770272220879212,5.435167047752663,0.0013966091654267476
-5.513815677729025,-5.513815677729025,5.435167047752663,0.0013966091654267476
-5.513815677729025,-5.257359134578838,5.435167047752663,0.0013966091654267476
-5.513815677729025,-5.00090259142865,5.435167047752663,0.0013966091654267476
-5.513815677729025,-4.744446048278463,5.435167047752663,0.0013966091654267476
-5.513815677729025,-4.487989505128276,5.435167047752663,0.0013966091654267476
-5.513815677729025,-4.231532961978089,5.435167047752663,0.0013966091654267476
-5.513815677729025,-3.9750764188279017,5.435167047752663,0.0013966091654267476
-5.513815677729025,-3.7186198756777147,5.435167047752663,0.0013966091654267476
-5.513815677729025,-3.462163332527527,5.435167047752663,0.0013966091654267476
-5.513815677729025,-3.20570678937734,5.435167047752663,0.0013966091654267476
-5.513815677729025,-2.949250246227153,5.435167047752663,0.0013966091654267476
-5.513815677729025,-2.6927937030769655,5.435167047752663,0.0013966091654267476
-5.513815677729025,-2.4363371599267785,5.435167047752663,0.0013966091654267476
-5.513815677729025,-2.1798806167765914,5.435167047752663,0.0013966091654267476
-5.513815677729025,-1.9234240736264043,5.435167047752663,0.0013966091654267476
-5.513815677729025,-1.6669675304762173,5.435167047752663,0.0013966091654267476
-5.513815677729025,-1.4105109873260302,5.435167047752663,0.0013966091654267476
-5.513815677729025,-1.1540544441758431,5.435167047752663,0.0013966091654267476
-5.513815677729025,-0.8975979010256552,5.435167047752663,0.0013966091654267476
-5.513815677729025,-0.6411413578754681,5.435167047752663,0.0013966091654267476
-5.513815677729025,-0.38468481472528104,5.435167047752663,0.0013966091654267476
-5.513815677729025,-0.12822827157509398,5.435167047752663,0.0013966091654267476
-5.513815677729025,0.1282282715750931,5.435167047752663,0.0013966091654267476
-5.513815677729025,0.38468481472528016,5.435167047752663,0.0013966091654267476
-5.513815677729025,0.6411413578754672,5.435167047752663,0.0013966091654267476
-5.513815677729025,0.8975979010256552,5.435167047752663,0.0013966091654267476
-5.513815677729025,1.1540544441758422,5.435167047752663,0.0013966091654267476
-5.513815677729025,1.4105109873260293,5.435167047752663,0.0013966091654267476
-5.513815677729025,1.6669675304762164,5.435167047752663,0.0013966091654267476
-5.513815677729025,1.9234240736264034,5.435167047752663,0.0013966091654267476
-5.513815677729025,2.1798806167765914,5.435167047752663,0.0013966091654267476
-5.513815677729025,2.4363371599267776,5.435167047752663,0.0013966091654267476
-5.513815677729025,2.6927937030769655,5.435167047752663,0.0013966091654267476
-5.513815677729025,2.9492502462271517,5.435167047752663,0.0013966091654267476
-5.513815677729025,3.2057067893773397,5.435167047752663,0.0013966091654267476
-5.513815677729025,3.462163332527526,5.435167047752663,0.0013966091654267476
-5.513815677729025,3.718619875677714,5.435167047752663,0.0013966091654267476
-5.513815677729025,3.9750764188279,5.435167047752663,0.0013966091654267476
-5.513815677729025,4.231532961978088,5.435167047752663,0.0013966091654267476
-5.513815677729025,4.487989505128276,5.435167047752663,0.0013966091654267476
-5.513815677729025,4.744446048278462,5.435167047752663,0.0013966091654267476
-5.513815677729025,5.00090259142865,5.435167047752663,0.0013966091654267476
-5.513815677729025,5.257359134578836,5.435167047752663,0.0013966091654267476
-5.513815677729025,5.513815677729024,5.435167047752663,0.0013966091654267476
-5.513815677729025,5.77027222087921,5.435167047752663,0.0013966091654267476
-5.513815677729025,6.026728764029398,5.435167047752663,0.0013966091654267476
-5.513815677729025,6.283185307179586,5.435167047752663,0.0013966091654267476
-5.257359134578838,-6.283185307179586,5.1283086120971655,0.30825504482092464
-5.257359134578838,-6.026728764029399,5.1283086120971655,0.30825504482092464
-5.257359134578838,-5.770272220879212,5.1283086120971655,0.30825504482092464
-5.257359134578838,-5.513815677729025,5.1283086120971655,0.30825504482092464
-5.257359134578838,-5.257359134578838,5.1283086120971655,0.30825504482092464
-5.257359134578838,-5.00090259142865,5.1283086120971655,0.30825504482092464
