theta,rho,detJ,rankJ
-4.71238898038469,0.0,0.0,3
-4.71238898038469,0.39269908169872414,0.0,3
-4.71238898038469,0.7853981633974483,0.0,3
-4.71238898038469,1.1780972450961724,0.0,3
-4.71238898038469,1.5707963267948966,0.0,3
-4.71238898038469,1.9634954084936207,0.0,3
-4.71238898038469,2.356194490192345,0.0,3
-4.71238898038469,2.748893571891069,0.0,3
-4.71238898038469,3.141592653589793,0.0,3
-4.71238898038469,3.5342917352885173,0.0,3
-4.71238898038469,3.9269908169872414,0.0,3
-4.71238898038469,4.319689898685965,0.0,3
-4.71238898038469,4.71238898038469,0.0,3
-4.71238898038469,5.105088062083414,0.0,3
-4.71238898038469,5.497787143782138,0.0,3
-4.71238898038469,5.890486225480862,0.0,3
-4.71238898038469,6.283185307179586,0.0,3
-4.319689898685965,-6.283185307179586,0.0,3
-4.319689898685965,-5.890486225480862,0.0,3
-4.319689898685965,-5.497787143782138,0.0,3
-4.319689898685965,-5.105088062083414,0.0,3
-4.319689898685965,-4.71238898038469,0.0,3
-4.319689898685965,-4.319689898685965,0.0,3
-4.319689898685965,-3.9269908169872414,0.0,3
-4.319689898685965,-3.5342917352885173,0.0,3
-4.319689898685965,-3.141592653589793,0.0,3
-4.319689898685965,-2.748893571891069,0.0,3
-4.319689898685965,-2.356194490192345,0.0,3
-4.319689898685965,-1.9634954084936207,0.0,3
-4.319689898685965,-1.5707963267948966,0.0,3
-4.319689898685965,-1.1780972450961724,0.0,3
-4.319689898685965,-0.7853981633974483,0.0,3
-4.319689898685965,-0.39269908169872414,0.0,3
-4.319689898685965,0.0,0.0,3
-4.319689898685965,0.39269908169872414,0.0,3
-4.319689898685965,0.7853981633974483,0.0,3
-4.319689898685965,1.1780972450961724,0.0,3
-4.319689898685965,1.5707963267948966,0.0,3
-4.319689898685965,1.9634954084936207,0.0,3
-4.319689898685965,2.356194490192345,0.0,3
-4.319689898685965,2.748893571891069,0.0,3
-4.319689898685965,3.141592653589793,0.0,3
-4.319689898685965,3.5342917352885173,0.0,3
-4.319689898685965,3.9269908169872414,0.0,3
-4.319689898685965,4.319689898685965,0.0,3
-4.319689898685965,4.71238898038469,0.0,3
-4.319689898685965,5.105088062083414,0.0,3
-4.319689898685965,5.497787143782138,0.0,3
-4.319689898685965,5.890486225480862,0.0,3
-4.319689898685965,6.283185307179586,0.0,3
-3.9269908169872414,-6.283185307179586,0.0,3
-3.9269908169872414,-5.890486225480862,0.0,3
-3.9269908169872414,-5.497787143782138,0.0,3
-3.9269908169872414,-5.105088062083414,0.0,3
-3.9269908169872414,-4.71238898038469,0.0,3
-3.9269908169872414,-4.319689898685965,0.0,3
-3.9269908169872414,-3.9269908169872414,0.0,3
-3.9269908169872414,-3.5342917352885173,0.0,3
-3.9269908169872414,-3.141592653589793,0.0,3
-3.9269908169872414,-2.748893571891069,0.0,3
-3.9269908169872414,-2.356194490192345,0.0,3
-3.9269908169872414,-1.9634954084936207,0.0,3
-3.9269908169872414,-1.5707963267948966,0.0,3
-3.9269908169872414,-1.1780972450961724,0.0,3
-3.9269908169872414,-0.7853981633974483,0.0,3
-3.9269908169872414,-0.39269908169872414,0.0,3
-3.9269908169872414,0.0,0.0,3
-3.9269908169872414,0.39269908169872414,0.0,3
-3.9269908169872414,0.7853981633974483,0.0,3
-3.9269908169872414,1.1780972450961724,0.0,3
-3.9269908169872414,1.5707963267948966,0.0,3
-3.9269908169872414,1.9634954084936207,0.0,3
-3.9269908169872414,2.356194490192345,0.0,3
-3.9269908169872414,2.748893571891069,0.0,3
-3.9269908169872414,3.141592653589793,0.0,3
-3.9269908169872414,3.5342917352885173,0.0,3
-3.9269908169872414,3.9269908169872414,0.0,3
-3.9269908169872414,4.319689898685965,0.0,3
-3.9269908169872414,4.71238898038469,0.0,3
-3.9269908169872414,5.105088062083414,0.0,3
-3.9269908169872414,5.497787143782138,0.0,3
-3.9269908169872414,5.890486225480862,0.0,3
-3.9269908169872414,6.283185307179586,0.0,3
-3.5342917352885173,-6.283185307179586,0.0,3
-3.5342917352885173,-5.890486225480862,0.0,3
-3.5342917352885173,-5.497787143782138,0.0,3
-3.5342917352885173,-5.105088062083414,0.0,3
-3.5342917352885173,-4.71238898038469,0.0,3
-3.5342917352885173,-4.319689898685965,0.0,3
-3.5342917352885173,-3.9269908169872414,0.0,3
-3.5342917352885173,-3.5342917352885173,0.0,3
-3.5342917352885173,-3.141592653589793,0.0,3
-3.5342917352885173,-2.748893571891069,0.0,3
-3.5342917352885173,-2.356194490192345,0.0,3
-3.5342917352885173,-1.9634954084936207,0.0,3
-3.5342917352885173,-1.5707963267948966,0.0,3
-3.5342917352885173,-1.1780972450961724,0.0,3
-3.5342917352885173,-0.7853981633974483,0.0,3
-3.5342917352885173,-0.39269908169872414,0.0,3
-3.5342917352885173,0.0,0.0,3
-3.5342917352885173,0.39269908169872414,0.0,3
-3.5342917352885173,0.7853981633974483,0.0,3
-3.5342917352885173,1.1780972450961724,0.0,3
-3.5342917352885173,1.5707963267948966,0.0,3
-3.5342917352885173,1.9634954084936207,0.0,3
-3.5342917352885173,2.356194490192345,0.0,3
-3.5342917352885173,2.748893571891069,0.0,3
-3.5342917352885173,3.141592653589793,0.0,3
-3.5342917352885173,3.5342917352885173,0.0,3
-3.5342917352885173,3.9269908169872414,0.0,3
-3.5342917352885173,4.319689898685965,0.0,3
-3.5342917352885173,4.71238898038469,0.0,3
-3.5342917352885173,5.105088062083414,0.0,3
-3.5342917352885173,5.497787143782138,0.0,3
-3.5342917352885173,5.890486225480862,0.0,3
-3.5342917352885173,6.283185307179586,0.0,3
-3.141592653589793,-6.283185307179586,0.0,3
-3.141592653589793,-5.890486225480862,0.0,3
-3.141592653589793,-5.497787143782138,0.0,3
-3.141592653589793,-5.105088062083414,0.0,3
-3.141592653589793,-4.71238898038469,0.0,3
-3.141592653589793,-4.319689898685965,0.0,3
-3.141592653589793,-3.9269908169872414,0.0,3
-3.141592653589793,-3.5342917352885173,0.0,3
-3.141592653589793,-3.141592653589793,0.0,3
-3.141592653589793,-2.748893571891069,0.0,3
-3.141592653589793,-2.356194490192345,0.0,3
-3.141592653589793,-1.9634954084936207,0.0,3
-3.141592653589793,-1.5707963267948966,0.0,3
-3.141592653589793,-1.1780972450961724,0.0,3
-3.141592653589793,-0.7853981633974483,0.0,3
-3.141592653589793,-0.39269908169872414,0.0,3
-3.141592653589793,0.0,0.0,3
-3.141592653589793,0.39269908169872414,0.0,3
-3.141592653589793,0.7853981633974483,0.0,3
-3.141592653589793,1.1780972450961724,0.0,3
-3.141592653589793,1.5707963267948966,0.0,3
-3.141592653589793,1.9634954084936207,0.0,3
-3.141592653589793,2.356194490192345,0.0,3
-3.141592653589793,2.748893571891069,0.0,3
-3.141592653589793,3.141592653589793,0.0,3
-3.141592653589793,3.5342917352885173,0.0,3
-3.141592653589793,3.9269908169872414,0.0,3
-3.141592653589793,4.319689898685965,0.0,3
-3.141592653589793,4.71238898038469,0.0,3
-3.141592653589793,5.105088062083414,0.0,3
-3.141592653589793,5.497787143782138,0.0,3
-3.141592653589793,5.890486225480862,0.0,3
-3.141592653589793,6.283185307179586,0.0,3
-2.748893571891069,-6.283185307179586,0.0,3
-2.748893571891069,-5.890486225480862,0.0,3
-2.748893571891069,-5.497787143782138,0.0,3
-2.748893571891069,-5.105088062083414,0.0,3
-2.748893571891069,-4.71238898038469,0.0,3
-2.748893571891069,-4.319689898685965,0.0,3
-2.748893571891069,-3.9269908169872414,0.0,3
-2.748893571891069,-3.5342917352885173,0.0,3
-2.748893571891069,-3.141592653589793,0.0,3
-2.748893571891069,-2.748893571891069,0.0,3
-2.748893571891069,-2.356194490192345,0.0,3
-2.748893571891069,-1.9634954084936207,0.0,3
-2.748893571891069,-1.5707963267948966,0.0,3
-2.748893571891069,-1.1780972450961724,0.0,3
-2.748893571891069,-0.7853981633974483,0.0,3
-2.748893571891069,-0.39269908169872414,0.0,3
-2.748893571891069,0.0,0.0,3
-2.748893571891069,0.39269908169872414,0.0,3
-2.748893571891069,0.7853981633974483,0.0,3
-2.748893571891069,1.1780972450961724,0.0,3
-2.748893571891069,1.5707963267948966,0.0,3
-2.748893571891069,1.9634954084936207,0.0,3
-2.748893571891069,2.356194490192345,0.0,3
-2.748893571891069,2.748893571891069,0.0,3
-2.748893571891069,3.141592653589793,0.0,3
-2.748893571891069,3.5342917352885173,0.0,3
-2.748893571891069,3.9269908169872414,0.0,3
-2.748893571891069,4.319689898685965,0.0,3
-2.748893571891069,4.71238898038469,0.0,3
-2.748893571891069,5.105088062083414,0.0,3
-2.748893571891069,5.497787143782138,0.0,3
-2.748893571891069,5.890486225480862,0.0,3
-2.748893571891069,6.283185307179586,0.0,3
-2.356194490192345,-6.283185307179586,0.0,3
-2.356194490192345,-5.890486225480862,0.0,3
-2.356194490192345,-5.497787143782138,0.0,3
-2.356194490192345,-5.105088062083414,0.0,3
-2.356194490192345,-4.71238898038469,0.0,3
-2.356194490192345,-4.319689898685965,0.0,3
-2.356194490192345,-3.9269908169872414,0.0,3
-2.356194490192345,-3.5342917352885173,0.0,3
-2.356194490192345,-3.141592653589793,0.0,3
-2.356194490192345,-2.748893571891069,0.0,3
-2.356194490192345,-2.356194490192345,0.0,3
-2.356194490192345,-1.9634954084936207,0.0,3
-2.356194490192345,-1.5707963267948966,0.0,3
-2.356194490192345,-1.1780972450961724,0.0,3
-2.356194490192345,-0.7853981633974483,0.0,3
-2.356194490192345,-0.39269908169872414,0.0,3
-2.356194490192345,0.0,0.0,3
-2.356194490192345,0.39269908169872414,0.0,3
-2.356194490192345,0.7853981633974483,0.0,3
-2.356194490192345,1.1780972450961724,0.0,3
-2.356194490192345,1.5707963267948966,0.0,3
-2.356194490192345,1.9634954084936207,0.0,3
-2.356194490192345,2.356194490192345,0.0,3
-2.356194490192345,2.748893571891069,0.0,3
-2.356194490192345,3.141592653589793,0.0,3
-2.356194490192345,3.5342917352885173,0.0,3
-2.356194490192345,3.9269908169872414,0.0,3
-2.356194490192345,4.319689898685965,0.0,3
-2.356194490192345,4.71238898038469,0.0,3
-2.356194490192345,5.105088062083414,0.0,3
-2.356194490192345,5.497787143782138,0.0,3
-2.356194490192345,5.890486225480862,0.0,3
-2.356194490192345,6.283185307179586,0.0,3
-1.9634954084936207,-6.283185307179586,0.0,3
-1.9634954084936207,-5.890486225480862,0.0,3
-1.9634954084936207,-5.497787143782138,0.0,3
-1.9634954084936207,-5.105088062083414,0.0,3
-1.9634954084936207,-4.71238898038469,0.0,3
-1.9634954084936207,-4.319689898685965,0.0,3
-1.9634954084936207,-3.9269908169872414,0.0,3
-1.9634954084936207,-3.5342917352885173,0.0,3
-1.9634954084936207,-3.141592653589793,0.0,3
-1.9634954084936207,-2.748893571891069,0.0,3
-1.9634954084936207,-2.356194490192345,0.0,3
-1.9634954084936207,-1.9634954084936207,0.0,3
-1.9634954084936207,-1.5707963267948966,0.0,3
-1.9634954084936207,-1.1780972450961724,0.0,3
-1.9634954084936207,-0.7853981633974483,0.0,3
-1.9634954084936207,-0.39269908169872414,0.0,3
-1.9634954084936207,0.0,0.0,3
-1.9634954084936207,0.39269908169872414,0.0,3
-1.9634954084936207,0.7853981633974483,0.0,3
-1.9634954084936207,1.1780972450961724,0.0,3
-1.9634954084936207,1.5707963267948966,0.0,3
-1.9634954084936207,1.9634954084936207,0.0,3
-1.9634954084936207,2.356194490192345,0.0,3
-1.9634954084936207,2.748893571891069,0.0,3
-1.9634954084936207,3.141592653589793,0.0,3
-1.9634954084936207,3.5342917352885173,0.0,3
-1.9634954084936207,3.9269908169872414,0.0,3
-1.9634954084936207,4.319689898685965,0.0,3
-1.9634954084936207,4.71238898038469,0.0,3
-1.9634954084936207,5.105088062083414,0.0,3
-1.9634954084936207,5.497787143782138,0.0,3
-1.9634954084936207,5.890486225480862,0.0,3
-1.9634954084936207,6.283185307179586,0.0,3
-1.5707963267948966,-6.283185307179586,0.0,3
-1.5707963267948966,-5.890486225480862,0.0,3
-1.5707963267948966,-5.497787143782138,0.0,3
-1.5707963267948966,-5.105088062083414,0.0,3
-1.5707963267948966,-4.71238898038469,0.0,3
-1.5707963267948966,-4.319689898685965,0.0,3
-1.5707963267948966,-3.9269908169872414,0.0,3
-1.5707963267948966,-3.5342917352885173,0.0,3
-1.5707963267948966,-3.141592653589793,0.0,3
-1.5707963267948966,-2.748893571891069,0.0,3
-1.5707963267948966,-2.356194490192345,0.0,3
-1.5707963267948966,-1.9634954084936207,0.0,3
-1.5707963267948966,-1.5707963267948966,0.0,3
-1.5707963267948966,-1.1780972450961724,0.0,3
-1.5707963267948966,-0.7853981633974483,0.0,3
-1.5707963267948966,-0.39269908169872414,0.0,3
-1.5707963267948966,0.0,0.0,3
-1.5707963267948966,0.39269908169872414,0.0,3
-1.5707963267948966,0.7853981633974483,0.0,3
-1.5707963267948966,1.1780972450961724,0.0,3
-1.5707963267948966,1.5707963267948966,0.0,3
-1.5707963267948966,1.9634954084936207,0.0,3
-1.5707963267948966,2.356194490192345,0.0,3
-1.5707963267948966,2.748893571891069,0.0,3
-1.5707963267948966,3.141592653589793,0.0,3
-1.5707963267948966,3.5342917352885173,0.0,3
-1.5707963267948966,3.9269908169872414,0.0,3
-1.5707963267948966,4.319689898685965,0.0,3
-1.5707963267948966,4.71238898038469,0.0,3
-1.5707963267948966,5.105088062083414,0.0,3
-1.5707963267948966,5.497787143782138,0.0,3
-1.5707963267948966,5.890486225480862,0.0,3
-1.5707963267948966,6.283185307179586,0.0,3
-1.1780972450961724,-6.283185307179586,0.0,3
-1.1780972450961724,-5.890486225480862,0.0,3
-1.1780972450961724,-5.497787143782138,0.0,3
-1.1780972450961724,-5.105088062083414,0.0,3
-1.1780972450961724,-4.71238898038469,0.0,3
-1.1780972450961724,-4.319689898685965,0.0,3
-1.1780972450961724,-3.9269908169872414,0.0,3
-1.1780972450961724,-3.5342917352885173,0.0,3
-1.1780972450961724,-3.141592653589793,0.0,3
-1.1780972450961724,-2.748893571891069,0.0,3
-1.1780972450961724,-2.356194490192345,0.0,3
-1.1780972450961724,-1.9634954084936207,0.0,3
-1.1780972450961724,-1.5707963267948966,0.0,3
-1.1780972450961724,-1.1780972450961724,0.0,3
-1.1780972450961724,-0.7853981633974483,0.0,3
-1.1780972450961724,-0.39269908169872414,0.0,3
-1.1780972450961724,0.0,0.0,3
-1.1780972450961724,0.39269908169872414,0.0,3
-1.1780972450961724,0.7853981633974483,0.0,3
-1.1780972450961724,1.1780972450961724,0.0,3
-1.1780972450961724,1.5707963267948966,0.0,3
-1.1780972450961724,1.9634954084936207,0.0,3
-1.1780972450961724,2.356194490192345,0.0,3
-1.1780972450961724,2.748893571891069,0.0,3
-1.1780972450961724,3.141592653589793,0.0,3
-1.1780972450961724,3.5342917352885173,0.0,3
-1.1780972450961724,3.9269908169872414,0.0,3
-1.1780972450961724,4.319689898685965,0.0,3
-1.1780972450961724,4.71238898038469,0.0,3
-1.1780972450961724,5.105088062083414,0.0,3
-1.1780972450961724,5.497787143782138,0.0,3
-1.1780972450961724,5.890486225480862,0.0,3
-1.1780972450961724,6.283185307179586,0.0,3
-0.7853981633974483,-6.283185307179586,0.0,3
-0.7853981633974483,-5.890486225480862,0.0,3
-0.7853981633974483,-5.497787143782138,0.0,3
-0.7853981633974483,-5.105088062083414,0.0,3
-0.7853981633974483,-4.71238898038469,0.0,3
-0.7853981633974483,-4.319689898685965,0.0,3
-0.7853981633974483,-3.9269908169872414,0.0,3
-0.7853981633974483,-3.5342917352885173,0.0,3
-0.7853981633974483,-3.141592653589793,0.0,3
-0.7853981633974483,-2.748893571891069,0.0,3
-0.7853981633974483,-2.356194490192345,0.0,3
-0.7853981633974483,-1.9634954084936207,0.0,3
-0.7853981633974483,-1.5707963267948966,0.0,3
-0.7853981633974483,-1.1780972450961724,0.0,3
-0.7853981633974483,-0.7853981633974483,0.0,3
-0.7853981633974483,-0.39269908169872414,0.0,3
-0.7853981633974483,0.0,0.0,3
-0.7853981633974483,0.39269908169872414,0.0,3
-0.7853981633974483,0.7853981633974483,0.0,3
-0.7853981633974483,1.1780972450961724,0.0,3
-0.7853981633974483,1.5707963267948966,0.0,3
-0.7853981633974483,1.9634954084936207,0.0,3
-0.7853981633974483,2.356194490192345,0.0,3
-0.7853981633974483,2.748893571891069,0.0,3
-0.7853981633974483,3.141592653589793,0.0,3
-0.7853981633974483,3.5342917352885173,0.0,3
-0.7853981633974483,3.9269908169872414,0.0,3
-0.7853981633974483,4.319689898685965,0.0,3
-0.7853981633974483,4.71238898038469,0.0,3
-0.7853981633974483,5.105088062083414,0.0,3
-0.7853981633974483,5.497787143782138,0.0,3
-0.7853981633974483,5.890486225480862,0.0,3
-0.7853981633974483,6.283185307179586,0.0,3
-0.39269908169872414,-6.283185307179586,0.0,3
-0.39269908169872414,-5.890486225480862,0.0,3
-0.39269908169872414,-5.497787143782138,0.0,3
-0.39269908169872414,-5.105088062083414,0.0,3
-0.39269908169872414,-4.71238898038469,0.0,3
-0.39269908169872414,-4.319689898685965,0.0,3
-0.39269908169872414,-3.9269908169872414,0.0,3
-0.39269908169872414,-3.5342917352885173,0.0,3
-0.39269908169872414,-3.141592653589793,0.0,3
-0.39269908169872414,-2.748893571891069,0.0,3
-0.39269908169872414,-2.356194490192345,0.0,3
-0.39269908169872414,-1.9634954084936207,0.0,3
-0.39269908169872414,-1.5707963267948966,0.0,3
-0.39269908169872414,-1.1780972450961724,0.0,3
-0.39269908169872414,-0.7853981633974483,0.0,3
-0.39269908169872414,-0.39269908169872414,0.0,3
-0.39269908169872414,0.0,0.0,3
-0.39269908169872414,0.39269908169872414,0.0,3
-0.39269908169872414,0.7853981633974483,0.0,3
-0.39269908169872414,1.1780972450961724,0.0,3
-0.39269908169872414,1.5707963267948966,0.0,3
-0.39269908169872414,1.9634954084936207,0.0,3
-0.39269908169872414,2.356194490192345,0.0,3
-0.39269908169872414,2.748893571891069,0.0,3
-0.39269908169872414,3.141592653589793,0.0,3
-0.39269908169872414,3.5342917352885173,0.0,3
-0.39269908169872414,3.9269908169872414,0.0,3
-0.39269908169872414,4.319689898685965,0.0,3
-0.39269908169872414,4.71238898038469,0.0,3
-0.39269908169872414,5.105088062083414,0.0,3
-0.39269908169872414,5.497787143782138,0.0,3
-0.39269908169872414,5.890486225480862,0.0,3
-0.39269908169872414,6.283185307179586,0.0,3
0.0,-6.283185307179586,0.0,3
0.0,-5.890486225480862,0.0,3
0.0,-5.497787143782138,0.0,3
0.0,-5.105088062083414,0.0,3
0.0,-4.71238898038469,0.0,3
0.0,-4.319689898685965,0.0,3
0.0,-3.9269908169872414,0.0,3
0.0,-3.5342917352885173,0.0,3
0.0,-3.141592653589793,0.0,3
0.0,-2.748893571891069,0.0,3
0.0,-2.356194490192345,0.0,3
0.0,-1.9634954084936207,0.0,3
0.0,-1.5707963267948966,0.0,3
0.0,-1.1780972450961724,0.0,3
0.0,-0.7853981633974483,0.0,3
0.0,-0.39269908169872414,0.0,3
0.0,0.0,0.0,3
0.0,0.39269908169872414,0.0,3
0.0,0.7853981633974483,0.0,3
0.0,1.1780972450961724,0.0,3
0.0,1.5707963267948966,0.0,3
0.0,1.9634954084936207,0.0,3
0.0,2.356194490192345,0.0,3
0.0,2.748893571891069,0.0,3
0.0,3.141592653589793,0.0,3
0.0,3.5342917352885173,0.0,3
0.0,3.9269908169872414,0.0,3
0.0,4.319689898685965,0.0,3
0.0,4.71238898038469,0.0,3
0.0,5.105088062083414,0.0,3
0.0,5.497787143782138,0.0,3
0.0,5.890486225480862,0.0,3
0.0,6.283185307179586,0.0,3
0.39269908169872414,-6.283185307179586,0.0,3
0.39269908169872414,-5.890486225480862,0.0,3
0.39269908169872414,-5.497787143782138,0.0,3
0.39269908169872414,-5.105088062083414,0.0,3
0.39269908169872414,-4.71238898038469,0.0,3
0.39269908169872414,-4.319689898685965,0.0,3
0.39269908169872414,-3.9269908169872414,0.0,3
0.39269908169872414,-3.5342917352885173,0.0,3
0.39269908169872414,-3.141592653589793,0.0,3
0.39269908169872414,-2.748893571891069,0.0,3
0.39269908169872414,-2.356194490192345,0.0,3
0.39269908169872414,-1.9634954084936207,0.0,3
0.39269908169872414,-1.5707963267948966,0.0,3
0.39269908169872414,-1.1780972450961724,0.0,3
0.39269908169872414,-0.7853981633974483,0.0,3
0.39269908169872414,-0.39269908169872414,0.0,3
0.39269908169872414,0.0,0.0,3
0.39269908169872414,0.39269908169872414,0.0,3
0.39269908169872414,0.7853981633974483,0.0,3
0.39269908169872414,1.1780972450961724,0.0,3
0.39269908169872414,1.5707963267948966,0.0,3
0.39269908169872414,1.9634954084936207,0.0,3
