value,detJ,rankJ,norm_dtheta,norm_dphi,norm_drho,cos_theta_phi,cos_theta_rho,cos_phi_rho
-6.283185307179586,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,1.0,0.0
-6.086835766330224,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.9999999999999998,0.0
-5.890486225480862,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,1.0000000000000002,0.0
-5.6941366846315,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,-9.908969651403412e-17,1.0,0.0
-5.497787143782138,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,-9.908969651403412e-17,1.0,0.0
-5.301437602932776,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.9999999999999998,0.0
-5.105088062083414,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.9999999999999998,0.0
-4.908738521234052,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,2.477242412850853e-17,1.0,0.0
-4.71238898038469,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,1.0,0.0
-4.516039439535327,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,4.954484825701706e-17,0.9999999999999996,0.0
-4.319689898685965,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,-4.954484825701706e-17,1.0,0.0
-4.123340357836604,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,-9.908969651403412e-17,1.0,0.0
-3.9269908169872414,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,-9.908969651403412e-17,1.0,0.0
-3.730641276137879,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.9999999999999998,0.0
-3.5342917352885173,0.0,3,2.1170000166126752,2.1170000166126752,2.1170000166126752,0.0,0.9999999999999996,0.0
-3.3379421944391554,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,1.0,0.0
-3.141592653589793,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,1.0,0.0
-2.945243112740431,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,2.477242412850853e-17,1.0,0.0
-2.748893571891069,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,1.0,0.0
-2.552544031041707,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,1.0,0.0
-2.356194490192345,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,1.0,0.0
-2.1598449493429825,0.0,3,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.9999999999999998,0.0
