value,detJ,rankJ,norm_dtheta,norm_dphi,norm_drho,cos_theta_phi,cos_theta_rho,cos_phi_rho
-1.7671458676442586,20.085536923187664,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
-1.5707963267948966,20.085536923187675,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
-1.3744467859455345,20.085536923187664,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
-1.1780972450961724,20.08553692318767,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
-0.9817477042468103,20.08553692318768,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
-0.7853981633974483,20.085536923187675,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
-0.5890486225480862,20.08553692318767,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
-0.39269908169872414,20.08553692318767,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
-0.19634954084936207,20.085536923187664,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
0.0,20.085536923187675,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
0.19634954084936207,20.085536923187664,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
0.39269908169872414,20.08553692318767,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
0.5890486225480862,20.08553692318767,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
0.7853981633974483,20.085536923187675,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
0.9817477042468103,20.08553692318768,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
1.1780972450961724,20.08553692318767,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
1.3744467859455345,20.085536923187664,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
1.5707963267948966,20.085536923187675,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
1.7671458676442586,20.085536923187664,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
1.9634954084936207,20.085536923187664,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
2.1598449493429825,20.08553692318768,4,2.1170000166126752,2.1170000166126752,2.1170000166126752,0.0,0.0,0.0
2.356194490192345,20.085536923187675,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
2.552544031041707,20.08553692318768,4,2.1170000166126752,2.1170000166126752,2.1170000166126752,0.0,0.0,0.0
2.748893571891069,20.08553692318767,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
2.945243112740431,20.085536923187675,4,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
