theta,phi,rho,norm_dtheta,norm_dphi,norm_drho,cos_theta_phi,cos_theta_rho,cos_phi_rho
-6.283185307179586,-3.5342917352885173,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-4.4004665029199915e-32,-0.7071067811865474,-4.4004665029199915e-32
-6.283185307179586,-3.3379421944391554,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,0.0,-0.38268343236508995,0.0
-6.283185307179586,-3.141592653589793,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-2.801893875192553e-32,2.449293598294707e-16,-2.801893875192553e-32
-6.283185307179586,-2.945243112740431,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-3.3003498771899936e-32,0.3826834323650904,-3.3003498771899936e-32
-6.283185307179586,-2.748893571891069,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,3.3003498771899936e-32,0.7071067811865477,3.3003498771899936e-32
-6.283185307179586,-2.552544031041707,-6.283185307179586,2.1170000166126752,2.1170000166126752,2.1170000166126752,-5.500583128649987e-33,0.9238795325112865,-5.500583128649987e-33
-6.283185307179586,-2.356194490192345,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-6.972611193684197e-32,1.0,-6.972611193684197e-32
-6.283185307179586,-2.1598449493429825,-6.283185307179586,2.1170000166126752,2.1170000166126752,2.1170000166126752,0.0,0.9238795325112863,0.0
-6.283185307179586,-1.9634954084936207,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-1.1001166257299979e-32,0.7071067811865474,-1.1001166257299979e-32
-6.283185307179586,-1.7671458676442586,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,2.2002332514599957e-32,0.38268343236508956,2.2002332514599957e-32
-6.283185307179586,-1.5707963267948966,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,2.999519565323715e-32,-1.2246467991473532e-16,2.999519565323715e-32
-6.283185307179586,-1.3744467859455345,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,2.750291564324995e-32,-0.3826834323650899,2.750291564324995e-32
-6.283185307179586,-1.1780972450961724,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,1.1001166257299979e-32,-0.7071067811865476,1.1001166257299979e-32
-6.283185307179586,-0.9817477042468103,-6.283185307179586,2.117000016612675,2.1170000166126752,2.117000016612675,2.2002332514599955e-32,-0.9238795325112868,2.2002332514599955e-32
-6.283185307179586,-0.7853981633974483,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-6.972611193684197e-32,-1.0,-6.972611193684197e-32
-6.283185307179586,-0.5890486225480862,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-2.750291564324995e-32,-0.9238795325112866,-2.750291564324995e-32
-6.283185307179586,-0.39269908169872414,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,2.2002332514599957e-32,-0.7071067811865475,2.2002332514599957e-32
-6.283185307179586,-0.19634954084936207,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-1.6501749385949968e-32,-0.3826834323650897,-1.6501749385949968e-32
-6.283185307179586,0.0,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,0.0,0.0,0.0
-6.283185307179586,0.19634954084936207,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,1.6501749385949968e-32,0.3826834323650897,1.6501749385949968e-32
-6.283185307179586,0.39269908169872414,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-2.2002332514599957e-32,0.7071067811865475,-2.2002332514599957e-32
-6.283185307179586,0.5890486225480862,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,2.750291564324995e-32,0.9238795325112866,2.750291564324995e-32
-6.283185307179586,0.7853981633974483,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,6.972611193684197e-32,1.0,6.972611193684197e-32
-6.283185307179586,0.9817477042468103,-6.283185307179586,2.1170000166126752,2.117000016612675,2.1170000166126752,-2.2002332514599955e-32,0.9238795325112865,-2.2002332514599955e-32
-6.283185307179586,1.1780972450961724,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-1.1001166257299979e-32,0.7071067811865476,-1.1001166257299979e-32
-6.283185307179586,1.3744467859455345,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-2.750291564324995e-32,0.3826834323650899,-2.750291564324995e-32
-6.283185307179586,1.5707963267948966,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-2.999519565323715e-32,1.2246467991473532e-16,-2.999519565323715e-32
-6.283185307179586,1.7671458676442586,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,-2.2002332514599957e-32,-0.38268343236508956,-2.2002332514599957e-32
-6.283185307179586,1.9634954084936207,-6.283185307179586,2.117000016612675,2.117000016612675,2.117000016612675,1.1001166257299979e-32,-0.7071067811865474,1.1001166257299979e-32
