r,w,theta,phi,rho,w_prime,theta_prime,phi_prime,rho_prime,m,Phi,qnorm,ricci,energy_density,radial_pressure,tangential_pressure,kinetic_density,directional_potential
0.001,-3.562023005428146,1.5707963267948966,-0.7853981633974483,0.7853981633974483,0.0,0.0,0.0,0.0,5.802974800460791e-14,0.0,0.02838135097186515,0.0013927139521105899,1.38535818619656e-05,-1.38535818619656e-05,-1.38535818619656e-05,0.0,9.824454367037907e-06
0.011,-3.5620244067417524,1.5707963267948943,-0.7853983423878673,0.7853981633974504,-6.0222704603534834e-05,-4.175407601039255e-13,-7.692375816532808e-06,4.175407601039255e-13,7.723821321910375e-11,-6.4917020215915395e-09,0.02838131120071973,0.0013927100593418313,1.3853543882135151e-05,-1.3853540913109379e-05,-1.3853543882135151e-05,2.969025814501635e-12,9.824426199367176e-06
0.020999999999999998,-3.5620259238798204,1.5707963267948697,-0.7853985361737277,0.7853981633974749,-0.00022136464151438417,-4.88924248911411e-12,-2.8275172602944662e-05,4.88924248911411e-12,5.374125773330291e-10,-2.502145025606698e-08,0.028381268142384748,0.0013927066976282246,1.385351972908497e-05,-1.3853479613925475e-05,-1.385351972908497e-05,4.011516154900263e-11,9.824395703604504e-06
0.031,-3.562028774497869,1.5707963267947347,-0.7853989002873779,0.78539816339761,-0.0003464835643901005,-2.716069892787902e-11,-4.42569619631293e-05,2.716069892787902e-11,1.728755672435522e-09,-5.518585478908611e-08,0.02838118723834485,0.001392700088820763,1.3853468530689372e-05,-1.3853370253018421e-05,-1.3853468530689372e-05,9.827768191140272e-11,9.824338404008354e-06
0.041,-3.562032834546365,1.5707963267941603,-0.7853994188864378,0.7853981633981845,-0.0004649638837522175,-1.0095150977907546e-10,-5.939108997121509e-05,1.0095150977907546e-10,3.9994347400608306e-09,-9.696184185479903e-08,0.028381072009582203,0.001392690572210831,1.3853393542839376e-05,-1.3853216562690362e-05,-1.3853393542839376e-05,1.7698018354103855e-10,9.82425679448589e-06
0.051000000000000004,-3.5620380675155867,1.5707963267923377,-0.7854000873108411,0.785398163400007,-0.0005814270867877833,-2.907002326443163e-10,-7.426794887276493e-05,2.907002326443163e-10,7.697606849973605e-09,-1.5034469157855228e-07,0.028380923492694495,0.0013926782642505193,1.3853296053295124e-05,-1.3853019313142368e-05,-1.3853296053295124e-05,2.76740236293511e-10,9.824151609465814e-06
0.061000000000000006,-3.5620444604911894,1.570796326787623,-0.7854009039152656,0.7853981634047216,-0.000697077494540083,-7.007598245726625e-10,-8.904145783609327e-05,7.007598245726625e-10,1.3171415753781829e-08,-2.1533251048080264e-07,0.02838074205472299,0.001392663207083686,1.3853176535792665e-05,-1.3852778760017131e-05,-1.3853176535792665e-05,3.9777594731469545e-10,9.824023109235889e-06
0.07100000000000001,-3.5620520078052396,1.5707963267770884,-0.785401867980888,0.7853981634152563,-0.000812338984547664,-1.4851991310477242e-09,-0.00010376585033283147,1.4851991310477242e-09,2.076898864600468e-08,-2.919240237793464e-07,0.028380527857158035,0.0013926454193981066,1.3853035201293104e-05,-1.3852495013994285e-05,-1.3853035201293104e-05,5.401876148528244e-10,9.823871408568126e-06
0.081,-3.562060706588809,1.5707963267559757,-0.7854029791473182,0.785398163436369,-0.0009273916523834761,-2.8575715133101328e-09,-0.00011846422168106745,2.8575715133101328e-09,3.083843291944155e-08,-3.801180680065907e-07,0.028380280982162377,0.0013926249107471076,1.3852872157657506e-05,-1.3852168131605417e-05,-1.3852872157657506e-05,7.040265881652331e-10,9.823696566111034e-06
0.091,-3.562070555238761,1.5707963267170535,-0.7854042372167634,0.7853981634752913,-0.0010423226063176292,-5.100651691900155e-09,-0.00013314778998200488,5.100651691900155e-09,4.372783291984319e-08,-4.799134371756658e-07,0.028380001476085825,0.0013926016865447,1.3852687465848419e-05,-1.3851798145379546e-05,-1.3852687465848419e-05,8.893213235557695e-10,9.823498615203123e-06
0.10099999999999999,-3.5620815527927143,1.5707963266498757,-0.7854056420741924,0.7853981635424692,-0.0011571781891234357,-8.576214213197631e-09,-0.00014782256638886597,8.576214213197631e-09,5.97852467005796e-08,-5.9130882669759e-07,0.028379689367204617,0.0013925757501123787,1.3852481163053464e-05,-1.3851385075911879e-05,-1.3852481163053464e-05,1.0960884392082998e-09,9.823277576430354e-06
0.11099999999999999,-3.562093698641333,1.5707963265399427,-0.7854071936505862,0.7853981636524021,-0.0012719849328863327,-1.3734811048445374e-08,-0.00016249203165601212,1.3734811048445374e-08,7.9358702777462e-08,-7.143028100323705e-07,0.028379344673887013,0.001392547103623523,1.385225327337817e-05,-1.3850928937361858e-05,-1.385225327337817e-05,1.324337909964223e-09,9.82303346340222e-06
0.12099999999999998,-3.562106992383153,1.5707963263677653,-0.7854088919043956,0.7853981638245796,-0.0013867589450402922,-2.112550148343494e-08,-0.00017715833501381797,2.112550148343494e-08,1.0279619688376896e-07,-8.488938279399861e-07,0.02837896740871354,0.0013925157485802809,1.3852003813252801e-05,-1.3850429740207256e-05,-1.3852003813252801e-05,1.5740757200730702e-09,9.822766285661874e-06
0.13099999999999998,-3.562121433745857,1.57079632610783,-0.7854107368114855,0.7853981640845151,-0.001501510488176738,-3.140565160082533e-08,-0.0001918228791461499,3.140565160082533e-08,1.3044568872549548e-07,-9.950801831264601e-07,0.028378557580711273,0.0013924816860719869,1.3851732794365214e-05,-1.3849887492727748e-05,-1.3851732794365214e-05,1.845305312460182e-09,9.82247605025973e-06
0.141,-3.5621370225410405,1.570796325727467,-0.785412728359358,0.785398164464878,-0.001616246373511279,-4.5350700529471306e-08,-0.000206486625907207,4.5350700529471306e-08,1.6265509873682995e-07,-1.1528600374036262e-06,0.02837811519663767,0.0013924449169232943,1.3851440225343597e-05,-1.3849302201850669e-05,-1.3851440225343597e-05,2.1380284257104814e-09,9.822162762653043e-06
0.151,-3.5621537586369447,1.5707963251856223,-0.7854148665436687,0.7853981650067229,-0.0017309712842977756,-6.386392349842692e-08,-0.00022115026536086307,6.386392349842692e-08,1.9977230483585472e-07,-1.322231410103505e-06,0.028377640261754447,0.0013924054417830442,1.3851126112767056e-05,-1.3848673873655275e-05,-1.3851126112767056e-05,2.4522456003991406e-09,9.82182642724353e-06
0.161,-3.5621716419413483,1.5707963244315277,-0.7854171513660422,0.7853981657608174,-0.001845688542941676,-8.798624175687974e-08,-0.0002358143137637939,8.798624175687974e-08,2.4214513918045807e-07,-1.5031921771557873e-06,0.028377132780313126,0.0013923632611795708,1.3850790461795399e-05,-1.3848002513683906e-05,-1.3850790461795399e-05,2.7879564977045416e-09,9.821467047709924e-06
0.171,-3.5621906723904626,1.5707963234032778,-0.785419582832654,0.7853981667890674,-0.001960400573852923,-1.1890598268626106e-07,-0.00025047917268536727,1.1890598268626106e-07,2.901213849244373e-07,-1.695740070533215e-06,0.02837659275587021,0.001392318375556131,1.3850433276573407e-05,-1.3847288127138821e-05,-1.3850433276573407e-05,3.1451601068447123e-09,9.821084627219023e-06
0.18100000000000002,-3.5622108499415077,1.5707963220263057,-0.7854221609532819,0.7853981681660395,-0.00207510919252944,-1.5796869425832502e-07,-0.00026514516593183695,1.5796869425832502e-07,3.4404877297376433e-07,-1.8998726779097563e-06,0.028376020191497885,0.0013922707852941157,1.3850054560496542e-05,-1.384653071900873e-05,-1.3850054560496542e-05,3.5238548842543332e-09,9.820679168561948e-06
0.19100000000000003,-3.5622321745676193,1.5707963202117623,-0.7854248857406557,0.785398169980583,-0.0021898157916183623,-2.066869231708948e-07,-0.0002798125633113279,2.066869231708948e-07,4.0427497874297713e-07,-2.115587442446395e-06,0.028375415089928573,0.001392220490728493,1.3849654316388525e-05,-1.38457302941504e-05,-1.3849654316388525e-05,3.924038849548566e-09,9.820250674242701e-06
0.20100000000000004,-3.562254646254276,1.5707963178547968,-0.7854277572100015,0.7853981723375485,-0.00230452146387355,-2.6675005718297703e-07,-0.0002944815963383772,2.6675005718297703e-07,4.71147618911651e-07,-2.3428816626559044e-06,0.02837477745365632,0.0013921674921581544,1.384923254662125e-05,-1.3844886857340676e-05,-1.384923254662125e-05,4.345709653416991e-09,9.819799146535324e-06
0.21100000000000005,-3.5622782649967446,1.5707963148327397,-0.7854307753787144,0.7853981753596055,-0.0024192270853338905,-3.4003409556162344e-07,-0.00030915246885724116,3.4003409556162344e-07,5.450142481808944e-07,-2.5817524923178665e-06,0.028374107285009345,0.0013921117898528328,1.3848789253195902e-05,-1.3844000413308334e-05,-1.3848789253195902e-05,4.788864626900207e-09,9.81932458751979e-06
0.22100000000000006,-3.562303030798214,1.5707963110031877,-0.7854339402661216,0.7853981791891576,-0.0025339333727777648,-4.2861148594490185e-07,-0.00032382536437924533,4.2861148594490185e-07,6.26222356029805e-07,-2.832196940426422e-06,0.028373404586202935,0.0013920533840576655,1.3848324437797542e-05,-1.3843070966751902e-05,-1.3848324437797542e-05,5.253500818126894e-09,9.818826999103196e-06
0.23100000000000007,-3.5623289436684202,1.5707963062019896,-0.7854372518933056,0.7853981839903558,-0.002648640924159112,-5.347609594122817e-07,-0.0003385004512461015,5.347609594122817e-07,7.151193634718118e-07,-3.094211871159762e-06,0.028372669359378547,0.0013919922749960805,1.3847838101830857e-05,-1.3842098522347206e-05,-1.3847838101830857e-05,5.739615020531365e-09,9.818306383030293e-06
0.24100000000000008,-3.562356003622608,1.5707963002411345,-0.7854407102829727,0.7853981899512109,-0.002763350247551072,-6.609773613783459e-07,-0.0003531778863250107,6.609773613783459e-07,8.120526198108183e-07,-3.367794003864281e-06,0.028371901606633224,0.0013919284628714855,1.3847330246442595e-05,-1.3841083084747375e-05,-1.3847330246442595e-05,6.247203795287464e-09,9.817762740886375e-06
0.25100000000000006,-3.5623842106807437,1.5707962929065413,-0.7854443154593517,0.785398197285804,-0.0028780617821835114,-8.099814885360371e-07,-0.0003678578176936153,8.099814885360371e-07,9.173693993970513e-07,-3.652939913048697e-06,0.02837110133004196,0.00139186194786808,1.3846800872534257e-05,-1.3840024658576945e-05,-1.3846800872534257e-05,6.776263489877129e-09,9.817196074094326e-06
0.26100000000000007,-3.562413564866909,1.5707962839557508,-0.7854480674481169,0.7853982062365946,-0.0029927759139490606,-9.847299555738655e-07,-0.00038254038661809757,9.847299555738655e-07,1.0314168983825142e-06,-3.94964602838496e-06,0.02837026853167492,0.001391792730151004,1.3846249980767625e-05,-1.38389232484213e-05,-1.3846249980767625e-05,7.326790254183421e-09,9.816606383907217e-06
0.2710000000000001,-3.5624440662088266,1.5707962731155167,-0.7854519662763274,0.7853982170768288,-0.0031074929869789785,-1.1884250255253666e-06,-0.0003972257290289466,1.1884250255253666e-06,1.154542231475926e-06,-4.257908634713718e-06,0.02836940321361089,0.0013917208098659932,1.3845677571564977e-05,-1.3837778858812226e-05,-1.3845677571564977e-05,7.898780055152186e-09,9.81599367139738e-06
0.2810000000000001,-3.562475714737489,1.570796260079301,-0.7854560119723798,0.7853982301130445,-0.003222213312386859,-1.4245245343330198e-06,-0.00041191397663462964,1.4245245343330198e-06,1.2870924286970236e-06,-4.57772387205272e-06,0.02836850537794782,0.0013916461871386443,1.3845083645105311e-05,-1.3836591494210082e-05,-1.3845083645105311e-05,8.492228690841143e-09,9.815357937442625e-06
0.2910000000000001,-3.562508510486863,1.5707962445046684,-0.7854602045659702,0.7853982456876772,-0.0033369371749446945,-1.6967517289852459e-06,-0.00042660525777080767,1.6967517289852459e-06,1.429414432130097e-06,-4.909087735606978e-06,0.028367575026811195,0.001391568862073384,1.38444682013176e-05,-1.3835361158982942e-05,-1.38444682013176e-05,9.10713180452571e-09,9.814699182710067e-06
0.3010000000000001,-3.5625424534936543,1.5707962260105828,-0.7854645440880641,0.785398264181763,-0.0034516648382312016,-2.009105177346378e-06,-0.0004412996980540428,2.009105177346378e-06,1.581855092676608e-06,-5.2519960757797295e-06,0.028366612162360753,0.0013914888347522066,1.3843831239871934e-05,-1.3834087857383e-05,-1.3843831239871934e-05,9.743484899438687e-09,9.814017407637993e-06
0.3110000000000001,-3.562577543797115,1.5707962041746042,-0.7854690305708715,0.7853982860177415,-0.0035663965486386565,-2.3658686903523663e-06,-0.0004559974208893235,2.3658686903523663e-06,1.7447611668067495e-06,-5.606444598183455e-06,0.02836561678679594,0.0013914061052332307,1.384317276016912e-05,-1.3832771593520279e-05,-1.384317276016912e-05,1.0401283354662556e-08,9.813312612415989e-06
0.3210000000000001,-3.562613781438889,1.5707961785299875,-0.7854736640478274,0.7853983116623582,-0.0036811325385179648,-2.77162122039126e-06,-0.0004706985478671223,2.77162122039126e-06,1.9184793133097847e-06,-5.97242886365032e-06,0.028364588902360287,0.001391320673549105,1.3842492761329234e-05,-1.3831412371333632e-05,-1.3842492761329234e-05,1.1080522442661443e-08,9.812584796963474e-06
0.3310000000000001,-3.5626511664628833,1.5707961485626807,-0.7854784445535746,0.7853983416296649,-0.0037958730286667968,-3.231246801826168e-06,-0.000485403199076141,3.231246801826168e-06,2.103356090043003e-06,-6.349944288241454e-06,0.02836352851134508,0.0013912325397053204,1.3841791242179709e-05,-1.3830010194559198e-05,-1.3841791242179709e-05,1.1781197348929321e-08,9.81183396090694e-06
0.34100000000000014,-3.562689698915164,1.5707961137082247,-0.7854833721239508,0.7853983764841209,-0.003910618230312376,-3.7499444806564402e-06,-0.000500111493351092,3.7499444806564402e-06,2.2997379506791277e-06,-6.73898614325456e-06,0.0283624356160923,0.001391141703678423,1.3841068201243156e-05,-1.3828565066695968e-05,-1.3841068201243156e-05,1.2503303194231112e-08,9.811060103555833e-06
0.35100000000000015,-3.5627293788438688,1.5707960733485533,-0.7854884467959762,0.7853984168437924,-0.0040253683467022005,-4.333238323252597e-06,-0.0005148235484699764,4.333238323252597e-06,2.5079712414520044e-06,-7.139549555229336e-06,0.02836131021899715,0.0013910481654141897,1.3840323636725524e-05,-1.382707699096862e-05,-1.3840323636725524e-05,1.3246835059929523e-08,9.810263223877322e-06
0.36100000000000015,-3.5627702062991324,1.570796026808693,-0.7854936686078444,0.7853984633836527,-0.004140123574388113,-4.986987341152801e-06,-0.0005295394813117602,4.986987341152801e-06,2.7284021979004e-06,-7.551629505950219e-06,0.028360152322510112,0.001390951924825759,1.3839557546504746e-05,-1.3825545970287249e-05,-1.3839557546504746e-05,1.4011788016906068e-08,9.809443320469932e-06
0.37100000000000016,-3.562812181333027,1.5707959733533636,-0.7854990375989137,0.785398516838982,-0.004254884104268706,-5.7173955264931525e-06,-0.0005442594079827373,5.7173955264931525e-06,2.9613769416097454e-06,-7.975220832445935e-06,0.0283589619291387,0.0013908529817917555,1.3838769928120352e-05,-1.3823972007203895e-05,-1.3838769928120352e-05,1.4798157158621506e-08,9.808600391536124e-06
0.38100000000000017,-3.5628553039995086,1.570795912183479,-0.7855045538097001,0.7853985780088667,-0.004369650122439858,-6.5310218293132075e-06,-0.000558983443917935,6.5310218293132075e-06,3.207241476951658e-06,-8.410318226985335e-06,0.02835773904144894,0.0013907513361544244,1.3837960778764344e-05,-1.3822355103865669e-05,-1.3837960778764344e-05,1.5605937638886847e-08,9.807734434853882e-06
0.3910000000000002,-3.562899574354373,1.570795842432546,-0.785510217281871,0.7853986477597994,-0.004484421810891899,-7.4347902088517785e-06,-0.0005737117039624683,7.4347902088517785e-06,3.4663416878210907e-06,-8.85691623706896e-06,0.028356483662066667,0.0013906469877177955,1.3837130095273726e-05,-1.3820695261964174e-05,-1.3837130095273726e-05,1.643512471496375e-08,9.806845447747334e-06
0.4010000000000002,-3.562944992455219,1.570795763162966,-0.7855160280582394,0.7853987270293794,-0.0045991993480833234,-8.435999703168666e-06,-0.0005884443024366604,8.435999703168666e-06,3.7390233343709626e-06,-9.315009265415735e-06,0.028355195793678567,0.0013905399362458934,1.383627787412496e-05,-1.381899248268086e-05,-1.383627787412496e-05,1.728571379665275e-08,9.805933427056381e-06
0.4110000000000002,-3.562991558361412,1.5707956733622321,-0.7855219861827593,0.7853988168301134,-0.0047139829094144815,-9.542334454234498e-06,-0.0006031813531879147,9.542334454234498e-06,4.025632049744148e-06,-9.784591569944174e-06,0.02835387543903314,0.001390430181461029,1.3835404111430914e-05,-1.381724676662821e-05,-1.3835404111430914e-05,1.8157700502074114e-08,9.804998369105492e-06
0.4210000000000002,-3.56303927213406,1.5707955719390283,-0.7855280917005207,0.7853989182533172,-0.004828772667619731,-1.0761873867133133e-05,-0.0006179229696316939,1.0761873867133133e-05,4.326513336802714e-06,-1.026565726374739e-05,0.028352522600941513,0.0013903177230421716,1.3834508802940491e-05,-1.3815458113786112e-05,-1.3834508802940491e-05,1.9051080720911285e-08,9.8040402696715e-06
0.4310000000000002,-3.5630881338359854,1.5707954577192262,-0.7855343446577462,0.7853990324731194,-0.004943568793092649,-1.2103102689286076e-05,-0.0006326692647834669,1.2103102689286076e-05,4.642012564854331e-06,-1.0758200315061192e-05,0.028351137282278144,0.0013902025606234466,1.3833591944041562e-05,-1.381362652343327e-05,-1.3833591944041562e-05,1.996585068592415e-08,9.80305912395057e-06
