seed_id,omega,theta,phi,rho,regularity_ok,final_mass,mass_half_radius,mass_90_radius,integrated_R
theta_rho_slice_70,0.5,4.71238898038469,-1.5707963267948966,4.71238898038469,True,0.1081724783796303,14.670099999999731,19.000100000000174,0.006919589880281697
theta_rho_slice_71,0.5,4.71238898038469,-1.5707963267948966,6.283185307179586,True,0.1081724783796303,14.670099999999731,19.000100000000174,0.006919589880281697
theta_rho_slice_72,0.5,6.283185307179586,-1.5707963267948966,-6.283185307179586,True,0.1081724783796303,14.670099999999731,19.000100000000174,0.006919589880281697
theta_rho_slice_73,0.5,6.283185307179586,-1.5707963267948966,-4.71238898038469,True,0.1081724783796303,14.670099999999731,19.000100000000174,0.006919589880281697
theta_rho_slice_74,0.5,6.283185307179586,-1.5707963267948966,-3.141592653589793,True,0.1081724783796303,14.670099999999731,19.000100000000174,0.006919589880281697
theta_rho_slice_75,0.5,6.283185307179586,-1.5707963267948966,-1.5707963267948966,True,0.1081724783796303,14.670099999999731,19.000100000000174,0.006919589880281697
theta_rho_slice_76,0.5,6.283185307179586,-1.5707963267948966,0.0,True,0.1081724783796303,14.670099999999731,19.000100000000174,0.006919589880281697
theta_rho_slice_77,0.5,6.283185307179586,-1.5707963267948966,1.5707963267948966,True,0.1081724783796303,14.670099999999731,19.000100000000174,0.006919589880281697
theta_rho_slice_78,0.5,6.283185307179586,-1.5707963267948966,3.141592653589793,True,0.1081724783796303,14.670099999999731,19.000100000000174,0.006919589880281697
theta_rho_slice_79,0.5,6.283185307179586,-1.5707963267948966,4.71238898038469,True,0.1081724783796303,14.670099999999731,19.000100000000174,0.006919589880281697
theta_rho_slice_80,0.5,6.283185307179586,-1.5707963267948966,6.283185307179586,True,0.1081724783796303,14.670099999999731,19.000100000000174,0.006919589880281697
