r,w,theta,phi,rho,w_prime,theta_prime,phi_prime,rho_prime,m,Phi,qnorm,ricci,energy_density,radial_pressure,tangential_pressure,kinetic_density,directional_potential
0.001,-3.487023005428146,2.356194490192345,-1.1780972450961724,1.1780972450961724,0.0,0.0,0.0,0.0,1.9609751318900203e-14,0.0,0.030591808393267573,0.0004706340316536049,4.681483282808673e-06,-4.681483282808673e-06,-4.681483282808673e-06,0.0,0.0
0.011,-3.487023413140124,2.356194490192345,-1.1780972450961724,1.1780972450961724,-1.7521589205401422e-05,0.0,0.0,0.0,2.6100638871428997e-11,-2.1937269016809595e-09,0.030591795920623405,0.0004706336549289971,4.681479607288226e-06,-4.68147931997413e-06,-4.681479607288226e-06,2.8731409690633043e-13,0.0
0.020999999999999998,-3.4870238545501517,2.356194490192345,-1.1780972450961724,1.1780972450961724,-6.440590721289253e-05,0.0,0.0,0.0,1.8160581803105025e-10,-8.45544368789856e-09,0.0305917824171009,0.00047063332959556165,4.681477269820309e-06,-4.681473387771782e-06,-4.681477269820309e-06,3.882048594313376e-12,0.0
0.031,-3.4870246839357826,2.356194490192345,-1.1780972450961724,1.1780972450961724,-0.00010080916694252868,0.0,0.0,0.0,5.841932740645302e-10,-1.8648885641888096e-08,0.030591757044726664,0.0004706326900196587,4.681472314984292e-06,-4.681462804363225e-06,-4.681472314984292e-06,9.510621426108797e-12,0.0
0.041,-3.4870258652036927,2.356194490192345,-1.1780972450961724,1.1780972450961724,-0.00013528080651100635,0.0,0.0,0.0,1.3515204264815827e-09,-3.2766350645304027e-08,0.030591720907687095,0.0004706317690342604,4.681465057856601e-06,-4.6814479309016325e-06,-4.681465057856601e-06,1.7126956097874327e-11,0.0
0.051000000000000004,-3.4870273877301403,2.356194490192345,-1.1780972450961724,1.1780972450961724,-0.00016916543161635858,0.0,0.0,0.0,2.6012437103894716e-09,-5.080637099374839e-08,0.030591674331018396,0.00047063057790596916,4.681455623040401e-06,-4.681428841861383e-06,-4.681455623040401e-06,2.678118175085746e-11,0.0
0.061000000000000006,-3.4870292477562224,2.356194490192345,-1.1780972450961724,1.1780972450961724,-0.0002028134124637218,0.0,0.0,0.0,4.451018271981317e-09,-7.276846841832166e-08,0.030591617429759164,0.00047062912070928976,4.6814440563556525e-06,-4.681405561901982e-06,-4.6814440563556525e-06,3.849445928899748e-11,0.0
0.07100000000000001,-3.487031443631092,2.356194490192345,-1.1780972450961724,1.1780972450961724,-0.00023634804658581438,0.0,0.0,0.0,7.018497655059748e-09,-9.865240853879093e-08,0.030591550254468986,0.0004706273992479414,4.681430378187102e-06,-4.6813781016369e-06,-4.681430378187102e-06,5.227656053609022e-11,0.0
0.081,-3.4870339745179715,2.356194490192345,-1.1780972450961724,1.1780972450961724,-0.00026982170231285344,0.0,0.0,0.0,1.0421333486998833e-08,-1.284580295388706e-07,0.030591472830813798,0.0004706254144408951,4.6814145989374e-06,-4.6813464664228805e-06,-4.6814145989374e-06,6.813253205060183e-11,0.0
0.091,-3.487036839948059,2.356194490192345,-1.1780972450961724,1.1780972450961724,-0.00030325969299495293,0.0,0.0,0.0,1.4777175164626887e-08,-1.621851902258818e-07,0.030591385173212717,0.00047062316680583817,4.681396724466599e-06,-4.681310659277888e-06,-4.681396724466599e-06,8.606521666257456e-11,0.0
