r,a,b,c,d,a_prime,b_prime,c_prime,d_prime,m,Phi,qnorm,ricci,energy_density,radial_pressure,tangential_pressure
0.001,4.0382024536981375e-18,0.03297442541400256,2.0191012268490684e-18,-2.019101226849069e-18,0.0,0.0,0.0,0.0,2.278500507612011e-14,0.0,0.03297442541400256,0.0005468401218268827,5.439519279357664e-06,-5.439519279357664e-06,-5.439519279357664e-06
0.011,4.0382008070757365e-18,0.03297441196831029,2.019100403537868e-18,-2.0191004035378686e-18,-7.076396689379682e-23,-5.778316404620944e-07,-3.538198344689837e-23,3.538198344689841e-23,3.032691132758944e-11,-2.5489399519745373e-09,0.03297441196831029,0.0005468396840158106,5.439515007842749e-06,-5.439514673953345e-06,-5.439515007842749e-06
0.020999999999999998,4.038199024359652e-18,0.03297439741132875,2.0190995121798257e-18,-2.0190995121798265e-18,-2.601152239214828e-22,-2.124001990635873e-06,-1.3005761196074135e-22,1.3005761196074142e-22,2.1101182865263666e-10,-9.824567604159089e-09,0.03297439741132875,0.0005468393059265481,5.439512291293048e-06,-5.439507779908682e-06,-5.439512291293048e-06
0.031,4.038195674732499e-18,0.032974370059547356,2.0190978373662492e-18,-2.01909783736625e-18,-4.0713631253898903e-22,-3.3245202847257933e-06,-2.0356815626949447e-22,2.0356815626949456e-22,6.7878712455639e-10,-2.1668553982650456e-08,0.032974370059547356,0.00054683856263826,5.439506532930292e-06,-5.439495480495652e-06,-5.439506532930292e-06
0.041,4.038190903967986e-18,0.03297433110329877,2.0190954519839925e-18,-2.0190954519839932e-18,-5.463557404624003e-22,-4.461333184741874e-06,-2.731778702312001e-22,2.731778702312002e-22,1.5703615645872706e-09,-3.807194986212029e-08,0.03297433110329877,0.0005468374923079306,5.439498098922032e-06,-5.439478195429771e-06,-5.439498098922032e-06
0.051000000000000004,4.038184754977108e-18,0.03297428089297787,2.0190923774885538e-18,-2.0190923774885545e-18,-6.832038390373875e-22,-5.578782711170768e-06,-3.4160191951869366e-22,3.416019195186938e-22,3.0224427702527954e-09,-5.90330499356496e-08,0.03297428089297787,0.0005468361080290478,5.439487134075502e-06,-5.439456011262652e-06,-5.439487134075502e-06
0.061000000000000006,4.0381772429471495e-18,0.03297421955259822,2.0190886214735744e-18,-2.019088621473575e-18,-8.190955159518459e-22,-6.688422462069324e-06,-4.0954775797592287e-22,4.09547757975923e-22,5.171736865125485e-09,-8.455129855773979e-08,0.03297421955259822,0.0005468344145367942,5.439473691640198e-06,-5.439428956652752e-06,-5.439473691640198e-06
0.07100000000000001,4.0381683745529166e-18,0.03297414713666377,2.019084187276458e-18,-2.0190841872764587e-18,-9.545285992978062e-22,-7.79431751230139e-06,-4.772642996489029e-22,4.772642996489031e-22,8.154948110530589e-09,-1.1462642347686388e-07,0.03297414713666377,0.000546832413927358,5.439457795306158e-06,-5.439397043934631e-06,-5.439457795306158e-06
0.081,4.0381581531827735e-18,0.032974063672842606,2.0190790765913864e-18,-2.019079076591387e-18,-1.0897144550078304e-21,-8.89819379568486e-06,-5.44857227503915e-22,5.448572275039153e-22,1.2108778540581014e-08,-1.4925823676945975e-07,0.032974063672842606,0.0005468301072687166,5.4394394571627636e-06,-5.439360279333611e-06,-5.4394394571627636e-06
0.091,4.038146580740284e-18,0.03297396917667851,2.0190732903701416e-18,-2.0190732903701424e-18,-1.2247551819135544e-21,-1.0000885012448294e-05,-6.123775909567771e-22,6.123775909567774e-22,1.7169927597120284e-08,-1.8844657448928923e-07,0.03297396917667851,0.0005468274951624946,5.439418684020229e-06,-5.439318666356939e-06,-5.439418684020229e-06
0.10099999999999999,4.038133658378677e-18,0.0329738636575883,2.019066829189338e-18,-2.019066829189339e-18,-1.3597049763022518e-21,-1.1102833708861453e-05,-6.798524881511258e-22,6.798524881511261e-22,2.3475091764650525e-08,-2.3219127466532334e-07,0.0329738636575883,0.0005468245779742352,5.4393954800109586e-06,-5.439272207151895e-06,-5.4393954800109586e-06
0.11099999999999999,4.0381193868389245e-18,0.03297374712162249,2.019059693419462e-18,-2.0190596934194626e-18,-1.49459475539905e-21,-1.2204292343226182e-05,-7.472973776995249e-22,7.472973776995252e-22,3.1160964205262406e-08,-2.804921681398641e-07,0.03297374712162249,0.0005468213559396962,5.439369847792955e-06,-5.439220903124984e-06,-5.439369847792955e-06
0.12099999999999998,4.038103766620335e-18,0.03297361957285822,2.019051883310167e-18,-2.019051883310168e-18,-1.6294431866693074e-21,-1.3305413346964926e-05,-8.147215933346535e-22,8.147215933346539e-22,4.0364234393572554e-08,-3.333490743483683e-07,0.03297361957285822,0.0005468178292185754,5.439341789158813e-06,-5.439164755252593e-06,-5.439341789158813e-06
0.13099999999999998,4.038086798073059e-18,0.0329734810141547,2.019043399036529e-18,-2.0190433990365298e-18,-1.7642620694409492e-21,-1.440629306890196e-05,-8.821310347204744e-22,8.821310347204748e-22,5.122158775167088e-08,-3.9076179921480925e-07,0.0329734810141547,0.0005468139979236732,5.439311305366546e-06,-5.439103764248859e-06,-5.439311305366546e-06
0.141,4.038068481451242e-18,0.03297333144758718,2.0190342407256205e-18,-2.0190342407256212e-18,-1.8990591474096627e-21,-1.5506994741111158e-05,-9.495295737048311e-22,9.495295737048315e-22,6.386970528407956e-08,-4.527301340324255e-07,0.03297333144758718,0.0005468098621376625,5.439278397329937e-06,-5.439037930661889e-06,-5.439278397329937e-06
0.151,4.038048816945068e-18,0.032973170874708635,2.0190244084725334e-18,-2.0190244084725342e-18,-2.033839663751471e-21,-1.6607561177373825e-05,-1.0169198318757353e-21,1.0169198318757359e-21,7.84452632127249e-08,-5.192538548360767e-07,0.032973170874708635,0.0005468054219232012,5.439243065733353e-06,-5.438967254931663e-06,-5.439243065733353e-06
0.161,4.0380278047008604e-18,0.032972999296713885,2.01901390235043e-18,-2.0190139023504306e-18,-2.1686072625400744e-21,-1.7708022133809868e-05,-1.084303631270037e-21,1.0843036312700376e-21,9.508493261192333e-08,-5.903327220342691e-07,0.032972999296713885,0.0005468006773292789,5.439205311103827e-06,-5.4388917374263216e-06,-5.439205311103827e-06
0.171,4.0380054448341334e-18,0.032972816714546174,2.0190027224170663e-18,-2.019002722417067e-18,-2.3033645326353976e-21,-1.8808398750064828e-05,-1.1516822663176986e-21,1.1516822663176992e-21,1.1392537904338265e-07,-6.659664801851257e-07,0.032972816714546174,0.0005467956283953397,5.4391651338578834e-06,-5.438811378465708e-06,-5.4391651338578834e-06
0.18100000000000002,4.037981737438314e-18,0.03297262312896839,2.0189908687191567e-18,-2.0189908687191575e-18,-2.4381133473801905e-21,-1.9908706323143125e-05,-1.2190566736900949e-21,1.2190566736900956e-21,1.351032621912196e-07,-7.46154857855523e-07,0.03297262312896839,0.0005467902751540364,5.439122534332844e-06,-5.438726178337085e-06,-5.439122534332844e-06
0.19100000000000003,4.037956682590727e-18,0.032972418540611934,2.018978341295363e-18,-2.0189783412953637e-18,-2.572855083237965e-21,-2.1008956092722296e-05,-1.286427541618982e-21,1.2864275416189828e-21,1.5875523549699497e-07,-8.308975675300395e-07,0.032972418540611934,0.0005467846176331212,5.439077512808293e-06,-5.438636137305913e-06,-5.439077512808293e-06
0.20100000000000004,4.0379302803567914e-18,0.032972202950011006,2.0189651401783953e-18,-2.018965140178396e-18,-2.7075907642796254e-21,-2.2109156420975867e-05,-1.3537953821398123e-21,1.353795382139813e-21,1.8501794579476718e-07,-9.201943055506959e-07,0.032972202950011006,0.000546778655856773,5.439030069521171e-06,-5.43854125562342e-06,-5.439030069521171e-06
0.21100000000000005,4.0379025307930285e-18,0.03297197635762713,2.018951265396514e-18,-2.0189512653965146e-18,-2.842321159926848e-21,-2.3209313590708618e-05,-1.4211605799634236e-21,1.4211605799634244e-21,2.1402803294616566e-07,-1.0140447520762697e-06,0.03297197635762713,0.000546772389846545,5.438980204676542e-06,-5.438441533531995e-06,-5.438980204676542e-06
0.22100000000000006,4.037873433949247e-18,0.03297173876386702,2.018936716974623e-18,-2.018936716974624e-18,-2.9770468524683925e-21,-2.4309432356669103e-05,-1.4885234262341959e-21,1.4885234262341966e-21,2.4592212947548477e-07,-1.1124485710543688e-06,0.03297173876386702,0.0005467658196220579,5.438927918455464e-06,-5.438336971269141e-06,-5.438927918455464e-06
0.23100000000000007,4.037842989870163e-18,0.03297149016909582,2.0189214949350812e-18,-2.018921494935082e-18,-3.1117682845788993e-21,-2.5409516333570077e-05,-1.5558841422894493e-21,1.55588414228945e-21,2.8083686020479966e-07,-1.2154054102020159e-06,0.03297149016909582,0.0005467589452015112,5.43887321102081e-06,-5.438227569070378e-06,-5.43887321102081e-06
0.24100000000000008,4.03781119859662e-18,0.03297123057364703,2.0189055992983095e-18,-2.0189055992983103e-18,-3.246485793333653e-21,-2.6509568273840114e-05,-1.623242896666826e-21,1.6232428966668268e-21,3.189088418891051e-07,-1.3229149009920237e-06,0.03297123057364703,0.000546751766602067,5.438816082521623e-06,-5.438113327171437e-06,-5.438816082521623e-06
0.25100000000000006,4.03777806016651e-18,0.032970959977830075,2.0188890300832546e-18,-2.0188890300832554e-18,-3.3811996349335174e-21,-2.760959026951803e-05,-1.6905998174667583e-21,1.690599817466759e-21,3.602746828514782e-07,-1.4349766586433908e-06,0.032970959977830075,0.0005467442838401446,5.438756533096464e-06,-5.437994245809929e-06,-5.438756533096464e-06
0.26100000000000007,4.037743574615491e-18,0.03297067838193612,2.018871787307745e-18,-2.018871787307746e-18,-3.515910002930445e-21,-2.8709583901075456e-05,-1.757955001465222e-21,1.757955001465223e-21,4.050709826182662e-07,-1.5515902821145354e-06,0.03297067838193612,0.0005467364969316432,5.438694562875953e-06,-5.437870325226615e-06,-5.438694562875953e-06
0.2710000000000001,4.037707741977541e-18,0.03297038578624261,2.0188538709887703e-18,-2.018853870988771e-18,-3.650617041835254e-21,-2.9809550348532773e-05,-1.8253085209176266e-21,1.8253085209176274e-21,4.534343315543007e-07,-1.67275535409857e-06,0.03297038578624261,0.0005467284058921202,5.438630171984779e-06,-5.437741565666421e-06,-5.438630171984779e-06
0.2810000000000001,4.0376705622853935e-18,0.03297008219101684,2.0188352811426964e-18,-2.018835281142697e-18,-3.785320857397959e-21,-3.090949047540438e-05,-1.892660428698979e-21,1.8926604286989797e-21,5.055013104981387e-07,-1.7984714410200648e-06,0.03297008219101684,0.0005467200107369268,5.4385633605432615e-06,-5.43760796737921e-06,-5.4385633605432615e-06
0.2910000000000001,4.0376320355708835e-18,0.03296976759651876,2.0188160177854414e-18,-2.018816017785442e-18,-3.920021524459063e-21,-3.200940489280937e-05,-1.960010762229531e-21,1.960010762229532e-21,5.614084903973323e-07,-1.9287380930329134e-06,0.03296976759651876,0.0005467113114813186,5.438494128668592e-06,-5.4374695306204045e-06,-5.438494128668592e-06
0.3010000000000001,4.037592161865228e-18,0.03296944200300329,2.0187960809326137e-18,-2.0187960809326145e-18,-4.054719093006267e-21,-3.310929400892828e-05,-2.0273595465031327e-21,2.0273595465031338e-21,6.21292431943728e-07,-2.063554844019031e-06,0.03296944200300329,0.000546702308140544,5.438422476475844e-06,-5.4373262556515e-06,-5.438422476475844e-06
0.3110000000000001,4.037550941199249e-18,0.03296910541072208,2.018775470599624e-18,-2.0187754705996248e-18,-4.189413592890517e-21,-3.420915806751259e-05,-2.0947067964452576e-21,2.0947067964452587e-21,6.852896852087958e-07,-2.202921211587685e-06,0.03296910541072208,0.0005466930007299135,5.43834840407876e-06,-5.437178142740445e-06,-5.43834840407876e-06
0.3210000000000001,4.037508373603552e-18,0.032968757819925074,2.0187541868017756e-18,-2.0187541868017764e-18,-4.324105037530135e-21,-3.530899717813122e-05,-2.162052518765067e-21,2.162052518765068e-21,7.535367892789911e-07,-2.346836697075323e-06,0.032968757819925074,0.0005466833892648586,5.438271911590423e-06,-5.43702519216199e-06,-5.438271911590423e-06
0.3310000000000001,4.03746445910868e-18,0.03296839923086166,2.0187322295543396e-18,-2.0187322295543404e-18,-4.458793426843772e-21,-3.6408811340119906e-05,-2.2293967134218856e-21,2.2293967134218868e-21,8.261702718911476e-07,-2.495300785545781e-06,0.03296839923086166,0.000546673473760977,5.438192999123776e-06,-5.4368674041979324e-06,-5.438192999123776e-06
0.34100000000000014,4.037419197745234e-18,0.03296802964378172,2.0187095988726168e-18,-2.0187095988726175e-18,-4.593478749590364e-21,-3.750860046168839e-05,-2.2967393747951816e-21,2.2967393747951828e-21,9.033266490679057e-07,-2.648312945790809e-06,0.03296802964378172,0.0005466632542340742,5.438111666792079e-06,-5.43670477913736e-06,-5.438111666792079e-06
0.35100000000000015,4.037372589543977e-18,0.032967649058936434,2.018686294771988e-18,-2.0186862947719887e-18,-4.728160985249261e-21,-3.860836437527285e-05,-2.36408049262463e-21,2.364080492624631e-21,9.851424247531748e-07,-2.805872630330846e-06,0.032967649058936434,0.0005466527307001934,5.438027914709265e-06,-5.43653731727682e-06,-5.438027914709265e-06
