r,a,b,c,d,a_prime,b_prime,c_prime,d_prime,m,Phi,qnorm,ricci,energy_density,radial_pressure,tangential_pressure
0.001,0.007904390832136154,0.030956103072842973,0.0020183223411595922,0.007904390832136147,0.0,0.0,0.0,0.0,2.2785005076120104e-14,0.0,0.03297442541400256,0.0005468401218268825,5.4395192793576625e-06,-5.4395192793576625e-06,-5.4395192793576625e-06
0.011,0.007904387609032023,0.0309560904501443,0.002018321518165991,0.007904387609032016,-1.38513622725545e-07,-5.424633059200681e-07,-3.536833454202648e-08,-1.3851362272554486e-07,3.032691132758943e-11,-2.5489399519745377e-09,0.03297441196831029,0.0005468396840158106,5.439515007842749e-06,-5.439514673953345e-06,-5.439515007842749e-06
0.020999999999999998,0.007904384119537667,0.030956076784176955,0.0020183206271517976,0.00790438411953766,-5.091503991785017e-07,-1.993994549519177e-06,-1.300074411166962e-07,-5.091503991785012e-07,2.1101182865263664e-10,-9.824567604159089e-09,0.03297439741132875,0.000546839305926548,5.439512291293047e-06,-5.439507779908681e-06,-5.439512291293047e-06
0.031,0.007904377562966403,0.030956051106563066,0.0020183189529842946,0.007904377562966396,-7.969299640526315e-07,-3.1210306566259833e-06,-2.0348962809981034e-07,-7.969299640526306e-07,6.787871245563899e-10,-2.1668553982650453e-08,0.032974370059547356,0.00054683856263826,5.439506532930293e-06,-5.439495480495653e-06,-5.439506532930293e-06
0.041,0.007904368224656172,0.030956014534776553,0.0020183165685222194,0.007904368224656165,-1.0694385324938392e-06,-4.188260695227092e-06,-2.730724895147826e-07,-1.0694385324938383e-06,1.5703615645872706e-09,-3.807194986212029e-08,0.032974331103298775,0.0005468374923079309,5.439498098922033e-06,-5.439478195429773e-06,-5.439498098922033e-06
0.051000000000000004,0.007904356188601103,0.030955967397765082,0.002018313495212794,0.007904356188601096,-1.3373054530294315e-06,-5.237312567534865e-06,-3.4147014363590346e-07,-1.3373054530294304e-06,3.0224427702527962e-09,-5.9033049935649616e-08,0.032974280892977874,0.0005468361080290479,5.439487134075504e-06,-5.439456011262654e-06,-5.439487134075504e-06
0.061000000000000006,0.007904341484528829,0.030955909811951503,0.0020183097406467295,0.007904341484528822,-1.6033002706450189e-06,-6.279032690668618e-06,-4.093897714007067e-07,-1.6033002706450176e-06,5.171736865125487e-09,-8.455129855773983e-08,0.03297421955259823,0.0005468344145367944,5.4394736916402e-06,-5.439428956652754e-06,-5.4394736916402e-06
0.07100000000000001,0.00790432412550464,0.03095584182850364,0.0020183053081601426,0.007904324125504633,-1.8683974356936343e-06,-7.317237321466922e-06,-4.770801908344704e-07,-1.8683974356936328e-06,8.154948110530592e-09,-1.1462642347686393e-07,0.03297414713666378,0.0005468324139273581,5.43945779530616e-06,-5.439397043934633e-06,-5.43945779530616e-06
0.081,0.007904304118160933,0.030955763473396056,0.002018300199446562,0.007904304118160926,-2.1330106765503973e-06,-8.353546751549501e-06,-5.44647044135361e-07,-2.1330106765503956e-06,1.2108778540581018e-08,-1.4925823676945982e-07,0.03297406367284261,0.0005468301072687169,5.439439457162767e-06,-5.4393602793336145e-06,-5.439439457162767e-06
0.091,0.00790428146622375,0.03095567476122112,0.002018294415457402,0.007904281466223743,-2.3973398418058645e-06,-9.388743651421852e-06,-6.121413610264447e-07,-2.3973398418058624e-06,1.716992759712029e-08,-1.8844657448928936e-07,0.032973969176678525,0.000546827495162495,5.4394186840202335e-06,-5.439318666356943e-06,-5.4394186840202335e-06
0.10099999999999999,0.007904256171950423,0.03095557570081926,0.0020182879567690547,0.007904256171950416,-2.661491015451904e-06,-1.042324347966344e-05,-6.79590229198016e-07,-2.6614910154519014e-06,2.3475091764650535e-08,-2.321912746653235e-07,0.032973863657588316,0.0005468245779742355,5.439395480010963e-06,-5.4392722071518995e-06,-5.439395480010963e-06
0.11099999999999999,0.007904228236791334,0.030955466297870632,0.002018280823751863,0.007904228236791327,-2.9255247149671844e-06,-1.145728324192684e-05,-7.470091012993456e-07,-2.925524714967182e-06,3.1160964205262426e-08,-2.804921681398643e-07,0.032973747121622494,0.0005468213559396965,5.439369847792958e-06,-5.439220903124986e-06,-5.439369847792958e-06
0.12099999999999998,0.007904197661723832,0.030955346556202846,0.0020182730166553855,0.007904197661723825,-3.189477480110109e-06,-1.2491006039502384e-05,-8.144073074625448e-07,-3.189477480110106e-06,4.0364234393572574e-08,-3.333490743483686e-07,0.032973619572858236,0.000546817829218576,5.4393417891588174e-06,-5.439164755252598e-06,-5.4393417891588174e-06
0.13099999999999998,0.007904164447433299,0.030955216478500077,0.002018264535654629,0.007904164447433292,-3.4533724069241632e-06,-1.3524502323826233e-05,-8.817907450757302e-07,-3.4533724069241603e-06,5.12215877516709e-08,-3.907617992148095e-07,0.032973481014154704,0.0005468139979236735,5.43931130536655e-06,-5.439103764248862e-06,-5.43931130536655e-06
0.141,0.007904128594417203,0.03095507606671057,0.0020182553808766176,0.007904128594417196,-3.7172246529448845e-06,-1.4557831456618016e-05,-9.491632844931468e-07,-3.7172246529448816e-06,6.386970528407958e-08,-4.527301340324258e-07,0.032973331447587184,0.0005468098621376628,5.4392783973299406e-06,-5.439037930661892e-06,-5.4392783973299406e-06
0.151,0.007904090103047812,0.030954925322292236,0.002018245552416407,0.007904090103047805,-3.981044481182353e-06,-1.5591033631082325e-05,-1.0165275462915059e-06,-3.9810444811823505e-06,7.844526321272493e-08,-5.19253854836077e-07,0.03297317087470864,0.0005468054219232015,5.439243065733356e-06,-5.438967254931667e-06,-5.439243065733356e-06
0.161,0.00790404897361154,0.030954764246366766,0.0020182350503471307,0.007904048973611534,-4.2448390245584765e-06,-1.662413678200508e-05,-1.0838853518047912e-06,-4.244839024558473e-06,9.508493261192337e-08,-5.903327220342696e-07,0.0329729992967139,0.0005468006773292792,5.43920531110383e-06,-5.438891737426325e-06,-5.43920531110383e-06
0.171,0.007904005206334493,0.030954592839819665,0.002018223874726523,0.007904005206334486,-4.508613350516229e-06,-1.7657160755101204e-05,-1.1512379949636277e-06,-4.508613350516226e-06,1.139253790433827e-07,-6.659664801851263e-07,0.03297281671454618,0.00054679562839534,5.439165133857888e-06,-5.438811378465712e-06,-5.439165133857888e-06
0.18100000000000002,0.007903958801399545,0.030954411103367125,0.0020182120256012795,0.007903958801399538,-4.772371125942902e-06,-1.8690119911065065e-05,-1.218586412078061e-06,-4.772371125942899e-06,1.3510326219121966e-07,-7.461548578555236e-07,0.032972623128968405,0.0005467902751540369,5.439122534332849e-06,-5.43872617833709e-06,-5.439122534332849e-06
0.19100000000000003,0.007903909758958052,0.030954219037601902,0.0020181995030100473,0.007903909758958045,-5.036115045132724e-06,-1.9723024801607942e-05,-1.285931291114356e-06,-5.036115045132721e-06,1.5875523549699505e-07,-8.308975675300402e-07,0.03297241854061195,0.0005467846176331218,5.439077512808298e-06,-5.438636137305918e-06,-5.439077512808298e-06
0.20100000000000004,0.007903858079138067,0.0309540166430255,0.002018186306985524,0.00790385807913806,-5.29984711260547e-06,-2.0755883277065428e-05,-1.3532731439104426e-06,-5.299847112605465e-06,1.8501794579476732e-07,-9.201943055506968e-07,0.03297220295001102,0.0005467786558567734,5.439030069521176e-06,-5.438541255623424e-06,-5.439030069521176e-06
0.21100000000000005,0.007903803762050226,0.030953803920071188,0.0020181724375559597,0.007903803762050219,-5.56356883442967e-06,-2.178870123567987e-05,-1.4206123550287536e-06,-5.563568834429666e-06,2.1402803294616582e-07,-1.0140447520762705e-06,0.03297197635762714,0.0005467723898465456,5.438980204676548e-06,-5.438441533532001e-06,-5.438980204676548e-06
0.22100000000000006,0.00790374680779202,0.03095358086912079,0.002018157894746248,0.007903746807792014,-5.827281350379269e-06,-2.2821483141167753e-05,-1.4879492155013574e-06,-5.8272813503792645e-06,2.45922129475485e-07,-1.1124485710543698e-06,0.03297173876386703,0.0005467658196220584,5.4389279184554695e-06,-5.438336971269146e-06,-5.4389279184554695e-06
0.23100000000000007,0.007903687216450982,0.0309533474905171,0.002018142678578739,0.007903687216450975,-6.09098552694707e-06,-2.3854232386989892e-05,-1.5552839465801913e-06,-6.090985526947066e-06,2.808368602047999e-07,-1.2154054102020171e-06,0.032971490169095834,0.0005467589452015116,5.438873211020814e-06,-5.438227569070382e-06,-5.438873211020814e-06
0.24100000000000008,0.007903624988107054,0.0309531037845732,0.002018126789073846,0.007903624988107047,-6.3546820239253505e-06,-2.488695155710224e-05,-1.6226167167378826e-06,-6.354682023925346e-06,3.189088418891054e-07,-1.3229149009920252e-06,0.032971230573647044,0.0005467517666020677,5.438816082521629e-06,-5.438113327171443e-06,-5.438816082521629e-06
0.25100000000000006,0.00790356012283441,0.03095284975157958,0.0020181102262505084,0.007903560122834403,-6.618371342802529e-06,-2.5919642615492595e-05,-1.6899476540254478e-06,-6.618371342802524e-06,3.602746828514785e-07,-1.4349766586433923e-06,0.03297095997783009,0.0005467442838401449,5.438756533096468e-06,-5.437994245809933e-06,-5.438756533096468e-06
0.26100000000000007,0.007903492620702845,0.030952585391809586,0.0020180929901265484,0.007903492620702838,-6.882053862437835e-06,-2.6952307045893938e-05,-1.7572768551815305e-06,-6.88205386243783e-06,4.050709826182666e-07,-1.5515902821145369e-06,0.03297067838193613,0.0005467364969316438,5.438694562875958e-06,-5.43787032522662e-06,-5.438694562875958e-06
0.2710000000000001,0.007903422481778869,0.030952310705523678,0.002018075080718948,0.007903422481778862,-7.145729865697223e-06,-2.798494595609912e-05,-1.824604392433667e-06,-7.145729865697218e-06,4.534343315543011e-07,-1.6727553540985717e-06,0.032970385786242624,0.0005467284058921205,5.4386301719847836e-06,-5.4377415656664256e-06,-5.4386301719847836e-06
0.2810000000000001,0.007903349706126552,0.030952025692972784,0.002018056498044067,0.007903349706126545,-7.409399559576121e-06,-2.9017560156767928e-05,-1.8919303186364675e-06,-7.409399559576116e-06,5.055013104981392e-07,-1.7984714410200665e-06,0.03297008219101685,0.0005467200107369271,5.438563360543265e-06,-5.437607967379213e-06,-5.438563360543265e-06
0.2910000000000001,0.00790327429380821,0.030951730354400957,0.0020180372421178183,0.007903274293808204,-7.673063090567578e-06,-3.0050150221613637e-05,-1.9592546711957485e-06,-7.673063090567573e-06,5.614084903973329e-07,-1.928738093032915e-06,0.032969767596518776,0.000546711311481319,5.4384941286685965e-06,-5.437469530620409e-06,-5.4384941286685965e-06
0.3010000000000001,0.007903196244884949,0.030951424690047497,0.0020180173129558036,0.007903196244884942,-7.936720556517683e-06,-3.108271653383258e-05,-2.026577475095718e-06,-7.936720556517678e-06,6.212924319437287e-07,-2.0635548440190325e-06,0.0329694420030033,0.0005467023081405445,5.438422476475848e-06,-5.437326255651504e-06,-5.438422476475848e-06
0.3110000000000001,0.007903115559417095,0.030951108700148666,0.002017996710573427,0.007903115559417088,-8.200372015856777e-06,-3.211525932225652e-05,-2.0938987452560923e-06,-8.200372015856772e-06,6.852896852087967e-07,-2.2029212115876872e-06,0.03296910541072209,0.000546693000729914,5.438348404078763e-06,-5.437178142740448e-06,-5.438348404078763e-06
0.3210000000000001,0.00790303223746456,0.030950782384939098,0.002017975434985987,0.007903032237464552,-8.464017494849931e-06,-3.31477786897478e-05,-2.1612184883834445e-06,-8.464017494849925e-06,7.53536789278992e-07,-2.346836697075325e-06,0.03296875781992509,0.0005466833892648589,5.438271911590426e-06,-5.437025192161993e-06,-5.438271911590426e-06
0.3310000000000001,0.007902946279087128,0.030950445744652923,0.0020179534862087485,0.00790294627908712,-8.72765699333791e-06,-3.4180274635682815e-05,-2.2285367044371152e-06,-8.727656993337903e-06,8.261702718911485e-07,-2.495300785545783e-06,0.032968399230861666,0.0005466734737609774,5.438192999123779e-06,-5.436867404197936e-06,-5.438192999123779e-06
0.34100000000000014,0.007902857684344696,0.030950098779524725,0.002017930864257006,0.00790285768434469,-8.991290489317416e-06,-3.521274707388967e-05,-2.295853387798741e-06,-8.991290489317409e-06,9.033266490679066e-07,-2.648312945790811e-06,0.032968029643781725,0.0005466632542340745,5.438111666792083e-06,-5.436704779137364e-06,-5.438111666792083e-06
0.35100000000000015,0.00790276645329748,0.030949741489790312,0.0020179075691461345,0.007902766453297473,-9.254917942621262e-06,-3.6245195847060916e-05,-2.3631685282119546e-06,-9.254917942621256e-06,9.851424247531756e-07,-2.8058726303308482e-06,0.03296764905893645,0.0005466527307001937,5.438027914709269e-06,-5.436537317276823e-06,-5.438027914709269e-06
0.36100000000000015,0.007902672586006168,0.030949373875687376,0.002017883600891631,0.007902672586006161,-9.518539297895091e-06,-3.7277620738411304e-05,-2.4304821115424673e-06,-9.518539297895084e-06,1.0717540904476323e-06,-2.9679792754160047e-06,0.032967257476579005,0.0005466419031756433,5.4379417429902485e-06,-5.43636501892047e-06,-5.4379417429902485e-06
0.37100000000000016,0.007902576082532073,0.03094899593745603,0.002017858959509151,0.007902576082532066,-9.782154487020213e-06,-3.831002148116644e-05,-2.4977941203967226e-06,-9.782154487020206e-06,1.163298124844256e-06,-3.1346323010272196e-06,0.03296685489696518,0.0005466307716770198,5.437853151751174e-06,-5.436187884380209e-06,-5.437853151751174e-06
0.38100000000000017,0.007902476942937242,0.03094860767533927,0.0020178336450145376,0.007902476942937236,-1.0045763431097303e-05,-3.9342397766331534e-05,-2.565104534628416e-06,-1.0045763431097297e-05,1.2599109934639028e-06,-3.3058311108775686e-06,0.032966441320353805,0.0005466193362212261,5.437762141109643e-06,-5.436005913975784e-06,-5.437762141109643e-06
0.3910000000000002,0.00790237516728456,0.03094820908958337,0.002017807657423848,0.007902375167284552,-1.0309366042079631e-05,-4.0374749249087635e-05,-2.6324133317555248e-06,-1.0309366042079625e-05,1.3617291482909172e-06,-3.481575092413699e-06,0.032966016747007214,0.000546607596825488,5.437668711184888e-06,-5.435819108034887e-06,-5.437668711184888e-06
0.4010000000000002,0.007902270755637828,0.030947800180438207,0.0020177809967533737,0.00790227075563782,-1.0572962224124818e-05,-4.140707555408557e-05,-2.6997204873054723e-06,-1.0572962224124809e-05,1.4688890274087865e-06,-3.661863616817379e-06,0.03296558117719158,0.0005465955535073677,5.437572862097938e-06,-5.435627466893223e-06,-5.437572862097938e-06
0.4110000000000002,0.007902163708061846,0.030947380948157546,0.00201775366301966,0.007902163708061839,-1.0836551874719252e-05,-4.243937627984951e-05,-2.7670259751022367e-06,-1.0836551874719242e-05,1.5815270546358345e-06,-3.846696039007148e-06,0.0329651346111772,0.000546583206284775,5.43747459397173e-06,-5.435430990894575e-06,-5.43747459397173e-06
0.4210000000000002,0.007902054024622464,0.03094695139299928,0.002017725656239522,0.007902054024622457,-1.1100134885617833e-05,-4.3471651002457275e-05,-2.8343297675063057e-06,-1.1100134885617822e-05,1.699779639160958e-06,-4.036071697640056e-06,0.0329646770492388,0.0005465705551759782,5.437373906931249e-06,-5.4352296803908694e-06,-5.437373906931249e-06
0.4310000000000002,0.007901941705386642,0.030946511515225643,0.0020176969764300573,0.007901941705386635,-1.1363711143632896e-05,-4.450389927863006e-05,-2.901631835616123e-06,-1.1363711143632884e-05,1.8237831751794078e-06,-4.229989915113493e-06,0.0329642084916557,0.0005465576001996116,5.437270801103601e-06,-5.435023535742214e-06,-5.437270801103601e-06
0.4410000000000002,0.007901826750422492,0.030946061315103388,0.0020176676236086572,0.007901826750422485,-1.1627280531299376e-05,-4.5536120648337396e-05,-2.9689321494379344e-06,-1.1627280531299365e-05,1.953674041528613e-06,-4.428449997567089e-06,0.03296372893871204,0.0005465443413746837,5.437165276618117e-06,-5.43481255731695e-06,-5.437165276618117e-06
0.45100000000000023,0.007901709159799321,0.03094560079290394,0.002017637597793019,0.007901709159799314,-1.1890842927437914e-05,-4.6568314637002445e-05,-3.0362306780295686e-06,-1.1890842927437902e-05,2.0895886013240527e-06,-4.6314512348846916e-06,0.03296323839069696,0.0005465307787205831,5.437057333606412e-06,-5.434596745491675e-06,-5.437057333606412e-06
