r,mass_m
0.0001,0.0
0.00011058613298512824,7.384613785197019e-15
0.00012044936966703473,1.5662873612889425e-14
0.00013151393377093654,2.670729115812951e-14
0.00014381594545537788,4.1369359623400246e-14
0.00015754954028145707,6.097915245790203e-14
0.000172934948663219,8.739778102787787e-14
0.0001902360539535211,1.2327336354775123e-13
0.000209769544980532,1.7241207128814888e-13
0.00023191747186546255,2.4034612122720753e-13
0.00025714320321948815,3.352124063571538e-13
0.0002860119616344147,4.691306975697007e-13
0.00031921745417086737,6.603972763934711e-13
0.00035761669636207494,9.370311682633853e-13
0.00040227595068918174,1.342602728967928e-12
0.0004545318885479997,1.945984302534773e-12
0.0005160738200261717,2.857973184426147e-12
0.0005890554018661124,4.260209673259178e-12
0.0006762480781759825,6.4565883106164426e-12
0.0007812543473122934,9.96681705050122e-12
0.0009088079476736021,1.570101657107016e-11
0.001065341289098294,2.5304456773784094e-11
0.001259503013001353,4.182828615975778e-11
0.001503053728218384,7.110256981657402e-11
0.0018123688752744742,1.2466840110748196e-10
0.0022106224232229734,2.262522600267658e-10
0.0027312391520655423,4.2672401607332594e-10
0.003423448461589296,8.40367890966065e-10
0.004361467122286904,1.7377244657696769e-09
0.00566013784714843,3.7980963877674674e-09
0.007502458571766505,8.844948101031962e-09
0.010189871117004442,2.2160906232969873e-08
0.014238012373810695,6.045360516365147e-08
0.020567658057007235,1.8222661262063454e-07
0.03090551250355838,6.181932183025511e-07
0.04867400047123013,2.4143418138130096e-06
0.08108505740911076,1.1153378264414156e-05
0.14333829583782923,6.14601319623573e-05
0.23043869198517697,0.0002538935961868243
0.3246774888424514,0.000703490407497294
0.42304244609550035,0.0015354801671703605
0.5261497372923294,0.002901142289947572
0.634656067066757,0.00497222371877608
0.749162872552614,0.007932035624336182
0.8704394260009366,0.011965742222224258
0.9994033344513131,0.017237754725947366
1.1359966602028475,0.023795769667024312
1.275170708237442,0.031262742243464765
1.4076735602458488,0.03879752728628009
1.5309097314102302,0.045878878877581096
1.6471389706450312,0.05237608193639567
1.7587246478254597,0.05826496060052607
1.8675064269699762,0.063557336335487
1.974804232329222,0.06828497975369713
2.081220341360021,0.07248893894092269
2.186153041214489,0.07620873667259766
2.294082250467384,0.07968382008379106
2.402426192360234,0.08293431559799039
2.509329033397779,0.0860380279080975
2.614586906752797,0.08911514875265991
2.7178391923450165,0.09225438649802868
2.818302568524888,0.09549529397525867
2.9144268455442726,0.09880924767146336
3.002750838877993,0.10205153468799313
3.096383645863566,0.10568923294843455
3.2006460995531776,0.10995291720514531
3.3108923493888702,0.11464459337794972
3.4229063473473524,0.11951659598053557
3.533647883758978,0.12433887574741644
3.6416458392157596,0.128956115632582
3.746336753843634,0.133280589958601
3.847394833819287,0.13726876448737488
3.944289815268248,0.14090157143763557
4.035777730613121,0.14416157883086814
4.125505969690629,0.14721485621488672
4.224259797147742,0.15044364929659648
4.328402346645275,0.1537509424824205
4.434491899748501,0.1570817126241
4.539672225026313,0.16041126225991073
4.642103734299898,0.16373500548934874
4.740504871309474,0.16704175277643224
4.833478775194189,0.1702891289996096
4.918602638281959,0.17337296729628615
5.007235142197962,0.17669186958393973
5.104963955541559,0.1804623714210102
5.209758119710052,0.18460166371345266
5.319288254002435,0.18898411499029258
5.430351710152045,0.19342566203105888
5.539895508902465,0.1977449855361803
5.646051655103026,0.20182575836127775
5.74790378517429,0.20561502122447378
5.844746187937556,0.20909212659336118
5.935396868599258,0.21223830142919076
6.029688480122467,0.2154128013511816
6.130856198933038,0.21873347161262197
6.236623010835594,0.22214933832836403
6.344153355976191,0.2256104991581965
6.450563418016963,0.22907002063473458
6.553719034006713,0.23249351686857048
6.652175773072436,0.23584925206046436
6.744544636762173,0.2390870246661424
6.828515311014073,0.24210700355147233
6.920652989145156,0.24549843250266387
7.020377198423107,0.2492448266390951
7.126326124007134,0.2532830708368024
7.236597663345244,0.25750978532593055
7.3483084475932126,0.26177086481262024
7.458402962548891,0.26590785477877826
7.564830408145261,0.26981741785384267
7.666533790934426,0.27345467491906444
7.762726254774446,0.2768025666800634
7.856337332397334,0.2799807395017213
7.956789268637934,0.283319342718751
8.062434146941229,0.28677657731361433
8.171120568527378,0.2903105760424328
8.280016897337223,0.2938659351011639
8.386471575699927,0.2973887603148024
8.488651245371326,0.30083751358244654
8.58526288968411,0.3041716845224268
8.674809639888144,0.307329098112311
8.765833127727317,0.31060141054869084
8.86432187088374,0.3142028141173177
8.969082392242454,0.31808296859265717
9.0787865458845,0.32217140969965585
9.191208276260271,0.3263521420680151
9.303322638274414,0.33047715117665794
9.412500255635434,0.3344240233130658
9.517233112525753,0.3381291991029299
9.616699954408013,0.3415700182383326
9.712486922015321,0.34481591104542286
9.814547491346616,0.3482139185657326
9.921559429453378,0.35173117564185785
10.031671419155339,0.355330540915473
10.142219824636033,0.35895566005797197
10.25047987924301,0.3625450661080279
10.354497483780605,0.3660506140661175
10.453000906887462,0.3694324567800406
10.54472653990244,0.37263874536689506
10.637685576685737,0.37594125022880953
10.737571164712087,0.37953990206938404
10.84338574025581,0.38339146716651934
10.953982084129306,0.3874351803342728
11.067360056360162,0.3915696713575808
11.180637332104494,0.3956600285119901
11.291136502521923,0.3995884692363499
11.397257863703876,0.40329143567584746
11.498186258928822,0.4067469931499486
11.597911414959965,0.41010307750259634
11.703164347681351,0.413595109667324
11.812732583744495,0.4171961509758742
11.924702429961503,0.4208663529066066
12.036382003582489,0.42454444439110356
12.14518175714145,0.4281673177426592
12.249353241893916,0.43168799145424913
12.34777318021991,0.43506809388924444
12.439248904858175,0.4382572152385662
12.53612140181438,0.44167981088092123
12.639203903716888,0.4453624003111189
12.747679215381346,0.44926524821102887
12.86034073287871,0.45332491415485393
12.975039966134991,0.4574379483497295
13.088908785695871,0.46147723417496667
13.199533957740307,0.4653429201068689
13.305587165137972,0.46898732030936247
13.406401976750516,0.47239670879851214
13.51097368544953,0.4758843061059368
13.62021939620602,0.47948956466802434
13.732759801984923,0.4831839696732013
13.846322888197513,0.48691623095765185
13.95817152622404,0.4906191018974119
14.066120587854488,0.4942352189890386
14.168853696306035,0.49772481532285745
14.265426120686103,0.501050850668016
14.361192849454028,0.5043905979840148
14.463198090964275,0.5079858967161197
14.570694844195488,0.5118037782901939
14.68282240545716,0.515798548179781
14.797991205345348,0.519891736207947
14.91365019067043,0.5239695460616163
15.027090610713698,0.5279198000310196
15.1365194903417,0.531674747456961
15.241095662000628,0.5352108895986942
15.346369486584836,0.5387244959528352
15.456268965867341,0.5423551886081169
15.569662104597901,0.5460795378584269
15.68455772362401,0.5498525536317084
15.798285076008126,0.5536078020338118
15.908495205471231,0.5572830802035743
16.013745229930457,0.5608361347034538
16.11315733530762,0.564234374180927
16.20955218741923,0.5675672259578288
16.31198293794478,0.5711433718045175
16.419790243846652,0.5749342721778776
16.532260107833192,0.5789017951811497
16.648058690898647,0.5829796322330936
16.764883718191722,0.5870655760642208
16.88002612026723,0.591048709836754
16.991508531373842,0.5948545088917568
17.09838192576528,0.5984545583187881
17.205446128272683,0.6020184243961583
17.31688990865608,0.6056938731759958
17.431657734146345,0.6094592279186054
17.547816288846256,0.613269921348856
17.662739739176445,0.617059273076212
17.774116656101477,0.620764982460301
17.88055526254368,0.6243459196477527
17.9812631668471,0.6277725821748434
18.079666413593912,0.6311553159944358
18.183774543968198,0.6347651447371491
18.29302799675527,0.6385765550167495
18.406759631163627,0.6425534657690821
18.523665531284543,0.6466321881528876
18.6414897920836,0.6507148416830317
18.757599716213075,0.654696177735123
18.870095696537195,0.6585065021483135
18.978098356111904,0.6621206343812756
19.087786460836448,0.6657527274121756
19.201483363540106,0.6694881900213865
19.31803249074346,0.673302812678472
19.435345537752056,0.6771464104565397
19.550810450902652,0.6809507086883478
19.662339748174528,0.6846580493483051
19.76877401889184,0.6882328038197143
19.86945684603148,0.6916489082698282
19.97090059057377,0.695122006117994
20.0,0.6961232297626876
