r,mass_m
0.0001,0.0
0.00011031790907293636,7.180039282675458e-15
0.00012017098274515557,1.5411617909314273e-14
0.0001312040953473713,2.63741379489471e-14
0.00014347160197184783,4.0926482833836615e-14
0.00015716554148582123,6.038599191353047e-14
0.00017250530949629506,8.659739159102912e-14
0.00018975364920478086,1.221847629287633e-13
0.00020922586632304835,1.709189016409561e-13
0.00023130231198187015,2.3827933215873726e-13
0.00025644425733369823,3.3232349801277334e-13
0.0002852143204840639,4.65049814429771e-13
0.0003183029547504262,6.545666325809791e-13
0.00035656308504888336,9.285976733935e-13
0.00040105579733426533,1.3302420145547859e-12
0.0004531111679404946,1.9276073755981007e-12
0.0005144100463859255,2.8302285065892215e-12
0.0005870951593088596,4.2176216093201595e-12
0.000673923730904193,6.3900356259358244e-12
0.000778479631849912,9.860786929616495e-12
0.0009054720392738043,1.5528532985001173e-11
0.0010611616444422193,2.5007559213091864e-11
0.001254201992554931,4.13021121844084e-11
0.0014962328616931206,7.013869677967342e-11
0.001803451024662885,1.2283684925958832e-10
0.002198751964704284,2.2262677187489259e-10
0.0027151164898471395,4.1921138503673934e-10
0.003401045645661813,8.239777160563886e-10
0.004329523812012338,1.6998232486482523e-09
0.005613236964058141,3.7044664596898156e-09
0.007431268647608508,8.59556567554106e-09
0.010077675299395888,2.1437030775671803e-08
0.014053586354472626,5.8135282211484144e-08
0.020250105429083603,1.739193847893981e-07
0.030330869569699666,5.843745738124804e-07
0.04757949770361197,2.2553746816558944e-06
0.07889528147257593,1.0277404263800253e-05
0.13936060983598633,5.654408036406109e-05
0.23103319985751378,0.0002564598576676461
0.33212530186557165,0.0007560938404574174
0.4378612877316797,0.0017134628872436128
0.5488471917026388,0.0033240566643607757
0.6658364019775618,0.00581790362241405
0.7893753878716716,0.009447848973405136
0.9200453968530306,0.014476156478753655
1.0586200662777019,0.021154955379459967
1.2059314949855582,0.02968009517724334
1.3613860765151653,0.04002085912116761
1.5181384397504867,0.05143662938819886
1.6659040171850743,0.06263378404937536
1.803592358203835,0.07301690837407651
1.9343949889160688,0.08249264980186563
2.061166343205622,0.09106858071367886
2.1858560962658693,0.09876890359471172
2.311733500884983,0.10574479321874393
2.4377032974605632,0.11195716281457688
2.562781627083439,0.117478355303238
2.6868818298346704,0.12248789192206555
2.809912469903214,0.1271890900377417
2.931611540506427,0.13177433616314013
3.0515068570402204,0.13639960280116195
3.1688204058663447,0.1411611903153784
3.2822148343761848,0.1460710113555297
3.3891175307902226,0.1510163063890138
3.4890880113383558,0.15592409698973428
3.604815228813842,0.1619211200232125
3.7320593961969877,0.1688330920376919
3.867923287689204,0.17644785200887816
4.008624693585309,0.18440495856445038
4.150431200099546,0.1922977804666149
4.290856828298777,0.19981600537534874
4.428724307926424,0.2067964844689002
4.563768199234392,0.213207814748663
4.696203673059637,0.21911029610300015
4.826015378831439,0.22460032169316915
4.953098557297602,0.2297950814172458
5.077243192443703,0.23480959367949505
5.198103291870384,0.23973691124483468
5.315137057045197,0.2446326611669674
5.4274888649642365,0.24950287651015784
5.533725327783931,0.25429017292413614
5.631084609229027,0.2588401653767626
5.734731257088036,0.2638467153418462
5.84878507834747,0.2695220208918379
5.972143275054521,0.2758010083518851
6.104435305309395,0.28260989838911954
6.245359127698612,0.2898322359038398
6.39375452746359,0.2972739517007709
6.546039668285657,0.3046269883822478
6.6965056953467474,0.3115551699825322
6.84154222205336,0.31792602392129277
6.980715891802271,0.3238139875991186
7.114485284473745,0.32934807945176586
7.243248055351134,0.33464573788999336
7.367130888369987,0.3397916764392344
7.485953673894263,0.3448303166126031
7.599164091786745,0.3497612018615461
7.705636539980517,0.35453148178541466
7.803058343278295,0.3590111037674839
7.909976399194336,0.36404397762854185
8.0257167565302,0.36960477650787493
8.149751198240418,0.3756492711135931
8.282144547333765,0.3821319390308176
8.423443173671433,0.38900084976680727
8.574364391050924,0.39618837428940085
8.73391619194428,0.4035427151254609
8.894632468577345,0.41066790689703303
9.04749158301879,0.4172095921301699
9.191166976723634,0.42321346006321015
9.327197631167017,0.4288432344348183
9.45676947046464,0.43422477671925197
9.580406749260826,0.43943092938407463
9.698105058821461,0.44448736073340056
9.809336412988898,0.4493745650925221
9.912809082998347,0.45402032882454113
10.019066741391507,0.4588853567458781
10.13370236496058,0.46422396893547485
10.256066656751068,0.4699938680838783
10.386195162219611,0.47616261872478394
10.524692871837145,0.48270236071404476
10.672842808185449,0.4895974451342514
10.832362534143824,0.49684031837451215
11.001283968294606,0.5042706368781121
11.165308185345657,0.5112682727387627
11.316593375454534,0.5175892598746495
11.457394636394678,0.5234243236456997
11.590235781650247,0.5289472465745506
11.716338795452224,0.5342520149284555
11.83608082931406,0.5393751047703812
11.949218126450036,0.5443075538856331
12.05478974946537,0.5489938616419376
12.164036798366505,0.5539224974217817
12.280959065643556,0.5592705457977798
12.405129684778855,0.5650044233558773
12.536715202718451,0.5710999400877762
12.676469245237728,0.5775425762528762
12.825976529994701,0.5843411210166934
12.98790376213505,0.5915439853885263
13.162638234831734,0.5991068805417066
13.332606841559308,0.6062808746289327
13.486647054605799,0.6126840670211032
13.62856684613884,0.6185610518289629
13.761857752168911,0.6241114457550041
13.888056850583187,0.6294300005041135
14.007654242882621,0.6345488643705336
14.120451835706016,0.6394556474218801
14.227061200558568,0.6441631469718155
14.341331372293945,0.6492756025165682
14.462585099534747,0.654757440478348
14.590760522568944,0.6605861842279019
14.72629946434091,0.6667473313118704
14.870316691280312,0.673243320902294
15.025028720697865,0.6801156585788848
15.194251028265368,0.6874715260235166
15.376048094217849,0.6951868205714551
15.527018917216513,0.7014809425150488
15.677523093098996,0.7077051354953705
15.817989508441684,0.7135184792516743
15.950106933009025,0.7190296720849908
16.07515018580369,0.7243106235147432
16.193515523193216,0.7293811275998728
16.304915431342266,0.7342200730889897
16.41780366238386,0.7391852112416034
16.537530083862254,0.7445060562384883
16.663848134531207,0.7501589053513456
16.7970240032472,0.7561300787512838
16.937884253877666,0.762418804833247
17.088149696044614,0.7690541755778609
17.251209857690654,0.7761322732117512
17.432116860729995,0.7838214944941816
17.59306072396069,0.7905383693287941
17.753181248861402,0.7971509184128159
17.900021879597663,0.8032028593144314
18.036815325062264,0.8088707790776852
18.16585970545123,0.8142719563257312
18.288075229817508,0.8194514416085431
18.403583051250706,0.8244092382054908
18.51669285609034,0.8293205576335771
18.63640005573558,0.834569336069441
18.76243512360216,0.8401340191276457
18.89500965217507,0.8460029586173949
19.034839873566476,0.852175974924397
19.183430601280104,0.8586786004482377
19.343798949982695,0.8655962904283376
19.521829573450635,0.8731355807396189
19.69076706864678,0.8801671333343859
19.858620778437658,0.8870770765529505
20.0,0.8928800953055511
