theta,phi,rho,chi,omega0,theta0,phi0,rho0,A0,xp0,r_max,status,status_message,terminated_early,horizon_event_radii,r_final,final_mass,final_2m_over_r,sample_count
2.6927937030769655,0.39269908169872414,4.487989505128276,0.7071067811865476,0.5,2.6927937030769655,0.39269908169872414,4.487989505128276,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.8204386192017254,0.08204386192017254,211
2.6927937030769655,0.39269908169872414,6.283185307179586,0.7071067811865476,0.5,2.6927937030769655,0.39269908169872414,6.283185307179586,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.8928812067202887,0.08928812067202888,203
4.487989505128276,0.39269908169872414,-6.283185307179586,0.7071067811865476,0.5,4.487989505128276,0.39269908169872414,-6.283185307179586,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.8928812067202634,0.08928812067202634,203
4.487989505128276,0.39269908169872414,-4.487989505128276,0.7071067811865476,0.5,4.487989505128276,0.39269908169872414,-4.487989505128276,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.8204386192019895,0.08204386192019894,211
4.487989505128276,0.39269908169872414,-2.6927937030769655,0.7071067811865475,0.5,4.487989505128276,0.39269908169872414,-2.6927937030769655,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.6509752419997558,0.06509752419997558,232
4.487989505128276,0.39269908169872414,-0.8975979010256552,0.7071067811865476,0.5,4.487989505128276,0.39269908169872414,-0.8975979010256552,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.5069720344640377,0.05069720344640377,259
4.487989505128276,0.39269908169872414,0.8975979010256552,0.7071067811865476,0.5,4.487989505128276,0.39269908169872414,0.8975979010256552,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.5069720344633161,0.05069720344633161,259
4.487989505128276,0.39269908169872414,2.6927937030769655,0.7071067811865475,0.5,4.487989505128276,0.39269908169872414,2.6927937030769655,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.6509752419986481,0.06509752419986481,232
4.487989505128276,0.39269908169872414,4.487989505128276,0.7071067811865476,0.5,4.487989505128276,0.39269908169872414,4.487989505128276,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.8204386192015667,0.08204386192015667,211
4.487989505128276,0.39269908169872414,6.283185307179586,0.7071067811865476,0.5,4.487989505128276,0.39269908169872414,6.283185307179586,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.8928812067202634,0.08928812067202634,203
6.283185307179586,0.39269908169872414,-6.283185307179586,0.7071067811865476,0.5,6.283185307179586,0.39269908169872414,-6.283185307179586,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.8928812067202523,0.08928812067202523,203
6.283185307179586,0.39269908169872414,-4.487989505128276,0.7071067811865476,0.5,6.283185307179586,0.39269908169872414,-4.487989505128276,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.8204386192019206,0.08204386192019206,211
6.283185307179586,0.39269908169872414,-2.6927937030769655,0.7071067811865475,0.5,6.283185307179586,0.39269908169872414,-2.6927937030769655,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.6509752419997952,0.06509752419997952,232
6.283185307179586,0.39269908169872414,-0.8975979010256552,0.7071067811865476,0.5,6.283185307179586,0.39269908169872414,-0.8975979010256552,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.5069720344640056,0.050697203446400566,259
6.283185307179586,0.39269908169872414,0.8975979010256552,0.7071067811865476,0.5,6.283185307179586,0.39269908169872414,0.8975979010256552,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.5069720344632846,0.050697203446328463,259
6.283185307179586,0.39269908169872414,2.6927937030769655,0.7071067811865475,0.5,6.283185307179586,0.39269908169872414,2.6927937030769655,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.6509752419986892,0.06509752419986892,232
6.283185307179586,0.39269908169872414,4.487989505128276,0.7071067811865476,0.5,6.283185307179586,0.39269908169872414,4.487989505128276,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.8204386192014973,0.08204386192014973,211
6.283185307179586,0.39269908169872414,6.283185307179586,0.7071067811865476,0.5,6.283185307179586,0.39269908169872414,6.283185307179586,0.005,"[0.0, 0.01, 0.01, 0.0]",20.0,0,The solver successfully reached the end of the integration interval.,False,[],20.0,0.8928812067202523,0.08928812067202523,203
