r,mass_m
0.0001,0.0
0.0001105944322957947,7.392696435645369e-15
0.00012046236035003794,1.5677737116161197e-14
0.00013153376763289893,2.673310562003063e-14
0.00014384475567855086,4.1412208233466765e-14
0.0001575901607273789,6.10489731532392e-14
0.00017299106239859475,8.751066724117763e-14
0.00019031246725981628,1.2345545207428116e-13
0.0002098725491575202,1.7270600151995224e-13
0.0002320553348440275,2.4082190264503927e-13
0.0002573268422610913,3.359859215714295e-13
0.00028625587220180445,4.703956246855169e-13
0.0003195410047517593,6.624809642929647e-13
0.000358045951719731,9.404939902591729e-13
0.0004028462669186046,1.3484177999128148e-12
0.0004552916492614057,1.9558686723429156e-12
0.0005170898819221186,2.875010651616931e-12
0.0005904211370533069,4.29004801010526e-12
0.0006780954210736458,6.5097962869915225e-12
0.0007837721179350205,1.0063646924469728e-11
0.0009122701849052846,1.5881303160146364e-11
0.0010700127059617298,2.5638916381104842e-11
0.001265677782991367,4.244654128839351e-11
0.001511183076733412,7.226236279617835e-11
0.0018230897369174073,1.2689338441155656e-10
0.002224856630609331,2.306497216373674e-10
0.0027503421740335122,4.3573787458828753e-10
0.0034494541487917357,8.596588978945881e-10
0.004397498427513515,1.7811355698038153e-09
0.005711118192165782,3.901620912545856e-09
0.007576386736451279,9.108931563924788e-09
0.010300195366057413,2.288833823031319e-08
0.014408245225489311,6.264747711051911e-08
0.02084078600005687,1.8958119028679097e-07
0.03136424811414538,6.461232670474343e-07
0.04948754859260487,2.5373819628823195e-06
0.08263912567702482,1.1806414480800925e-05
0.14681087968889606,6.602375546143354e-05
0.23471315958514125,0.00026818832891070427
0.3291999201467877,0.0007329008476191423
0.42777632345073,0.0015864216608315112
0.5311246548806553,0.002981266764036372
0.6398990413290082,0.0050899440446138065
0.754705016573681,0.008096098840515
0.8763227883362966,0.01218463487154114
1.0056650326098486,0.0175176998568063
1.1425532835681111,0.02413187554670354
1.2816048849652817,0.03162145450225958
1.4136618277043365,0.039141961391848654
1.5365084639183857,0.04619718786750514
1.6524706186187785,0.05266587177682335
1.7638945795630114,0.05852654263276605
1.8725741640794544,0.06379110929675598
1.979858364357643,0.06849454288519403
2.086213995217077,0.0726741086074459
2.1910599714537082,0.07637271018976471
2.29917778458955,0.07984003288015282
2.4074638774173884,0.08308083061488225
2.514293801344442,0.08618072872572466
2.6194684069952405,0.08925906642363528
2.7226117969826995,0.09240258588555259
2.822914967306716,0.09564814972982615
2.9187753352758463,0.09896320831409673
3.006572865923334,0.10219482511155928
3.1007980020674433,0.10586419235342225
3.2054136106408895,0.11015109012207205
3.315823324753767,0.11485613628374981
3.4278327304159513,0.11973026634747294
3.5384747291641157,0.12454614075370353
3.6463349955785915,0.12915185486523054
3.750872742072334,0.13346211648871642
3.851761282355736,0.13743485608225953
3.948452623700529,0.1410516662978533
4.039650403739166,0.14429434994967602
4.12986302046033,0.1473580993097043
4.228936339405709,0.15059200680686985
4.3332430415923735,0.1539013377119862
4.439345413835585,0.15723231570618376
4.544433405993519,0.1605616067361879
4.646706739985834,0.16388492988774903
4.744893493104329,0.16719017179655138
4.837574096744198,0.1704329553121628
4.922240135079737,0.17350492006067858
5.011326361730075,0.1768453448336016
5.109401323619891,0.18063367142702325
5.2144577704084165,0.18478663873449597
5.3241259723311245,0.1891757404777338
5.435180202554258,0.1936153498151073
5.54460593994818,0.19792609417073243
5.6505893775017135,0.20199485730637373
5.752238819081521,0.2057707711044725
5.84884220879011,0.2092339001403861
5.939177824195379,0.21236476975880553
6.033804984209793,0.2155467671993291
6.135213385926491,0.21887231602920768
6.241114920757093,0.22229107477140111
6.3486528644270415,0.2257529922458315
6.454963178499309,0.2292115755338371
6.5579480399690615,0.23263288109628125
6.6561799820264005,0.23598485557613086
6.748254882359965,0.23921598635829736
6.831787940593654,0.2422231374222189
6.9242494842539015,0.24562926792680953
7.024230923387669,0.2493877875804274
7.130381444301791,0.253435221720853
7.240763912142556,0.2576661851234328
7.352465677266119,0.26192521966736104
7.462452371327736,0.2660550994095937
7.568718439318364,0.2699549808083622
7.670230980959302,0.2735816299883807
7.766198777163954,0.2769183982625428
7.8600991633934365,0.2801035404549036
7.960781833469743,0.283447331940549
8.066589752920947,0.28690836278756415
8.175339150200022,0.29044423226468835
8.284186045799524,0.29399922076599255
8.390504507483062,0.29751985322531527
8.49249202215671,0.30096495693400727
8.588863104581808,0.3042936524439674
8.678093923889136,0.3074423344955735
8.769426584986123,0.3107279767804186
8.868171221875656,0.31434077739499594
8.973146537349137,0.31823027125004666
9.08300080066291,0.3223245730673496
9.195467908135074,0.3265058857861648
9.307512650259758,0.3306260002098115
9.416543331862007,0.3345645040774923
