r,w,theta,phi,rho,w_prime,theta_prime,phi_prime,rho_prime,m,Phi,qnorm,ricci,energy_density,radial_pressure,tangential_pressure,kinetic_density,directional_potential
0.001,-3.524523005428146,1.9634954084936207,-0.9817477042468103,0.9817477042468103,0.0,0.0,0.0,0.0,1.8192204225925324e-14,0.0,0.029465859072380318,0.0004366129014222078,4.343068842439925e-06,-4.343068842439925e-06,-4.343068842439925e-06,0.0,0.0
0.011,-3.5245234131181182,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-1.7520643470230202e-05,0.0,0.0,0.0,2.4213879358922514e-11,-2.0351470635309744e-09,0.029465847059447492,0.00043661255196097217,4.343065432915985e-06,-4.343065166390978e-06,-4.343065432915985e-06,2.665250080177887e-13,0.0
0.020999999999999998,-3.5245238545043214,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-6.440243093696166e-05,0.0,0.0,0.0,1.6847792084029123e-10,-7.844217696805814e-09,0.029465834053632005,0.00043661225017281553,4.343063264631544e-06,-4.343059663475077e-06,-4.343063264631544e-06,3.601156524673337e-12,0.0
0.031,-3.524524683845186,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-0.00010080372568866022,0.0,0.0,0.0,5.419631885065902e-10,-1.730079746043567e-08,0.029465809616421854,0.00043661165688433187,4.3430586684088225e-06,-4.3430498459445265e-06,-4.3430586684088225e-06,8.822464604596535e-12,0.0
0.041,-3.524525865049335,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-0.00013527350435903158,0.0,0.0,0.0,1.2538218980836631e-09,-3.0397740992649784e-08,0.029465774811305835,0.0004366108025523804,4.3430519365221e-06,-4.34303604881641e-06,-4.3430519365221e-06,1.5887706661516582e-11,0.0
0.051000000000000004,-3.524527387493598,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-0.0001691563000214531,0.0,0.0,0.0,2.413205352141454e-09,-4.713368666795624e-08,0.029465729951340162,0.0004366096976282252,4.3430431845574295e-06,-4.343018341175165e-06,-4.3430431845574295e-06,2.4843384615113724e-11,0.0
0.061000000000000006,-3.5245292474192724,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-0.0002028024639161455,0.0,0.0,0.0,4.129263657621644e-09,-6.750819076705977e-08,0.029465675147323477,0.00043660834589151005,4.343032455018952e-06,-4.342996745895605e-06,-4.343032455018952e-06,3.570912818017961e-11,0.0
0.07100000000000001,-3.524531443175597,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-0.0002363352868661774,0.0,0.0,0.0,6.511145435049339e-09,-9.15210358240362e-08,0.029465610447951943,0.0004366067490154249,4.3430197668162514e-06,-4.342971272823091e-06,-4.3430197668162514e-06,4.849400205473676e-11,0.0
0.081,-3.5245339739258363,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-0.00026980713432020925,0.0,0.0,0.0,9.66799752722369e-09,-1.1917207168631691e-07,0.029465535877945613,0.000436604907852439,4.34300512959919e-06,-4.342941926926714e-06,-4.34300512959919e-06,6.320268756350045e-11,0.0
0.091,-3.524536839201209,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-0.0003032433182069718,0.0,0.0,0.0,1.3708964707835128e-08,-1.5046116732900733e-07,0.029465451451192278,0.0004366028228827778,4.342988548803758e-06,-4.342908711006068e-06,-4.342988548803758e-06,7.983782174480907e-11,0.0
0.10099999999999999,-3.5245400387190418,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-0.00033665729023025793,0.0,0.0,0.0,1.8743189390070622e-08,-1.8538819328777016e-07,0.02946535717610572,0.0004366004943982268,4.342970027728506e-06,-4.342871626775271e-06,-4.342970027728506e-06,9.840098975744072e-11,0.0
0.11099999999999999,-3.5245435722990655,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-0.0003700567384145557,0.0,0.0,0.0,2.487981133522055e-08,-2.2395301434372297e-07,0.029465253058092167,0.00043659792258697675,4.342949568495107e-06,-4.342830675357184e-06,-4.342949568495107e-06,1.188931912201759e-10,0.0
0.12099999999999998,-3.524547439821175,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-0.0004034463178578887,0.0,0.0,0.0,3.22279673612915e-08,-2.6615548615393223e-07,0.029465139100794867,0.0004365951075765085,4.342927172534463e-06,-4.342785857531393e-06,-4.342927172534463e-06,1.4131507834768523e-10,0.0
0.13099999999999998,-3.524551641202529,1.9634954084936207,-0.9817477042468103,0.9817477042468103,-0.00043682898317151165,0.0,0.0,0.0,4.089679105162707e-08,-3.119954535710145e-07,0.02946501530676891,0.0004365920494568695,4.342902840850778e-06,-4.342737173868172e-06,-4.342902840850778e-06,1.6566708604482605e-10,0.0
