theta,phi,rho,norm_dtheta,norm_dphi,norm_drho,cos_theta_phi,cos_theta_rho,cos_phi_rho,detJ,rankJ
-3.141592653589793,-1.5707963267948966,-2.356194490192345,1.0,1.0,1.0,1.4997597826618576e-32,-1.2246467991473535e-16,6.162975822039155e-33,-1.0,4
-3.141592653589793,-1.5707963267948966,-1.9634954084936207,1.0,1.0,1.0,1.4997597826618576e-32,-1.224646799147353e-16,-7.703719777548943e-33,-0.9999999999999997,4
-3.141592653589793,-1.5707963267948966,-1.5707963267948966,1.0,1.0,1.0,-9.654305461538043e-33,-1.2246467991473532e-16,7.498798913309288e-33,-1.0,4
-3.141592653589793,-1.5707963267948966,-1.1780972450961724,1.0,1.0,1.0,1.4997597826618576e-32,-1.2246467991473532e-16,-2.311115933264683e-32,-1.0,4
-3.141592653589793,-1.5707963267948966,-0.7853981633974483,1.0,1.0,1.0,1.4997597826618576e-32,-1.2246467991473535e-16,6.162975822039155e-33,-1.0,4
-3.141592653589793,-1.5707963267948966,-0.39269908169872414,1.0,1.0,1.0,1.4997597826618573e-32,-1.224646799147353e-16,2.311115933264683e-33,-1.0,4
-3.141592653589793,-1.5707963267948966,0.0,1.0,1.0,1.0,0.0,-1.2246467991473532e-16,0.0,-1.0,4
-3.141592653589793,-1.5707963267948966,0.39269908169872414,1.0,1.0,1.0,1.4997597826618573e-32,-1.224646799147353e-16,-2.311115933264683e-33,-1.0,4
-3.141592653589793,-1.5707963267948966,0.7853981633974483,1.0,1.0,1.0,1.4997597826618576e-32,-1.224646799147353e-16,-6.162975822039155e-33,-1.0,4
-3.141592653589793,-1.5707963267948966,1.1780972450961724,1.0,1.0,1.0,1.4997597826618576e-32,-1.2246467991473532e-16,2.311115933264683e-32,-1.0,4
-3.141592653589793,-1.5707963267948966,1.5707963267948966,1.0,1.0,1.0,-9.654305461538043e-33,-1.2246467991473532e-16,-7.498798913309288e-33,-1.0,4
-3.141592653589793,-1.5707963267948966,1.9634954084936207,1.0,1.0,1.0,1.4997597826618576e-32,-1.224646799147353e-16,7.703719777548943e-33,-0.9999999999999997,4
-3.141592653589793,-1.5707963267948966,2.356194490192345,1.0,1.0,1.0,1.4997597826618576e-32,-1.224646799147353e-16,-6.162975822039155e-33,-1.0,4
