success,reason,m,r,omega,A0_base
False,horizon,1.5178644777523462e+28,11.240099999999805,0.8421052631578947,0.2
True,completed,0.08137322596428871,20.00010000000033,1.0526315789473684,0.01
True,completed,0.32100611608970636,20.00010000000033,1.0526315789473684,0.02
True,completed,0.7115018556230127,20.00010000000033,1.0526315789473684,0.03
True,completed,1.2528817283409672,20.00010000000033,1.0526315789473684,0.04
True,completed,1.9574240030946575,20.00010000000033,1.0526315789473684,0.05
True,completed,2.848511416983449,20.00010000000033,1.0526315789473684,0.060000000000000005
True,completed,3.955875440091184,20.00010000000033,1.0526315789473684,0.06999999999999999
True,completed,5.308931415771484,20.00010000000033,1.0526315789473684,0.08
True,completed,6.93112088728103,20.00010000000033,1.0526315789473684,0.09
True,completed,8.838466748799478,20.00010000000033,1.0526315789473684,0.09999999999999999
False,horizon,9.417538608644385,18.800100000000143,1.0526315789473684,0.11
False,horizon,8.316846790244249,16.630099999999803,1.0526315789473684,0.12
False,horizon,1.8377992809754147e+32,14.930099999999726,1.0526315789473684,0.13
False,horizon,6.771495493092069,13.540099999999756,1.0526315789473684,0.14
False,horizon,6.197532969721378,12.39009999999978,1.0526315789473684,0.15000000000000002
False,horizon,1.2768226121090583e+26,11.4200999999998,1.0526315789473684,0.16
False,horizon,4.3850118162093024e+17,10.580099999999819,1.0526315789473684,0.17
False,horizon,9.083917307879635e+18,9.850099999999834,1.0526315789473684,0.18000000000000002
False,horizon,4.600981394872689,9.200099999999848,1.0526315789473684,0.19
False,horizon,4.316858026241747,8.63009999999986,1.0526315789473684,0.2
True,completed,0.12363691602852661,20.00010000000033,1.263157894736842,0.01
True,completed,0.48549356532270876,20.00010000000033,1.263157894736842,0.02
True,completed,1.0758440379398266,20.00010000000033,1.263157894736842,0.03
True,completed,1.9080636605325971,20.00010000000033,1.263157894736842,0.04
True,completed,3.0223427215706473,20.00010000000033,1.263157894736842,0.05
True,completed,4.474045107945789,20.00010000000033,1.263157894736842,0.060000000000000005
True,completed,6.3154636052050215,20.00010000000033,1.263157894736842,0.06999999999999999
True,completed,8.58328351725576,20.00010000000033,1.263157894736842,0.08
False,horizon,1.2076863984463964e+56,18.540100000000102,1.263157894736842,0.09
False,horizon,8.000864690135534,16.000099999999705,1.263157894736842,0.09999999999999999
False,horizon,1.6588517852584946e+45,14.100099999999744,1.263157894736842,0.11
False,horizon,6.296129521083704,12.590099999999776,1.263157894736842,0.12
False,horizon,2.839016547782254e+43,11.380099999999802,1.263157894736842,0.13
False,horizon,5.181997793225458,10.360099999999823,1.263157894736842,0.14
False,horizon,3.961826039141831e+24,9.510099999999841,1.263157894736842,0.15000000000000002
False,horizon,4.389385355655026,8.770099999999857,1.263157894736842,0.16
False,horizon,4.069458064441961,8.13009999999987,1.263157894736842,0.17
False,horizon,1.9044104861810335e+18,7.570099999999883,1.263157894736842,0.18000000000000002
False,horizon,5.470373379067735e+18,7.0700999999998935,1.263157894736842,0.19
False,horizon,3.3113610116947325,6.620099999999903,1.263157894736842,0.2
True,completed,0.18763391237814536,20.00010000000033,1.4736842105263157,0.01
True,completed,0.7335810995742048,20.00010000000033,1.4736842105263157,0.02
True,completed,1.63368367127594,20.00010000000033,1.4736842105263157,0.03
True,completed,2.9431749707253276,20.00010000000033,1.4736842105263157,0.04
True,completed,4.761153757953318,20.00010000000033,1.4736842105263157,0.05
True,completed,7.1831938850008825,20.00010000000033,1.4736842105263157,0.060000000000000005
False,horizon,1.8737473944834482e+39,19.67010000000028,1.4736842105263157,0.06999999999999999
False,horizon,8.14308093507919,16.28009999999975,1.4736842105263157,0.08
False,horizon,6.9551925370123335,13.910099999999748,1.4736842105263157,0.09
False,horizon,6.789000729325199e+21,12.150099999999785,1.4736842105263157,0.09999999999999999
False,horizon,1675437689311377.0,10.770099999999815,1.4736842105263157,0.11
False,horizon,6.512285108943116e+17,9.660099999999838,1.4736842105263157,0.12
False,horizon,4.795868780724925e+17,8.740099999999858,1.4736842105263157,0.13
False,horizon,1.6790958716834315e+42,7.970099999999874,1.4736842105263157,0.14
False,horizon,3.651315289755267,7.300099999999889,1.4736842105263157,0.15000000000000002
False,horizon,3.3688672557769674,6.730099999999901,1.4736842105263157,0.16
False,horizon,1.958939203152589e+19,6.230099999999911,1.4736842105263157,0.17
False,horizon,3.0090773357530366e+19,5.790099999999921,1.4736842105263157,0.18000000000000002
False,horizon,2.6973623759097616,5.390099999999929,1.4736842105263157,0.19
False,horizon,1.806705225476156e+20,5.040099999999937,1.4736842105263157,0.2
True,completed,0.2843453675412576,20.00010000000033,1.6842105263157894,0.01
True,completed,1.1094127261174151,20.00010000000033,1.6842105263157894,0.02
True,completed,2.5060132963671444,20.00010000000033,1.6842105263157894,0.03
True,completed,4.630274656785142,20.00010000000033,1.6842105263157894,0.04
True,completed,7.664573541804381,20.00010000000033,1.6842105263157894,0.05
False,horizon,4.270905193699352e+42,18.130100000000038,1.6842105263157894,0.060000000000000005
False,horizon,7.343047006808584,14.680099999999731,1.6842105263157894,0.06999999999999999
False,horizon,1.8347355153555313e+45,12.350099999999781,1.6842105263157894,0.08
False,horizon,2.0748148228561826e+25,10.640099999999817,1.6842105263157894,0.09
False,horizon,4.662000584819317,9.320099999999846,1.6842105263157894,0.09999999999999999
False,horizon,457772841010790.5,8.280099999999868,1.6842105263157894,0.11
False,horizon,3.713945256887439,7.420099999999886,1.6842105263157894,0.12
