r,omega,theta,phi,rho,mass
3.5801000000000003,-3.432848015524091,0.0,0.0,0.0,0.0010280567032623698
3.5901,-3.4329649655783103,0.0,0.0,0.0,0.0010365989396564294
3.6001000000000003,-3.433082246762156,0.0,0.0,0.0,0.001045187538896834
3.6101,-3.4331998591180626,0.0,0.0,0.0,0.001053822614547838
3.6201000000000003,-3.4333178026886326,0.0,0.0,0.0,0.001062504280049519
3.6301,-3.4334360775166357,0.0,0.0,0.0,0.0010712326487177784
3.6401000000000003,-3.4335546836450086,0.0,0.0,0.0,0.0010800078337443414
3.6501,-3.4336736211168546,0.0,0.0,0.0,0.0010888299481967563
3.6601000000000004,-3.433792889975445,0.0,0.0,0.0,0.001097699105018396
3.6701,-3.433912490264217,0.0,0.0,0.0,0.001106615417028456
3.6801000000000004,-3.434032422026777,0.0,0.0,0.0,0.0011155789969219574
3.6901,-3.4341526853068967,0.0,0.0,0.0,0.0011245899572697423
3.7001000000000004,-3.4342732801485156,0.0,0.0,0.0,0.0011336484105184794
3.7101,-3.4343942065957402,0.0,0.0,0.0,0.001142754468990658
3.7201000000000004,-3.434515464692845,0.0,0.0,0.0,0.0011519082448845945
3.7301,-3.43463705448427,0.0,0.0,0.0,0.0011611098502744258
3.7401000000000004,-3.4347589760146238,0.0,0.0,0.0,0.0011703593971101151
3.7501,-3.4348812293286817,0.0,0.0,0.0,0.0011796569972174471
3.7601000000000004,-3.435003814471386,0.0,0.0,0.0,0.0011890027622980324
3.7701000000000002,-3.4351267314878458,0.0,0.0,0.0,0.0011983968039293031
3.7801000000000005,-3.4352499804233387,0.0,0.0,0.0,0.0012078392335645167
3.7901000000000002,-3.4353735613233076,0.0,0.0,0.0,0.0012173301625327537
3.8001000000000005,-3.4354974742333644,0.0,0.0,0.0,0.0012268697020389183
3.8101000000000003,-3.4356217191992866,0.0,0.0,0.0,0.0012364579631637383
3.8201000000000005,-3.4357462962670198,0.0,0.0,0.0,0.0012460950568637654
3.8301000000000003,-3.435871205482676,0.0,0.0,0.0,0.0012557810939713753
3.8401,-3.4359964468925352,0.0,0.0,0.0,0.0012655161851947666
3.8501000000000003,-3.436122020543044,0.0,0.0,0.0,0.0012753004411179625
3.8601,-3.4362479264808163,0.0,0.0,0.0,0.001285133972200809
3.8701000000000003,-3.4363741647526336,0.0,0.0,0.0,0.001295016888778977
3.8801,-3.436500735405443,0.0,0.0,0.0,0.0013049493010639597
3.8901000000000003,-3.4366276384863608,0.0,0.0,0.0,0.001314931319143075
3.9001,-3.436754874042669,0.0,0.0,0.0,0.0013249630529794639
3.9101000000000004,-3.4368824421218176,0.0,0.0,0.0,0.0013350446124120916
3.9201,-3.437010342771423,0.0,0.0,0.0,0.001345176107155747
3.9301000000000004,-3.4371385760392696,0.0,0.0,0.0,0.001355357646801042
3.9401,-3.437267141973308,0.0,0.0,0.0,0.0013655893408144122
3.9501000000000004,-3.437396040621657,0.0,0.0,0.0,0.001375871298538119
3.9601,-3.4375252720326013,0.0,0.0,0.0,0.0013862036291902445
3.9701000000000004,-3.437654836254594,0.0,0.0,0.0,0.0013965864418646963
3.9801,-3.437784733336254,0.0,0.0,0.0,0.0014070198455312054
3.9901000000000004,-3.437914963326369,0.0,0.0,0.0,0.0014175039490353263
4.0001,-3.4380455262738927,0.0,0.0,0.0,0.0014280388610984367
4.0100999999999996,-3.4381764222279463,0.0,0.0,0.0,0.001438624690317739
4.0201,-3.438307651237818,0.0,0.0,0.0,0.00144926154516626
4.0301,-3.438439213352963,0.0,0.0,0.0,0.0014599495339928477
4.0401,-3.438571108623004,0.0,0.0,0.0,0.0014706887650221751
4.0501,-3.438703337097731,0.0,0.0,0.0,0.0014814793463547398
4.0601,-3.438835898827101,0.0,0.0,0.0,0.0014923213859668626
4.0701,-3.438968793861237,0.0,0.0,0.0,0.0015032149917106861
4.0801,-3.4391020222504314,0.0,0.0,0.0,0.0015141602713141789
4.0901,-3.439235584045142,0.0,0.0,0.0,0.0015251573323811333
4.100099999999999,-3.439369479295994,0.0,0.0,0.0,0.0015362062823911639
4.1101,-3.4395037080537807,0.0,0.0,0.0,0.0015473072286997104
4.1201,-3.4396382703694615,0.0,0.0,0.0,0.0015584602785380347
4.1301,-3.439773166294163,0.0,0.0,0.0,0.001569665539013223
4.1400999999999994,-3.43990839587918,0.0,0.0,0.0,0.001580923117108186
4.1501,-3.4400439591759735,0.0,0.0,0.0,0.001592233119681658
4.1601,-3.4401798562361714,0.0,0.0,0.0,0.0016035956534681947
4.1701,-3.4403160871115697,0.0,0.0,0.0,0.0016150108250781788
4.1800999999999995,-3.4404526518541307,0.0,0.0,0.0,0.0016264787409978148
4.1901,-3.4405895505159845,0.0,0.0,0.0,0.0016379995075891324
4.2001,-3.440726783149428,0.0,0.0,0.0,0.0016495732310899815
4.2101,-3.4408643498069256,0.0,0.0,0.0,0.0016612000176140398
4.2200999999999995,-3.4410022505411084,0.0,0.0,0.0,0.001672879973150806
4.2301,-3.4411404854047745,0.0,0.0,0.0,0.0016846132035656055
4.2401,-3.4412790544508898,0.0,0.0,0.0,0.0016963998145995826
4.2501,-3.441417957732587,0.0,0.0,0.0,0.0017082399118697096
4.2600999999999996,-3.4415571953031656,0.0,0.0,0.0,0.0017201336008687812
4.2701,-3.441696767216093,0.0,0.0,0.0,0.0017320809869654159
4.2801,-3.4418366735250037,0.0,0.0,0.0,0.0017440821754040538
4.2901,-3.4419769142836985,0.0,0.0,0.0,0.001756137271304962
4.3001,-3.442117489546146,0.0,0.0,0.0,0.0017682463796642298
