r,omega,theta,phi,rho,m
0.0101,0.5,3.141592653589793,-1.5707963267948966,1.5707963267948966,1.715486666903329e-11
0.0201,0.4999983512787293,3.141592653589793,-1.5707843267948967,1.5707963267948966,1.7502335363246119e-07
0.030100000000000002,0.49999831863078337,3.141592653589793,-1.5707840891711342,1.5707963267948966,8.680948612092489e-07
0.040100000000000004,0.49999666974980334,3.141592653589793,-1.57077208779693,1.5707963267948966,2.4224212682682413e-06
0.050100000000000006,0.4999944677523048,3.141592653589793,-1.5707560605619468,1.5707963267948966,5.181187087158564e-06
0.06010000000000001,0.4999917152921427,3.141592653589793,-1.5707360265725618,1.5707963267948966,9.487673138099747e-06
0.07010000000000001,0.49998841290632284,3.141592653589793,-1.570711989539509,1.5707963267948966,1.568526150983716e-05
0.0801,0.49998456077655856,3.141592653589793,-1.570683950554403,1.5707963267948966,2.4117457754670713e-05
0.0901,0.4999801589830765,3.141592653589793,-1.5706519099305156,1.5707963267948966,3.512791310453085e-05
0.1001,0.49997520756830593,3.141592653589793,-1.5706158676646886,1.5707963267948966,4.906044665617583e-05
0.11009999999999999,0.4999697065581554,3.141592653589793,-1.5705758235916507,1.5707963267948966,6.625906751361802e-05
0.12009999999999998,0.4999636559705367,3.141592653589793,-1.5705317774458423,1.5707963267948966,8.706799688032213e-05
0.1301,0.499957055819243,3.141592653589793,-1.5704837288895548,1.5707963267948966,0.00011183169009458183
0.1401,0.49994990611588985,3.141592653589793,-1.5704316775270188,1.5707963267948966,0.0001408948586016934
0.1501,0.49994220687096114,3.141592653589793,-1.5703756229120016,1.5707963267948966,0.00017460249185659402
0.16010000000000002,0.4999339580944067,3.141592653589793,-1.5703155645521587,1.5707963267948966,0.00021329987915062818
0.17010000000000003,0.49992515979600144,3.141592653589793,-1.570251501911653,1.5707963267948966,0.0002573326313560811
0.18010000000000004,0.49991581198556945,3.141592653589793,-1.5701834344127987,1.5707963267948966,0.00030704670258208317
0.19010000000000005,0.49990591467312956,3.141592653589793,-1.5701113614371347,1.5707963267948966,0.00036278841173544864
0.20010000000000006,0.4998954678689919,3.141592653589793,-1.5700352823261459,1.5707963267948966,0.00042490446397996673
0.21010000000000006,0.4998844715838244,3.141592653589793,-1.569955196381766,1.5707963267948966,0.0004937419720876133
0.22010000000000007,0.49987292582869874,3.141592653589793,-1.5698711028667356,1.5707963267948966,0.0005696484776750996
