r,a,b,c,d,a_prime,b_prime,c_prime,d_prime,m,Phi,qnorm,ricci,energy_density,radial_pressure,tangential_pressure
0.001,0.015027784265254052,0.014231463338820137,-0.01649919347573949,-0.006834189705868979,0.0,0.0,0.0,0.0,1.5657228859004357e-14,0.0,0.027336758823475926,0.0003757734926161046,3.7378880520474297e-06,-3.7378880520474297e-06,-3.7378880520474297e-06
0.011,0.015027778139169027,0.014231457537355803,-0.016499186749833642,-0.006834186919907557,-2.63269874785056e-07,-2.4931922797708264e-07,2.8904730888741666e-07,1.1972731550861322e-07,2.0839819400740044e-11,-1.7515614349165211e-09,0.027336747679630242,0.00037577319189746524,3.737885118082329e-06,-3.737884888728249e-06,-3.737885118082329e-06
0.020999999999999998,0.015027771506761838,0.01423145125639927,-0.01649917946803032,-0.006834183903685861,-9.677312578579265e-07,-9.164512661975289e-07,1.062484327302708e-06,4.4009541817763597e-07,1.4500152547565205e-10,-6.7511726495739805e-09,0.027336735614743462,0.00037577293220444425,3.737883252265458e-06,-3.7378801533218676e-06,-3.737883252265458e-06
0.031,0.015027759044827317,0.014231439454821531,-0.01649916578591557,-0.00683417823636837,-1.5147077030318673e-06,-1.4344434791074009e-06,1.6630166503853014e-06,6.888440510418672e-07,4.664438444210174e-10,-1.489003429139063e-08,0.027336712945473494,0.0003757724216701738,3.7378792971757123e-06,-3.7378717050779143e-06,-3.7378792971757123e-06
0.041,0.015027741295701284,0.014231422646220078,-0.016499146298926716,-0.006834170164593298,-2.032658879368375e-06,-1.9249484695453354e-06,2.2316817655161937e-06,9.243928541775402e-07,1.0791092805943695e-09,-2.6161996642015493e-08,0.027336680658373205,0.00037577168650345896,3.737873504321137e-06,-3.7378598322874747e-06,-3.737873504321137e-06
0.051000000000000004,0.015027718419029725,0.014231400981781273,-0.0164991211823411,-0.0068341597609628945,-2.5417877582491257e-06,-2.4070986552702375e-06,2.790660769238126e-06,1.1559295386009654e-06,2.076939552572822e-09,-4.0565887782176794e-08,0.027336639043851595,0.00037577073569788883,3.7378659731667786e-06,-3.737844594398949e-06,-3.7378659731667786e-06
0.061000000000000006,0.015027690471315507,0.0142313745150139,-0.016499090498193928,-0.006834147051172986,-3.047358350565118e-06,-2.8858791077130047e-06,3.345733085358094e-06,1.3858480200357019e-06,3.5538753500828714e-09,-5.8101325786154664e-08,0.02733658820469196,0.0003757695725059502,3.7378567402886904e-06,-3.7378260110965165e-06,-3.7378567402886904e-06
0.07100000000000001,0.015027657477391774,0.014231343269435195,-0.01649905427374982,-0.006834132046516946,-3.5512227692288284e-06,-3.363043796490715e-06,3.898932171952316e-06,1.6149905843954366e-06,5.603856083774044e-09,-7.876812344668456e-08,0.027336528186067802,0.00037576819836747014,3.737845821959126e-06,-3.7378040908523102e-06,-3.737845821959126e-06
0.081,0.015027619449864844,0.014231307256983471,-0.016499012522849413,-0.006834114752727756,-4.054167374880615e-06,-3.839337413064651e-06,4.4511213842645175e-06,1.8437148451312668e-06,8.320819634544144e-09,-1.0256615148229483e-07,0.027336459010911043,0.00037576661401602453,3.737833226482089e-06,-3.7377788379423803e-06,-3.737833226482089e-06
0.091,0.015027576395817033,0.014231266484365752,-0.01649896525326847,-0.00683409517302624,-4.556572011428304e-06,-4.3151196734483855e-06,5.002717757701594e-06,2.072193543964718e-06,1.1798702102801353e-08,-1.2949529706601682e-07,0.02733638069210498,0.000375764819864863,3.7378189585354167e-06,-3.7377502547758942e-06,-3.7378189585354167e-06
0.10099999999999999,0.015027528319539152,0.014231220955645479,-0.016498912469717925,-0.006834073309363734,-5.058638306412333e-06,-4.790581520957258e-06,5.55394266167776e-06,2.3005183751094524e-06,1.613143755771604e-08,-1.59555448706144e-07,0.027336293237454956,0.0003757628161650786,3.737803020957628e-06,-3.7377183428279693e-06,-3.737803020957628e-06
0.11099999999999999,0.015027475223788299,0.014231170673433652,-0.01649885417522483,-0.006834049162994083,-5.560481280076162e-06,-5.265831880922452e-06,6.104922378365886e-06,2.5287416463541594e-06,2.141295778647395e-08,-1.9274648995044762e-07,0.02733619665197635,0.0003757606030786186,3.7377854155745015e-06,-3.7376831030649518e-06,-3.7377854155745015e-06
0.12099999999999998,0.015027417110422525,0.014231115639489865,-0.016498790371829167,-0.006834022734762273,-6.062170378723355e-06,-5.740936519694198e-06,6.655733153736667e-06,2.756894939813977e-06,2.773719204353452e-08,-2.2906829648619367e-07,0.027336090939049113,0.00037575818071518773,3.7377661436173876e-06,-3.737644536157794e-06,-3.7377661436173876e-06
0.13099999999999998,0.015027353980744992,0.014231055855048224,-0.01649872106096169,-0.006833994025260945,-6.563749496476306e-06,-6.215937005449321e-06,7.206423179699503e-06,2.984998217231375e-06,3.519806679989605e-08,-2.685207346938997e-07,0.027335976101043803,0.00037575554915227896,3.7377452059504525e-06,-3.7376026425973527e-06,-3.7377452059504525e-06
0.141,0.015027285835701737,0.014230991321004636,-0.016498646243661066,-0.006833963034920326,-7.06524743890542e-06,-6.690860617353661e-06,7.757024082252674e-06,3.213064578523765e-06,4.388950549236887e-08,-3.111036608782232e-07,0.027335852139681326,0.0003757527084466926,3.7377226032014166e-06,-3.7375574227604767e-06,-3.7377226032014166e-06
0.151,0.015027212676000865,0.014230922038029684,-0.016498565920704734,-0.006833929764062443,-7.5666837086615705e-06,-7.16572582461439e-06,8.307557273602022e-06,3.4411028929172074e-06,5.390542827285741e-08,-3.5681692083666864e-07,0.027335719056249794,0.0003757496586414825,3.7376983358404263e-06,-3.737508876949782e-06,-3.7376983358404263e-06
0.161,0.015027134502187348,0.014230848006639462,-0.016498480092691024,-0.006833894212935133,-8.068071859104335e-06,-7.64054546239979e-06,8.858037634151602e-06,3.6691193240768745e-06,6.533975175765196e-08,-4.0566034960673345e-07,0.027335576851740557,0.0003757463997703155,3.737672404229569e-06,-3.737457005418573e-06,-3.737672404229569e-06
0.171,0.015027051314691571,0.01423076922724155,-0.01649838876009246,-0.006833856381734122,-8.569421517782042e-06,-8.115328648095274e-06,9.408475734107892e-06,3.897118250325646e-06,7.828638877673098e-08,-4.5763377131196903e-07,0.027335425526936512,0.000375742931860302,3.7376448086550202e-06,-3.7374018083870066e-06,-3.7376448086550202e-06
0.18100000000000002,0.015026963113861789,0.014230685700165745,-0.0164982919232914,-0.0068338162706177855,-9.070739650237195e-06,-8.590081978139879e-06,9.958879221027667e-06,4.12510283938526e-06,9.283924812307463e-08,-5.127369990651923e-07,0.027335265082471163,0.00037573925493388947,3.7376155493485625e-06,-3.737343286052896e-06,-3.7376155493485625e-06
0.19100000000000003,0.01502686989998639,0.014230597425685157,-0.016498189582604465,-0.006833773879717274,-9.572031373425897e-06,-9.06481029834267e-06,1.0509253712881435e-05,4.353075418295291e-06,1.0909223430199035e-07,-5.709698349059267e-07,0.027335095518869118,0.0003757353690101605,3.737584626502329e-06,-3.737281438599111e-06,-3.737584626502329e-06
0.20100000000000004,0.015026771673309514,0.014230504404030987,-0.0164980817382997,-0.006833729209143616,-1.007330049326516e-05,-9.53951721294546e-06,1.1059603388233382e-05,4.581037717873697e-06,1.271392472804512e-07,-6.323320697590037e-07,0.027334916836574484,0.0003757312741057439,3.737552040279158e-06,-3.7372162661987744e-06,-3.737552040279158e-06
0.21100000000000005,0.01502666843404223,0.01423040663540312,-0.01649796839060884,-0.0068336822589927975,-1.0574549868276872e-05,-1.0014205428997322e-05,1.1609931385490661e-05,4.8089910380912855e-06,1.4707418223644788e-07,-6.968234834066147e-07,0.02733472903597121,0.00037572697023546646,3.7375177908200034e-06,-3.737147769018969e-06,-3.7375177908200034e-06
0.22100000000000006,0.015026560182370674,0.01423030411997783,-0.016497849539736244,-0.0068336330293494695,-1.1075781660775137e-05,-1.0488876994231532e-05,1.2160240078685145e-05,5.0369363623042555e-06,1.6899092930835466e-07,-7.644438444691322e-07,0.0273345321173979,0.0003757224574128289,3.7374818782493363e-06,-3.737075947223453e-06,-3.7374818782493363e-06
0.23100000000000007,0.015026446918462081,0.014230196857913492,-0.01649772518586553,-0.0068335815202896855,-1.1576997513654987e-05,-1.0963533464486263e-05,1.2710531271571964e-05,5.264874437652445e-06,1.929833733443108e-07,-8.351929103917795e-07,0.027334326081158763,0.000375717735650356,3.7374443026791315e-06,-3.7370008009746506e-06,-3.7374443026791315e-06
0.24100000000000008,0.015026328642469316,0.014230084849354865,-0.01649759532916452,-0.006833527731882962,-1.2078198676940746e-05,-1.1438176023547161e-05,1.3260806336568557e-05,5.492805832609769e-06,2.1914539365161743e-07,-9.090704274352798e-07,0.02733411092753187,0.00037571280495986254,3.7374050642118854e-06,-3.736922330435167e-06,-3.7374050642118854e-06
