r,mass_m,psi,abs_psi
0.0001,0.0,0.1,0.1
0.00011064053801622108,1.4869649797515086e-14,0.10000000000001326,0.10000000000001326
0.00012068968210931927,3.180115560898258e-14,0.10000000000004741,0.10000000000004741
0.0001319750519699733,5.4483414828114374e-14,0.10000000000010718,0.10000000000010718
0.00014454643188102246,8.47460322859103e-14,0.10000000000019713,0.10000000000019713
0.00015860863249119939,1.2543181511324547e-13,0.10000000000032365,0.10000000000032365
0.0001743955332586416,1.8054517614338173e-13,0.10000000000049515,0.10000000000049515
0.00019218822213763718,2.5582096903093633e-13,0.10000000000072269,0.10000000000072269
0.0002123251837399704,3.595591244275072e-13,0.10000000000102098,0.10000000000102098
0.00023521622963813347,5.039123452925257e-13,0.10000000000140966,0.10000000000140966
0.0002613602946780182,7.068952378448042e-13,0.10000000000191517,0.10000000000191517
0.0002913684567433673,9.955647155636071e-13,0.10000000000257345,0.10000000000257345
0.0003259939528060607,1.4111317118646853e-12,0.10000000000343377,0.10000000000343377
0.0003661716603754264,2.0173113518925933e-12,0.10000000000456447,0.10000000000456447
0.0004130705070182079,2.9142013862532787e-12,0.10000000000606137,0.10000000000606137
0.0004681637184228884,4.261779558949144e-12,0.10000000000806056,0.10000000000806056
0.000533323950258348,6.320482637503449e-12,0.10000000001075787,0.10000000001075787
0.0006109535383710521,9.522790638517631e-12,0.10000000001443927,0.10000000001443927
0.000704164933260889,1.460242720127847e-11,0.1000000000195289,0.1000000000195289
0.0008170338130420624,2.283336980059589e-11,0.10000000002666656,0.10000000002666656
0.0009549589724262948,3.648393828404596e-11,0.10000000003683528,0.10000000003683528
0.0011251815205698523,5.970477808707114e-11,0.10000000005157571,0.10000000005157571
0.0013375457494736631,1.0032069575413912e-10,0.10000000007335542,0.10000000007335542
0.001605633255267387,1.7357219620560813e-10,0.10000000010622126,0.10000000010622126
0.0019484848526719746,3.102261127648742e-10,0.10000000015698444,0.10000000015698444
0.002393267884738848,5.748945329014049e-10,0.10000000023744061,0.10000000023744061
0.002979499454757934,1.1093265620264026e-09,0.10000000036867075,0.10000000036867075
0.0037658955334452476,2.239971859579911e-09,0.10000000058968814,0.10000000058968814
0.004841775456739356,4.760537496094444e-09,0.10000000097555135,0.10000000097555135
0.006346612462162658,1.0721859726159942e-08,0.10000000167707833,0.10000000167707833
0.008504647503534047,2.579966849413144e-08,0.1000000030124788,0.1000000030124788
0.011688412608190115,6.697492062379114e-08,0.100000005691248,0.100000005691248
0.016540085648826544,1.8978375862855691e-07,0.10000001139782118,0.10000001139782118
0.02421402903655711,5.95452363138554e-07,0.10000002442932283,0.10000002442932283
0.03688687657210888,2.1050456399640584e-06,0.10000005669539921,0.10000005669539921
0.0588941657801141,8.567669388257658e-06,0.10000014454161678,0.10000014454161678
0.0994350794580802,4.1234881913906844e-05,0.10000041214242536,0.10000041214242536
0.17950302075253965,0.00024258345223380004,0.10000134437672135,0.10000134437672135
0.3510889718272471,0.001815087153251923,0.1000051627832043,0.1000051627832043
0.6813613603510524,0.013267177589427461,0.10001973163310547,0.10001973163310547
1.0105303810353266,0.04328070887515897,0.10004448754997575,0.10004448754997575
1.326345149978247,0.097862472668635,0.10007932298255544,0.10007932298255544
1.6212621993069627,0.17873378561461545,0.10012376498579362,0.10012376498579362
1.8914375301433222,0.2838071410128685,0.10017731466121439,0.10017731466121439
2.1101737944966827,0.3940963628955301,0.10023241796214599,0.10023241796214599
2.3289100588500435,0.5297932809185439,0.10030168568890982,0.10030168568890982
2.5047179700599354,0.6590605765787618,0.10037141649317054,0.10037141649317054
2.679718476249332,0.8070808097230061,0.10045856188224343,0.10045856188224343
2.8387747854888596,0.9594958438299064,0.1005604914847345,0.1005604914847345
2.984851382343667,1.115370971818427,0.10068436227268472,0.10068436227268472
3.0682936686723217,1.2115536213690155,0.10077578759204753,0.10077578759204753
3.1402707006471893,1.298834550936975,0.10087359609449639,0.10087359609449639
3.194768962837234,1.367639352714057,0.10096499775640018,0.10096499775640018
3.2392105218951905,1.4255136406733533,0.10105590659326365,0.10105590659326365
3.2751259231912733,1.4734604257087942,0.10114503335451913,0.10114503335451913
3.304535847086541,1.5135140959484044,0.10123309956397772,0.10123309956397772
3.328732468041969,1.547007182417756,0.10132018474779166,0.10132018474779166
3.348738742887348,1.575070609622075,0.10140644063088226,0.10140644063088226
3.3653412951704147,1.5986159238957938,0.1014919522924238,0.1014919522924238
3.379161470871457,1.6183936959961367,0.1015767830483514,0.1015767830483514
3.382921053355878,1.6238021056108223,0.10160266653077443,0.10160266653077443
